sacked towns and villages 122
system which was flexible 56
system which was followed 240
system which was formerly 126
system which was imported 48
system which was initially 155
system which was initiated 136
system which was inspired 51
system which was intended 510
system which was invented 119
system which was launched 46
system which was mentioned 53
system which was modified 75
system which was observed 48
system which was obtained 84
system which was obviously 53
system which was operated 127
system which was oppressing 41
system which was otherwise 41
system which was outlined 44
system which was partially 46
system which was probably 177
system which was proposed 235
system which was provided 90
system which was recently 115
system which was regarded 166
system which was rejected 56
system which was replaced 61
system which was required 72
system which was somewhat 107
system which was suitable 66
system which was supposed 472
system which was threatened 54
system which was utilized 47
system which you advocate 79
system works for everyone 85
system would far outweigh 44
system would not collapse 91
system would not continue 46
system would not generate 65
system would not normally 110
system would not preclude 48
system would not strengthen 93
system would not tolerate 179
system would then arguably 58
