sable three escallops of 56
stage will influence the 132
stage will naturally be 41
stage will represent the 51
stain more intensely at 102
stake their existence on 327
stake their happiness on 124
stake their reputation on 509
stake your happiness on 109
stake your reputation on 417
staking their existence on 40
staking their reputation on 46
staking your reputation on 47
stale beer afternoon in 80
stalk from desolation to 312
stamp duty chargeable in 340
stamp duty chargeable on 815
stamp duty collected by 101
stamp from fourpence to 60
stamp their character on 116
stamp their fingerprint on 50
stamp their impression on 105
stamp their influence on 106
stand from generation to 124
stand here convicted of 112
stand like monuments to 41
stand like sentinels at 391
stand like sentinels in 403
stand like sentinels of 93
stand like sentinels on 617
stand like sentinels to 234
stand like suppliants to 54
stand more ghostlike by 75
stand most prominent as 40
stand seem fantasies to 99
stand there throughout the 43
stand upon antiquity or 153
stand upon precisely the 575
staring down wrathfully at 77
staring rage presented to 75
stars have continued to 50
stars hide themselves in 307
stars made obeisance to 734
stars make obeisance to 43
stars making obeisance to 62
stars were attempted to 51
stars were conceived as 53
stars were conceived to 54
stars were connected by 41
stars were discussed in 49
stars were displayed on 104
stars were inhabited by 58
stars were presented to 41
stars were propitious to 58
stars were published in 47
stars were reflected in 979
stars were reflected on 70
stars were scattered at 44
stars were scattered in 60
stars were separated by 41
start from baltimore to 89
start from estimates of 117
start from knowledge of 169
start from precisely the 125
start from somewhere in 154
start into existence at 140
start into existence in 153
start into immensity in 64
start making exceptions to 58
start mass production of 356
start mining operations in 45
start seeing ourselves as 159
start seeing themselves as 302
start such objections as 54
start taking advantage of 1768
start taking inventory of 48
start their discussion of 75
start their existence as 126
start their operations in 128
start when considering the 116
start your collection of 70
start your connection to 59
state also attempted to 224
state also continued to 123
state also continues to 164
state also influence the 40
state also maintains an 43
state also reflected the 40
state also regulates the 75
state also supported the 58
state also undertook to 95
state best described as 325
state best described by 49
state came increasingly to 119
state during pregnancy is 56
state ever possessed or 40
state felt compelled to 163
state find themselves in 85
state flow conditions in 61
state free precession in 131
state from barbarism to 42
state from controlling the 76
state from domination by 48
state from generation to 81
state from interfering in 295
state from intervening in 131
state from maintaining or 49
state from obstructing the 125
state from prohibiting the 79
state from prosecuting the 69
state from regulation of 45
state from restricting the 69
state from whitehall to 84
state hail insurance on 68
state have abandoned it 72
state have attempted to 252
state have continued to 321
state have delegated to 93
state have developed in 158
state have responded to 109
state have succeeded in 59
state health insurance in 152
state here described is 117
state here swallowed up 130
state into districts of 55
state just described is 95
state laws continued to 235
state laws controlling the 177
state laws determine the 175
state laws favorable to 62
state laws generally do 53
state laws prescribe the 177
state laws prescribing the 117
state laws prohibiting or 227
state laws prohibiting the 1705
state laws recognize the 61
state laws restricting or 112
state laws restricting the 801
state laws throughout the 282
state leasing agreement is 85
state less dependent on 77
state lies precisely in 41
state like california is 60
state like california or 109
state made available to 88
state more conducive to 84
state more dependent on 105
state more difficult to 104
state more favorable to 66
state more precisely the 1455
state more receptive to 60
state most conducive to 525
state most dependent on 42
state most favorable to 374
state must certainly be 119
state must determine the 268
state must encourage the 94
state must establish an 87
state must establish the 126
state must generally be 76
state must guarantee the 212
state must guarantee to 87
state must implement the 68
state must influence the 43
state must interfere in 63
state must interfere to 75
state must intervene in 621
state must intervene to 609
state must recognize the 997
state must reimburse the 55
state must represent the 54
state must safeguard the 94
state must undertake the 105
state must undertake to 82
state owed allegiance to 42
state owes protection to 44
state park dedicated to 71
state plan submitted to 79
state road commission to 90
state sent delegates to 63
state some instances of 96
state some objections to 294
state take advantage of 103
state taking advantage of 149
state taking possession of 67
state their adherence to 119
state their agreement in 40
state their agreement or 122
state their allegiance to 148
state their arguments in 221
state their conclusion in 49
state their definition of 53
state their grievance to 52
state their hypotheses in 59
state their inability to 210
state their intentions in 179
state their intentions to 325
state their knowledge of 111
state their objections in 184
state their objections to 1509
state their occupation as 47
state their opposition to 937
state their perception of 115
state their resolution of 53
state their willingness to 1457
state theory developed by 51
state these conditions in 148
state these conditions is 85
state these hypotheses in 81
state these objections in 85
state took advantage of 417
state took possession of 306
state upon completion of 424
state very difficult to 123
state very precisely the 148
state vice president of 99
state well described by 44
state were abandoned to 72
state were aggrieved at 41
state were appointed by 183
state were appointed to 101
state were authorized to 119
state were available to 55
state were committed to 191
state were compelled to 329
state were conceived as 97
state were conducted by 150
state were conducted in 122
state were conferred on 246
state were confirmed in 45
state were dependent on 103
state were described as 92
state were described by 73
state were described in 65
state were destroyed by 53
state were developed in 85
state were discussed at 48
state were discussed by 56
state were discussed in 170
state were dominated by 132
state were empowered to 51
state were entrusted to 188
state were estimated at 55
state were estimated to 42
state were exercised by 85
state were exhausted by 121
state were expressed in 70
state were forbidden to 114
state were generally in 41
state were graduates of 41
state were incapable of 67
state were intrusted to 58
state were mobilized to 57
state were necessary to 120
state were organized in 40
state were perceived as 123
state were performed by 55
state were performed in 90
state were permitted to 529
state were presented in 47
state were presented to 57
state were published in 87
state were reflected in 98
state were regulated by 100
state were reluctant to 102
state were requested to 114
state were secondary to 46
state were separated by 100
state were separated in 222
state were subjected to 192
state were submitted to 50
state were supported by 74
state were surprised by 104
state were throughout the 41
state were unanimous in 41
state what proportion of 1216
state what proportion the 47
state when dissolved in 61
state when necessary to 60
state when requested to 69
state when subjected to 252
state will certainly be 354
state will determine the 358
state will encourage the 43
state will generally be 195
state will gradually be 48
state will guarantee the 109
state will henceforth be 47
state will increasingly be 47
state will influence the 277
state will intensify the 45
state will intervene in 122
state will intervene to 103
state will invariably be 58
state will naturally be 108
state will recognize the 241
state will reimburse the 77
state will represent the 189
state will sometimes be 41
state will stimulate the 40
state will undertake the 49
state will undertake to 96
state your conclusion as 189
state your conclusion in 405
state your intentions in 97
state your objections or 63
state your objections to 245
state your objective in 174
state your willingness to 184
stating more precisely the 97
stating such analogies or 42
stating their adherence to 41
stating their inability to 243
stating their intentions to 94
stating their objections in 45
stating their objections to 354
stating their opposition to 473
stating their resolution to 55
stating their willingness to 505
stating what documents he 91
stating what proportion of 50
stating your objections in 55
stating your willingness to 95
staying there throughout the 82
stays high throughout the 95
stays open throughout the 124
stays there throughout the 229
steady flow conditions at 54
steady flow conditions in 166
steady flow conditions is 75
steady flow conditions the 76
steady flow throughout the 211
steady pace throughout the 440
steady rain continued to 71
steady rain throughout the 48
steady rate throughout the 596
steady rise throughout the 212
steady shear viscosity is 49
steady shear viscosity of 181
steady work throughout the 225
steed when compelled by 50
steel beams subjected to 160
steel beams supported by 187
steel deck supported on 51
steel more resistant to 140
steel pipe connected to 169
steel rule graduated in 197
steel rule graduated to 109
steel tape graduated in 203
steel tape graduated to 173
steel tube connected to 104
steel were subjected to 179
steel when subjected to 309
steel will generally be 57
steel will transform to 41
steep bank overlooking the 180
steep hill overlooking the 1059
steep rock overlooking the 74
stems from adherence to 171
stems from awareness of 225
stems from centuries of 278
stems from considering the 173
stems from economies of 110
stems from ignorance of 640
stems from ignorance or 188
stems from inability to 178
stems from knowledge of 290
stems from opposition to 88
stems from overlooking the 40
stems from precisely the 200
stems from recognizing the 107
stems from situations in 42
stems from weaknesses in 111
steps from barbarism to 94
steps from childhood to 145
steps from conception to 50
steps from generation to 61
steps into possession of 310
steps just described in 45
steps just described is 46
steps just described to 57
steps made necessary by 96
steps made requisite by 43
steps seem necessary to 103
steps very carefully in 86
steps were announced to 45
steps were available to 78
steps were completed by 54
steps were completed in 196
steps were conducted at 88
steps were conducted in 117
steps were conducted to 128
steps were described in 120
steps were developed by 64
steps were developed to 47
steps were difficult to 59
steps were discussed in 159
steps were identical to 64
steps were important in 58
steps were motivated by 67
steps were necessary if 90
steps were necessary in 462
steps were necessary to 9423
steps were noiseless on 102
steps were performed as 226
steps were performed at 739
steps were performed by 134
steps were performed in 891
steps were performed on 366
steps were performed to 96
steps were presented in 65
steps were quickened by 61
steps were regulated by 65
steps were suggested by 72
steps were suggested to 111
steps were supported by 292
steps will certainly be 75
steps will determine the 99
steps will doubtless be 43
steps will generally be 56
stick half submerged in 79
still bearing testimony to 48
still bears testimony to 437
still been available to 68
still been compelled to 56
still been dependent on 57
still been difficult to 92
still been dominated by 91
still been necessary to 133
still been permitted to 102
still been preserved by 50
still been preserved in 188
still been reluctant to 97
still been subjected to 75
still best described as 489
still best described by 128
still best described in 58
still best explained by 94
still best expressed by 43
still best expressed in 50
still best protected by 41
still bore evidences of 105
still bore testimony to 211
still call themselves by 280
still call themselves the 228
still came naturally to 67
still came regularly to 127
still came sometimes to 51
still clear moonshine in 78
still clung faithfully to 104
still cord stretched to 94
still dick continued to 42
still done primarily by 64
still early afternoon in 43
still face challenges in 154
still face obstacles in 86
still face obstacles to 83
still fail miserably in 58
still feel attracted to 101
still feel committed to 114
still feel compelled to 1296
still feel confident in 102
still feel confident of 122
still feel connected to 325
still feel dependent on 49
still feel justified in 343
still feel obligated to 281
still feel ourselves in 77
still feel ourselves to 103
still feel powerless to 67
still feel pressured to 76
still feel reluctant to 184
still feel themselves at 55
still feel themselves to 439
still felt aggrieved at 70
still felt attracted to 119
still felt committed to 162
still felt compelled to 2176
still felt competent to 50
still felt confident in 108
still felt confident of 192
still felt connected to 147
still felt convinced of 43
still felt dependent on 59
still felt disturbed by 44
still felt humiliated by 61
still felt incapable of 68
still felt justified in 280
still felt necessary to 216
still felt obligated to 397
still felt oppressed by 54
still felt qualified to 42
still felt reluctant to 191
still felt themselves at 65
still felt themselves to 640
still felt throughout the 393
still felt uncertain as 46
still felt uncertain of 80
still find amusement in 71
still find difficult to 435
still find enjoyment in 78
still find evidences of 44
still find expression in 374
still find fragments of 92
still find happiness in 123
still find instances of 77
still find ourselves as 153
still find ourselves at 152
still find ourselves in 909
still find ourselves on 90
still find themselves at 322
still find themselves in 2912
still find themselves on 165
still find themselves the 69
still firm believers in 144
still gave allegiance to 60
still gave expression to 44
still give allegiance to 47
still give character to 92
still give expression to 133
still give testimony to 52
still give utterance to 42
still giving expression to 51
still giving utterance to 44
still great abundance of 44
still great diversity in 134
still great diversity of 135
still great influence in 92
still great obstacles to 79
still great opposition to 41
still great stretches of 70
still half enveloped in 70
still half submerged in 83
still half uncertain of 45
still hangs suspended in 54
still have abundance of 65
still have attempted to 218
still have available the 120
still have available to 117
still have basically the 53
still have cherished the 59
still have committed the 49
still have consisted of 40
still have contained the 52
still have continued in 334
still have continued so 46
still have continued the 111
still have continued to 1641
still have described it 86
still have discretion to 95
still have dominated the 86
still have endeavored to 54
still have enjoyment in 87
still have epidemics of 76
still have fantasies of 61
still have fragments of 87
still have functioned as 116
still have hesitated to 162
still have incentive to 55
still have influence in 170
still have influence on 120
still have interests in 98
still have knowledge of 203
still have mountains to 75
still have objections to 765
still have obstacles to 44
still have overtaken the 45
still have performed the 50
still have permission to 69
still have permitted the 54
still have persisted in 309
still have possessed the 104
still have possession of 331
still have precisely the 52
still have preferred an 49
still have preferred the 203
still have preferred to 531
still have presented the 66
still have preserved the 159
still have prevailed in 61
still have prevented the 152
still have quittance of 62
still have reference to 192
still have reflected the 44
still have relatives in 393
still have relevance in 184
still have relevance to 271
still have resources to 81
still have retrieved the 52
still have somewhere in 53
still have somewhere to 83
still have subsisted in 45
still have succeeded in 447
still have succumbed to 48
still have supported the 61
still have surprises in 58
still have survivals of 55
still have traditions of 41
still have virtually no 162
still heard throughout the 130
still held allegiance to 93
still held possession of 1799
still held prisoners by 67
still held regularly in 57
still held stationary by 55
still held staunchly to 54
still held territory in 44
still held themselves to 61
still held throughout the 53
still hiding somewhere in 175
still high proportion of 49
still hold allegiance to 41
still hold ourselves up 111
still hold possession of 424
still keep ourselves in 108
still keep possession of 508
still kept possession of 2711
still lack knowledge of 401
still leave unsettled the 43
still leave untouched the 245
still left dependent on 59
still left undecided the 48
still left unsettled the 114
still left untouched by 192
still left untouched the 147
still lend themselves to 241
still less advisable to 68
still less agreement on 53
still less appearance of 71
still less attempted to 74
still less calculate the 90
still less competent to 113
still less conducive to 41
still less delighted to 114
still less dependent on 134
still less desirable to 44
still less developed in 51
still less difficult to 114
still less effective in 79
still less efficient as 40
still less excusable to 47
still less expensive to 132
still less favorable in 41
still less favorable to 261
still less fortunate in 88
still less hesitation in 58
still less important in 144
still less important to 73
still less impressed by 73
still less influence on 96
still less interesting to 48
still less justified by 64
still less justified in 56
still less knowledge of 222
still less necessary to 212
still less permitted to 83
still less political in 63
still less proportion of 101
still less protected by 57
still less qualified to 216
still less reasonable to 60
still less satisfied to 65
still less sensitive to 82
still less supported by 44
still less throughout the 46
still lies contained in 49
still lies primarily in 59
still lies somewhere in 90
still lies untouched in 48
still lips forbidden to 72
still live primarily in 40
still living influence of 89
still living peacefully in 40
still living somewhere in 787
still living somewhere on 41
still living throughout the 52
still living traditions of 150
still living witnesses of 89
still living witnesses to 60
still look primarily to 56
still lord paramount of 94
still lose themselves in 73
still lost somewhere in 168
still made available to 178
still made difficult by 78
still made primarily by 43
still made reference to 136
still made throughout the 52
still make reference to 231
still making reference to 54
still many adherents in 64
still many adherents of 61
still many advocates of 58
still many challenges in 53
still many challenges to 198
still many christians in 44
still many countries in 150
still many evidences of 112
still many exceptions to 125
still many fragments of 56
still many instances in 152
still many instances of 287
still many loopholes in 47
still many mysteries in 41
still many mysteries to 75
still many obstacles in 208
still many obstacles to 1023
still many reminders of 105
still many situations in 198
still many survivals of 80
still many survivors of 57
still many weaknesses in 66
still meet regularly to 51
still more abhorrent at 55
still more abhorrent to 105
still more admirable as 48
still more admirable in 207
still more admirable is 145
still more admirable to 84
still more advantage in 68
still more advantage to 62
still more advisable to 183
still more afflicted by 60
still more aggravating to 51
still more alienated the 118
still more analogous to 175
still more anomalous by 78
still more appearance of 46
still more assiduous in 74
still more astonishing if 66
still more astonishing in 171
still more astonishing is 566
still more astonishing to 540
still more astounded at 149
still more astounded by 52
still more astounded to 59
still more attentive to 303
still more attracted by 231
still more attracted to 169
still more augmented by 218
still more augmented my 50
still more augmented the 49
still more available to 51
still more barbarous to 42
still more beneficial in 61
still more beneficial to 347
still more benefited by 57
still more capricious in 98
still more captivating by 40
still more carefully in 46
still more carefully the 155
still more carefully to 152
still more certainly be 84
still more certainly by 157
still more certainly in 106
still more certainly is 85
still more certainly the 165
still more certainly to 211
still more certified of 43
still more chagrined at 45
still more committed to 111
still more concerned at 83
still more concerned by 43
still more concerned in 102
still more concerned to 265
still more condensed by 40
still more conducive to 423
still more confident in 111
still more confident of 130
still more confirmed by 543
still more confirmed in 1276
still more confirmed me 129
still more contented if 48
still more contracts the 40
still more convinced of 1033
still more corrupted by 115
still more decidedly at 72
still more decidedly by 275
still more decidedly if 40
still more decidedly in 550
still more decidedly of 80
still more decidedly on 135
still more decidedly so 63
still more decidedly the 335
still more decidedly to 237
still more defective in 188
still more deficient in 523
still more delighted as 49
still more delighted at 86
still more delighted by 95
still more delighted if 76
still more delighted on 154
still more delighted to 499
still more dependent on 1524
still more depressed by 202
still more depressed in 57
still more depressed the 52
still more desirable as 119
still more desirable if 108
still more desirable in 173
still more desirable is 44
still more desirable to 547
still more desperate by 107
still more destitute of 315
still more developed by 66
still more developed in 523
still more devotedly to 40
still more dexterous in 48
still more different in 216
still more different is 41
still more difficult as 461
still more difficult at 118
still more difficult by 3975
still more difficult if 600
still more difficult in 1269
still more difficult is 920
still more difficult it 56
still more difficult of 1537
still more difficult on 113
still more difficult or 59
still more difficult the 616
still more difficult thing 123
still more difficult to 39061
still more disgraced by 105
still more disgusted at 104
still more disgusted by 302
still more displeased at 43
still more displeased to 40
still more disquieting to 43
still more distorted by 77
still more distressing by 105
still more distressing if 47
still more distressing in 77
still more distressing to 411
still more disturbed by 297
still more disturbed if 46
still more divergent by 85
still more diversity in 53
still more dominated by 69
still more effective as 463
still more effective at 54
still more effective by 856
still more effective if 506
still more effective in 801
still more effective is 75
still more effective the 63
still more effective to 94
still more effectual by 68
still more effectual if 49
still more effectual in 200
still more effectual to 62
still more efficient as 64
still more efficient by 222
still more efficient if 101
still more efficient in 773
still more efficient to 106
still more elaborate in 142
still more eminently in 92
still more eminently the 59
still more eminently to 46
still more encouraging to 81
still more endangered by 79
still more energetic in 82
still more enfeebled by 205
still more enlivened by 109
still more enveloped in 59
still more envenomed by 62
still more especially if 89
still more especially in 305
still more especially of 97
still more especially the 125
still more especially to 175
still more evidences of 42
still more evidently by 152
still more evidently in 963
still more evidently of 43
still more evidently so 49
still more evidently the 432
still more evidently to 102
still more excellent in 125
still more expedient to 53
still more expensive in 74
still more expensive to 306
still more expressly in 191
still more expressly to 53
still more exquisite by 117
still more exquisite in 103
still more extensive in 358
still more fallacious in 66
still more fantastic in 113
still more fascinating by 79
still more fascinating to 112
still more favorable by 47
still more favorable if 51
still more favorable in 131
still more favorable to 1090
still more favorably to 58
still more fervently to 79
still more flattered by 41
still more fortunate if 146
still more fortunate in 666
still more fortunate is 44
still more fortunate to 62
still more frequency we 55
still more frightful by 82
still more generally as 70
still more generally by 80
still more generally in 126
still more generally the 81
still more generally to 69
still more gloriously in 53
still more gloriously to 66
still more gradually to 97
still more gratified at 122
still more gratified by 243
still more gratified if 60
still more gratified to 174
still more grotesque by 180
still more grotesque in 72
still more hazardous by 81
still more hazardous in 41
still more hazardous to 173
still more honorable to 198
still more horrified by 47
still more horrified to 41
still more impatient at 41
still more impatient of 349
still more impatient to 432
still more imperfect by 103
still more imperfect in 61
still more impervious to 93
still more important as 2952
still more important at 69
still more important by 556
still more important he 52
still more important if 310
still more important in 3686
still more important is 3488
still more important it 90
still more important of 73
still more important on 127
still more important the 313
still more important thing 175
still more important to 7429
still more impressed by 811
still more incapable of 921
still more incentive to 54
still more incorrect to 67
still more incumbent on 255
still more indignant at 336
still more indignant to 52
still more indulgent to 104
still more influence in 112
still more influence on 86
still more infuriated by 45
still more insistent in 77
still more insistent on 79
still more instances of 96
still more intensely an 106
still more intensely in 100
still more intensely the 46
still more intensely to 46
still more intensity he 59
still more interesting as 850
still more interesting by 909
still more interesting if 335
still more interesting in 555
still more interesting is 1069
still more interesting on 77
still more interesting the 75
still more interesting to 3372
still more intricate by 104
still more intricate in 154
still more irregular by 46
still more irregular in 214
still more irritable by 40
still more irritated at 147
still more irritated by 340
still more justified by 40
still more justified in 207
still more knowledge of 116
still more laterally the 47
still more ludicrous by 50
still more ludicrous in 80
still more magnified by 53
still more magnified in 47
still more marvelous in 50
still more memorable as 41
still more memorable by 294
still more memorable in 89
still more memorable to 49
still more miserable by 240
still more miserable if 51
still more miserable in 104
still more momentous in 56
still more mortified at 170
still more mortified to 73
still more mysterious by 96
still more mysterious in 129
still more mysterious is 53
still more mysterious to 68
still more mystified by 126
still more naturally be 51
still more necessary as 158
still more necessary at 54
still more necessary by 115
still more necessary if 130
still more necessary in 927
still more necessary is 170
still more necessary the 52
still more necessary to 2901
still more noteworthy as 42
still more noteworthy in 77
still more noteworthy is 140
still more noticeable at 55
still more noticeable by 72
still more noticeable if 119
still more noticeable in 737
still more noticeable is 92
still more noticeable on 67
still more noticeably in 72
still more obstacles in 48
still more obstacles to 67
still more obstinate in 198
still more offensive by 195
still more offensive in 88
still more offensive to 598
still more oppressed by 83
still more outspoken in 205
still more painfully by 55
still more palatable by 71
still more palatable to 47
still more paralyzed by 46
still more passionate to 44
still more peculiarly the 109
still more perfectly by 56
still more perfectly in 187
still more perfectly the 176
still more perfectly to 54
still more pernicious in 85
still more pernicious to 291
still more perplexed by 207
still more perplexed in 68
still more perplexed on 165
still more perplexed to 112
still more pertinent in 40
still more pertinent to 186
still more perturbed by 67
still more pervasive in 54
still more plausible by 113
still more plausible if 64
still more plausible in 49
still more plausible to 61
still more plentiful in 113
still more pointedly in 226
still more pointedly the 63
still more pointedly to 90
still more powerless to 104
still more precarious by 226
still more precarious in 45
still more precisely as 52
still more precisely by 110
still more precisely in 202
still more precisely the 190
still more precisely to 84
still more prevalent at 40
still more prevalent in 436
still more primitive in 86
still more prominent as 161
still more prominent at 43
still more prominent by 177
still more prominent in 1121
still more prominent on 84
still more prominent the 86
still more prudential to 57
still more qualified to 61
still more radically in 41
still more rancorous by 73
still more reasonable to 163
still more reluctant to 1085
still more repugnant to 668
still more repulsive by 106
still more repulsive in 59
still more repulsive or 42
still more repulsive to 128
still more requisite in 199
still more requisite to 100
still more resembles the 82
still more resentful of 58
still more resistant to 295
still more resources to 83
still more satisfied if 42
still more sensitive by 123
still more sensitive to 782
still more sharpened by 46
still more shortened by 99
still more skeptical of 45
still more strengthens the 44
still more strenuous in 45
still more stringently as 78
still more surprised as 92
still more surprised at 3941
still more surprised by 529
still more surprised if 326
still more surprised on 127
still more surprised to 2853
still more surprises in 72
still more suspicious by 41
still more suspicious in 106
still more suspicious of 332
still more terrified at 142
still more terrified by 90
still more terrified of 44
still more territory in 86
still more territory to 91
still more thoroughly by 98
still more thoroughly in 105
still more thoroughly on 56
still more thoroughly the 133
still more thoroughly to 74
still more throughout the 96
still more tormented by 44
still more unbearable by 84
still more unbounded in 62
still more uncertain as 179
still more uncertain by 331
still more uncertain in 99
still more uncertain is 47
still more uncertain of 116
still more universal in 61
still more unnatural to 68
still more unpleasant by 119
still more unpleasant in 71
still more unpleasant to 294
still more unpopular by 226
still more unpopular in 152
still more unpopular to 110
still more unwelcome to 48
still more varieties of 97
still more venerable by 139
still more venerable in 51
still more widespread in 165
still more wonderful as 88
still more wonderful by 100
still more wonderful if 164
still more wonderful in 633
still more wonderful is 663
still more wonderful it 57
still more wonderful on 45
still more wonderful the 64
still more wonderful thing 465
still more wonderful to 661
still most beneficial to 104
still most difficult to 139
still most important in 133
still most important of 42
still most important to 222
still most prevalent in 93
still most prominent in 65
still most reluctant to 95
still much concerned to 40
still much criticism of 68
still much dependent on 65
still much discussed in 99
still much discussion as 206
still much discussion of 80
still much discussion on 82
still much disturbed by 56
still much diversity in 48
still much diversity of 146
still much dominated by 40
still much impressed by 73
still much opposition to 275
still much preferred to 54
still much respected in 48
still much sentiment in 41
still must determine if 41
still must determine the 237
still must establish the 55
still must interpret the 49
still must recognize the 102
still need permission to 51
still need somewhere to 55
still only available as 52
still only available in 1083
still only available on 105
still only available to 150
still only consisted of 79
still only necessary to 44
still only represent the 50
still only scratched the 127
still only scratches the 47
still other arguments in 54
still other challenges to 52
still other conditions in 50
still other conditions it 40
still other conditions of 74
still other conditions the 47
still other countries the 77
still other dimensions of 379
still other dimensions to 76
still other evidences of 117
still other instances an 52
still other instances he 42
still other instances in 124
still other instances it 227
still other instances of 328
still other instances the 1295
still other instances to 45
still other instances we 87
still other objections to 213
still other obstacles to 108
still other processes of 58
still other provisions of 49
still other qualities of 63
still other resources in 43
still other situations in 106
still other situations it 61
still other situations the 252
still other varieties of 553
still owed allegiance to 766
still owes allegiance to 97
still paid allegiance to 97
still pain themselves to 72
still raging throughout the 78
still rely primarily on 535
still rife throughout the 109
still rising diagonally to 70
still said sometimes to 41
still save themselves by 43
still seeing themselves as 235
still seem committed to 43
still seem desirable to 74
still seem difficult to 65
still seem important to 90
still seem incapable of 75
still seem necessary to 81
still seem plausible to 75
still seem reasonable to 122
still seem reluctant to 278
still seen primarily as 560
still seen primarily in 67
still seen regularly in 41
still seen throughout the 81
still show evidences of 84
still show themselves in 157
still show themselves to 106
still sold throughout the 44
still some adherents of 41
still some adherents to 52
still some advantage in 58
still some advocates of 86
still some ambiguity as 149
still some ambiguity in 137
still some appearance of 206
still some battalions in 50
still some countries in 123
still some criticism of 71
still some decencies to 87
still some defenders in 52
still some discussion as 164
still some discussion of 70
still some discussion on 58
still some districts in 79
still some diversity of 103
still some drawbacks to 41
still some evidences of 44
still some exceptions to 64
still some fragments of 195
still some gratitude is 43
still some happiness in 41
still some hesitation in 104
still some hesitation on 50
still some indication of 110
still some influence in 94
still some influence on 48
still some instances in 50
still some instances of 108
still some intimation of 54
still some knowledge of 67
still some objections to 70
still some obstacles in 40
still some obstacles to 152
still some opposition in 44
still some opposition to 270
still some perception of 42
still some pretension to 77
still some semblance of 289
still some situations in 118
still some suggestion of 59
still some survivals of 53
still some survivors of 71
still some weaknesses in 49
still speak meaningfully of 89
still stay connected to 67
still swear allegiance to 56
still take advantage of 3612
still take possession of 64
still taking advantage of 1114
still their existence is 50
still their influence is 49
still there continued to 46
still there continues to 54
still there somewhere in 70
still think justified in 53
still think sometimes of 40
still took advantage of 358
still used primarily as 184
still used primarily by 88
still used primarily in 112
still used primarily to 104
still used regularly by 80
still used regularly in 132
still used routinely in 88
still used sometimes by 44
still used sometimes in 131
still used sometimes to 86
still used throughout the 773
still vast resources of 48
still vast stretches of 99
still very attentive to 73
still very attracted to 181
still very committed to 127
still very confident of 69
still very connected to 111
still very defective in 85
still very deficient in 326
still very dependent on 1608
still very desirable to 116
still very different in 294
still very different to 68
still very difficult at 49
still very difficult in 203
still very difficult of 48
still very difficult to 5952
still very effective as 40
still very effective in 303
still very expensive in 125
still very expensive to 217
still very extensive in 69
still very imperfect in 226
still very important as 439
still very important at 99
still very important in 2459
still very important on 47
still very important to 3070
still very impressed by 66
still very interesting to 133
still very necessary in 48
still very necessary to 223
still very noticeable in 123
still very pertinent to 50
still very plentiful in 119
still very prevalent in 791
still very primitive in 261
still very prominent in 352
still very receptive to 43
still very reluctant to 820
still very resistant to 75
still very sensitive to 689
still very skeptical of 61
still very suspicious of 374
still very uncertain as 147
still very uncertain at 50
still very uncertain in 81
still very uncertain of 152
still very unpopular in 48
still very widespread in 225
still vice president of 215
still view themselves as 1070
still well connected to 40
still well described by 75
still well developed in 87
still well preserved at 55
still well preserved in 608
still well preserved on 65
still well protected by 65
still went regularly to 169
still were attracted by 41
still were committed to 72
still were compelled to 43
still were dependent on 67
still were dominated by 49
still were forbidden to 58
still were permitted to 99
still were reluctant to 198
still were subjected to 50
still were suspicious of 45
still wide diversity of 46
still wide stretches of 65
still work primarily in 50
still worth considering as 115
still worth considering in 48
still worth considering the 113
stock cube dissolved in 257
stock from trespassing on 103
stock have authorized the 201
stock made available to 53
stock must evidently be 152
stock paid dividends of 74
stock paying dividends of 45
stock pays dividends at 54
stock pays dividends of 102
stock upon completion of 177
stock upon conversion of 120
stock upon surrender of 83
stock were allocated to 45
stock were delivered to 89
stock were destroyed by 128
stock were destroyed in 40
stock were exercised or 50
stock were outstanding at 171
stock were outstanding in 40
stock were permitted to 79
stock were purchased at 195
stock were purchased by 213
stock were purchased in 77
stock were purchased on 61
stock were subjected to 45
stock will appreciate in 71
stock will determine the 77
stock will generally be 156
stock will influence the 121
stock will naturally be 76
stone from foundation to 49
stone patio overlooking the 44
stone roof supported by 257
stone roof supported on 119
stone slab supported by 73
stone slab supported on 92
stone tool production in 150
stone tool production is 110
stone used throughout the 63
stone very difficult to 99
stone wall encircled the 80
stone wall encircles the 58
stone wall overlooking the 449
stone wall protected the 189
stone wall separated the 173
stone wall separates the 81
stone wall surrounding an 95
stone wall surrounding it 434
stone wall surrounding the 2889
stone wall surrounds it 41
stone wall surrounds the 446
stone were difficult to 47
stone were liquefied or 86
stone when subjected to 40
stone will generally be 71
stood fast throughout the 42
stood firm throughout the 236
stood forth faithfully to 88
stood from everlasting to 560
stood gazing wistfully at 58
stood gazing wonderingly at 44
stood half submerged in 47
stood high throughout the 179
stood idle throughout the 47
stood like monuments to 42
stood like sentinels at 201
stood like sentinels in 270
stood like sentinels of 58
stood like sentinels on 386
stood like sentinels to 63
stood more convicted of 48
stood most prominent in 52
stood ready harnessed to 45
stood their fusillade of 42
stood there awkwardly as 47
stood there awkwardly in 87
stood there bareheaded in 59
stood there considering the 74
stood there entranced by 53
stood there enveloped in 73
stood there motionless as 236
stood there motionless in 186
stood there motionless on 42
stood there paralyzed by 61
stood there patiently as 42
stood there remembering the 83
stood there throughout the 118
stood upon pedestals in 74
stood upon precisely the 96
stood well qualified to 83
stops from paralysis of 40
stops were necessary to 81
store data generated by 61
store many gigabytes of 71
store their documents in 76
store their equipment in 103
store their knowledge in 66
store their valuables in 99
