lace frill around the 46
lost every dollar in 50
lost every dollar of 182
lost every friend he 49
lost every friend in 59
lost every friend on 66
lost every member of 166
lost every shadow of 126
lost every shilling he 42
lost every shilling in 55
lost every shilling of 201
lost every stitch of 109
lost fifty pounds in 289
lost fifty pounds of 73
lost fifty pounds on 44
lost first edition of 161
lost first version of 74
lost forty ounces of 57
lost forty pounds in 509
lost forty pounds of 60
lost forty pounds on 52
lost greek version of 96
lost lands beyond the 59
lost large chunks of 143
lost large pieces of 42
lost large shares of 53
lost large tracts of 213
lost loved object in 66
lost loved object is 51
lost money gambling in 51
lost money instead of 91
lost money through the 319
lost motion caused by 58
lost motion should be 272
lost passing through the 56
lost people matter to 225
lost power before the 59
lost power through the 209
lost quite heavily in 48
lost rather heavily in 40
lost sales caused by 263
lost sales should be 60
lost seven pieces of 109
lost seven pounds in 329
lost sixty pieces of 81
lost sixty pounds in 166
lost souls around the 87
lost souls doomed to 41
lost souls through the 171
lost thirty pieces of 99
lost thirty pounds by 138
lost thirty pounds in 655
lost thirty pounds of 106
lost thirty pounds on 57
lost under layers of 180
lost until another is 60
lost voice across the 118
lost wages caused by 151
lost wages should be 107
lost while crossing the 166
lost while engaged in 98
lost world through the 107
lost would amount to 43
lots again before the 57
lots large enough to 227
lots small enough to 77
lots which should be 178
lots would result in 42
loud blowing murmur at 49
loud cheer filled the 45
loud cheer greeting the 58
loud crack filled the 58
loud crash behind me 56
loud crash seemed to 47
loud cries beyond the 40
loud cries through the 49
loud echoes through the 47
loud growl toward my 63
loud music filled the 62
loud music played by 87
loud noise behind me 84
loud noise behind the 68
loud noise behind us 90
loud noise called to 71
loud noise caused by 140
loud noise created by 51
loud noise filled the 57
loud noise graded in 44
loud noise inside the 46
loud noise seemed to 47
loud noise through the 59
loud shout joined in 71
loud shout rushed on 44
loud sucking noises as 73
loud talking should be 64
loud voice across the 129
loud voice before the 196
loud voice behind me 188
loud voice behind us 40
loud voice called on 89
loud voice called the 65
loud voice called to 186
loud voice filled the 103
loud voice seemed to 112
loud voice should be 55
loud voice shouting in 71
loud voice through the 218
loud voice whether he 45
loud waves lashed the 170
love again before he 49
love alone should be 59
love anything beyond the 115
love anything except the 50
love anything unless we 58
love based solely on 101
love breaking through the 44
love breaks through the 231
love broke through the 46
love comes through the 241
love could afford to 73
love could always be 119
love could bridge the 90
love could devise to 115
love could hardly be 261
love could strike the 57
love every aspect of 576
love every member of 259
love every minute of 6472
love every moment of 978
love every person in 104
love every second of 564
love finds itself in 93
love flowing through me 305
love flowing through my 85
love flowing through the 237
love flowing through us 292
love flows through me 64
love flows through the 80
love flows through us 118
love found access by 51
love given freely to 42
love gives itself to 44
love grows feeble in 192
love human nature as 131
love human nature in 106
love jesus christ as 370
love jesus christ in 334
love jesus christ is 326
love jesus enough to 185
love jesus offers me 42
love joins itself to 126
love knots lurked in 240
love large enough to 152
love leaves behind it 47
love lends itself to 44
love loses itself in 106
love might excuse the 76
love might profit by 44
love might rescue the 43
love music enough to 123
love never failed to 67
love never seemed to 90
love notes around the 145
love often enough to 47
love often occurs in 82
love others enough to 263
love others instead of 42
love others through me 87
love others through us 213
love others unless we 227
love ought always to 154
love people enough to 183
love poetry should be 93
love running through the 157
love scene should be 47
love seems always to 135
love shall always be 130
love shall become the 69
love shall follow me 70
love shall further my 41
love shall kindle in 42
love shall pursue me 46
love shine through me 110
love shine through the 44
love shine through us 141
love shining through the 258
love shone through the 63
love showing itself in 124
love shown through the 42
love shows itself as 93
love shows itself in 1023
love shows itself to 126
love story begins to 113
love story behind the 57
love story should be 94
love story through the 69
love story without the 51
love strong enough to 2090
love swept through me 50
love tends toward the 76
love vital enough to 181
love walking through the 192
love which abound in 81
love which admits no 51
love which allows the 85
love which appears in 172
love which appears to 212
love which begins in 125
love which begins to 72
love which belongs to 1034
love which breathes in 51
love which builds up 107
love which burned in 251
love which burned so 75
love which caused me 43
love which caused the 214
love which causes the 214
love which causes us 61
love which closes the 66
love which counts no 68
love which creates the 156
love which dwells in 201
love which exists in 655
love which exults in 42
love which filled my 55
love which filled the 200
love which formed the 182
love which glowed in 177
love which impels it 45
love which impels the 97
love which issues in 171
love which itself is 131
love which laughs at 103
love which lights up 54
love which occurs in 108
love which reaches the 76
love which reigns in 206
love which reveals the 47
love which seemed the 40
love which seemed to 1035
love which shines in 61
love which should be 1346
love which sought to 52
love which stands in 63
love which stoops to 42
love which teaches us 44
love which united the 186
love which united us 49
love which unites in 44
love which unites the 1044
love which unites us 545
love which welled up 126
love while engaged in 48
love whose object is 405
love whose source is 96
love working through the 119
love working through us 45
love would always be 1277
love would become the 73
love would endure no 72
love would follow me 527
love would indeed be 165
love would prompt me 121
love would prompt us 47
love would result in 222
love would return to 92
love would surely be 90
loving every minute of 12629
loving every moment of 1627
loving every second of 700
loving hearts should be 45
loving hearts turned to 41
loving maize faints in 135
loving motion toward the 59
loving people across the 292
loving people around me 43
loving people around the 518
loving words spoken to 100
luck could happen to 40
luck finding someone to 46
luck getting through to 119
luck might happen to 49
luck never seemed to 79
luck which befell the 47
luck which dogged the 50
luck which seemed to 314
luck which turned the 42
luck would attend the 86
luck would befall the 141
luck would decide the 40
luck would follow if 93
luck would follow me 43
luck would follow the 92
luck would happen to 144
lump large enough to 83
lump which seemed to 47
lungs after repair of 52
lungs either through the 54
lungs flows through the 42
lungs passing through the 75
lungs strong enough to 76
lungs where oxygen is 216
lungs which occurs in 54
lure strong enough to 88
luring burly fathers in 155
lurk under stones or 47
lush grass around the 46
lush grass drinks in 41
lush green canopy of 68
lush green carpet of 184
lush green fields in 55
lush green fields of 415
lush green foliage of 185
lush green forest of 40
lush green island of 43
lush green meadows of 91
lush green plains of 42
lush green plants in 48
lush green slopes of 64
lush green valley of 189
lust easily creeps in 42
lyre would desire or 107
