eager as himself for 140
eyes the question was 54
eyes the serpent for 173
eyes the thoughts that 41
eyes the tiniest bit 55
eyes the village was 250
eyes the visible man 59
eyes the wandering sun 132
eyes to account for 81
eyes to believe that 190
eyes to certain things 158
eyes to confirm her 41
eyes to confirm his 64
eyes to confirm that 166
eyes to connect with 86
eyes to contend with 109
eyes to discern and 184
eyes to discern that 230
eyes to discern them 103
eyes to everything and 74
eyes to everything but 454
eyes to everything that 754
eyes to examine her 74
eyes to examine his 101
eyes to examine them 43
eyes to express her 103
eyes to express his 69
eyes to germany and 41
eyes to glisten with 49
eyes to glitter with 44
eyes to himself and 106
eyes to history and 61
eyes to imagine how 50
eyes to imagine that 103
eyes to improve his 121
eyes to justice and 46
eyes to justify his 43
eyes to observe and 248
eyes to observe her 44
eyes to observe him 50
eyes to observe his 53
eyes to observe that 284
eyes to observe them 61
eyes to outward things 42
eyes to picture her 56
eyes to picture him 41
eyes to poverty and 58
eyes to prepare for 53
eyes to prevent any 58
eyes to prevent eye 70
eyes to prevent her 92
eyes to prevent him 120
eyes to prevent his 65
eyes to prevent them 178
eyes to prevent this 200
eyes to protect her 86
eyes to protect him 91
eyes to protect his 67
eyes to protect them 1675
eyes to reassure her 42
eyes to receive and 41
eyes to recover his 72
eyes to reflect that 83
eyes to relieve his 52
eyes to rhythmic and 59
eyes to sharpen his 52
eyes to shelter them 104
eyes to signify that 96
eyes to sparkle and 116
eyes to sparkle with 347
eyes to suffering and 52
eyes to suggest that 213
eyes to witness this 42
eyes up tightly and 44
eyes up towards her 95
eyes up towards them 51
