wafer processing steps 186
whose movement risks 60
whose movement seems 44
whose movement within 53
whose movement would 148
whose multiple meanings 181
whose multiple roles 73
whose muscular flesh 42
whose muscular force 42
whose muscular frame 50
whose muscular power 150
whose muscular walls 176
whose mushroom growth 86
whose mutations cause 81
whose mystical power 53
whose mystical vision 43
whose mystical works 41
whose nameless ruins 120
whose narrator would 70
whose nationals might 61
whose nationals owned 48
whose nationals would 117
whose nautical skill 135
whose negative image 64
whose negative might 445
whose negative slope 68
whose negative value 93
whose negative views 92
whose nickname comes 51
whose nickname gives 44
whose nobility began 42
whose nobility dates 70
whose nostrils breathe 82
whose nuisance value 120
whose numerous books 258
whose numerous herds 110
whose numerous local 76
whose numerous plays 41
whose numerous small 83
whose numerous wives 109
whose numerous works 887
whose nutrient needs 132
whose observed value 120
whose occupant could 52
whose occupant would 87
whose offenses ranged 46
whose offenses would 89
whose officers could 185
whose officers either 44
whose officers might 99
whose officers never 40
whose officers serve 62
whose officers shall 102
whose officers still 90
whose officers would 463
whose officials could 88
whose officials might 65
whose officials often 72
whose officials would 201
whose officious flame 94
whose operation alone 89
whose operation could 274
whose operation keeps 158
whose operation makes 46
whose operation might 118
whose operation under 48
whose operation within 60
whose operation would 568
whose opposite angles 151
whose opposite banks 82
whose opposite could 52
whose opposite edges 69
whose opposite faces 166
whose opposite poles 135
whose opposite shore 357
whose opposite sides 2705
whose opposite views 59
whose opposite walls 56
whose opposite would 81
whose optimism about 110
whose opulence began 68
whose ordinary daily 68
whose ordinary dress 46
whose ordinary drink 86
whose ordinary human 98
whose ordinary lives 142
whose ordinary needs 42
whose ordinary place 182
whose ordinary sense 54
whose ordinary state 69
whose ordinary title 50
whose ordinary wages 123
whose organizing power 46
whose original abode 74
whose original author 92
whose original beauty 104
whose original cause 133
whose original claim 81
whose original color 225
whose original crime 45
whose original draft 145
whose original entry 132
whose original field 51
whose original first 87
whose original focus 71
whose original force 62
whose original forms 114
whose original goals 65
whose original grant 53
whose original greek 162
whose original homes 273
whose original image 187
whose original leader 79
whose original meanings 240
whose original model 97
whose original names 114
whose original order 56
whose original owner 205
whose original paper 148
whose original place 164
whose original plans 83
whose original point 48
whose original power 100
whose original price 241
whose original reason 71
whose original right 55
whose original roots 56
whose original sense 146
whose original setting 109
whose original shape 217
whose original social 65
whose original state 98
whose original stock 96
whose original story 77
whose original study 70
whose original style 155
whose original terms 81
whose original texts 106
whose original thinking 45
whose original title 973
whose original tongue 125
whose original trade 46
whose original value 179
whose original views 50
whose original vision 76
whose original walls 52
whose original words 76
whose original works 289
whose original writing 45
whose orthodoxy could 105
whose orthodoxy would 76
whose outcomes could 170
whose outcomes would 120
whose outlines appear 51
whose outlines could 221
whose outlines might 45
whose outlines would 58
whose outraged sense 51
whose outraged squeal 78
whose overhanging brows 69
whose overriding focus 73
whose overthrow would 161
whose oxidation state 100
whose pacifist views 117
whose pakistan people 89
whose parallel lines 142
whose parallel lives 376
whose parallel sides 469
whose parallel winding 169
whose particle sizes 197
whose partisan views 43
whose partition walls 60
whose partners would 49
whose paternal uncle 74
whose paternal voice 58
whose patience began 104
whose patience could 220
whose patience never 106
whose patience seems 96
whose patience under 170
whose patience would 134
whose patients could 48
whose patients might 43
whose patients never 42
whose patients often 119
whose patients would 100
whose patrician blood 42
whose patriotic ardor 98
whose patriotic deeds 42
whose patriotic feeling 40
whose patriotic pride 49
whose patriotic verse 43
whose patterns could 49
whose patterns match 48
whose payments occur 161
whose payments would 95
whose pecuniary value 41
whose pedigree could 145
whose pedigree dates 64
whose pedigree would 43
whose peerless beauty 147
whose pellucid depths 77
whose pendulum makes 60
whose personal action 198
whose personal appeal 144
whose personal beauty 407
whose personal biases 45
whose personal charm 644
whose personal claim 53
whose personal drama 58
whose personal enemy 41
whose personal ethics 60
whose personal feeling 46
whose personal feuds 65
whose personal force 82
whose personal funds 64
whose personal gifts 96
whose personal goals 283
whose personal growth 106
whose personal honor 109
whose personal image 53
whose personal links 46
whose personal lives 1510
whose personal merit 449
whose personal moral 122
whose personal motto 143
whose personal names 249
whose personal needs 388
whose personal piety 259
whose personal pique 42
whose personal plans 48
whose personal power 406
whose personal pride 144
whose personal quest 41
whose personal right 42
whose personal sense 142
whose personal skill 102
whose personal space 144
whose personal staff 121
whose personal stake 106
whose personal stock 47
whose personal story 557
whose personal style 1545
whose personal taste 148
whose personal touch 60
whose personal valet 46
whose personal value 147
whose personal vices 78
whose personal views 595
whose personal vision 181
whose personal wants 84
whose personal warmth 105
whose personal world 60
whose phonetic shape 64
whose phonetic value 142
whose physical abuse 65
whose physical action 104
whose physical appeal 47
whose physical basis 226
whose physical beauty 809
whose physical cause 40
whose physical charm 58
whose physical force 160
whose physical forms 119
whose physical frame 140
whose physical gifts 58
whose physical growth 218
whose physical image 46
whose physical labor 88
whose physical lives 130
whose physical meanings 45
whose physical needs 462
whose physical plant 91
whose physical power 565
whose physical shape 77
whose physical signs 131
whose physical space 47
whose physical state 425
whose physical units 45
whose physical vigor 136
whose physical wants 258
whose physician father 56
whose physique would 53
whose pictures adorn 219
whose pictures appear 683
whose pictures could 98
whose pictures grace 42
whose pictures lined 41
whose pictures might 85
whose pictures never 49
whose pictures often 95
whose pictures still 100
whose pictures would 154
whose platelet count 412
whose platform calls 58
whose platform would 64
whose pleasures apart 53
whose pleasures never 55
whose pleasures would 58
whose plundering raids 111
whose poisoned jokes 47
whose policies appear 59
whose policies could 257
whose policies might 214
whose policies often 119
whose policies would 832
whose polished style 55
whose politics could 169
whose politics might 57
whose politics often 59
whose politics ranged 71
whose politics would 215
whose portrait busts 90
whose portrait comes 53
whose portrait could 62
whose portrait faces 152
whose portrait forms 150
whose portrait gives 40
whose portrait might 54
whose portrait seems 165
whose portrait shows 192
whose portrait still 340
whose portrait stood 57
whose portrait titian 100
whose portrait would 257
whose positions allow 42
whose positions change 88
whose positions could 378
whose positions might 139
whose positions often 41
whose positions ought 40
whose positions shall 71
whose positions within 145
whose positions would 342
whose positive action 55
whose positive sense 45
whose positive value 116
whose positive views 50
whose possible meanings 91
whose potential could 172
whose potential danger 71
whose potential earnings 58
whose potential growth 43
whose potential might 49
whose potential needs 81
whose potential power 195
whose potential risks 42
whose potential sales 61
whose potential seems 45
whose potential value 335
whose potential would 107
whose powerful build 42
whose powerful fleet 66
whose powerful frame 180
whose powerful grasp 46
whose powerful hands 141
whose powerful minds 40
whose powerful novel 45
whose powerful roots 42
whose powerful voice 505
whose powerful words 44
whose practice could 93
whose practice falls 51
whose practice gives 50
whose practice makes 64
whose practice might 60
whose practice seems 78
whose practice shows 48
whose practice takes 78
whose practice would 210
whose precepts would 43
whose pregnant words 46
whose premises could 90
whose premises would 57
whose premiums would 70
whose presence about 76
whose presence above 40
whose presence added 584
whose presence again 114
whose presence alone 3883
whose presence began 54
whose presence beneath 59
whose presence boded 122
whose presence caleb 67
whose presence calls 109
whose presence casts 91
whose presence could 3166
whose presence dates 114
whose presence either 113
whose presence every 307
whose presence fills 1816
whose presence first 91
whose presence forms 116
whose presence gives 960
whose presence helps 293
whose presence holds 42
whose presence human 50
whose presence jesus 64
whose presence keeps 176
whose presence lends 171
whose presence looms 69
whose presence makes 2365
whose presence marks 278
whose presence might 3581
whose presence needs 111
whose presence never 280
whose presence often 224
whose presence others 44
whose presence ought 65
whose presence people 94
whose presence posed 50
whose presence poses 265
whose presence rather 78
whose presence really 52
whose presence saved 60
whose presence saves 45
whose presence seems 1011
whose presence shall 458
whose presence shows 263
whose presence soever 112
whose presence speaks 43
whose presence still 290
whose presence tends 254
whose presence throws 41
whose presence turns 110
whose presence under 208
whose presence until 48
whose presence within 795
whose presence women 51
whose presence would 9800
whose presenting signs 40
whose pressure could 111
whose pressure would 97
whose prestige could 91
whose prestige might 141
whose prestige stood 68
whose prestige within 42
whose prestige would 390
whose prevailing claim 44
whose prevailing color 112
whose prevailing moods 54
whose princely breast 42
whose pristine beauty 56
whose probable action 58
whose probable author 43
whose probable error 196
whose probable guilt 46
whose problems appear 164
whose problems arise 217
whose problems arose 81
whose problems began 88
whose problems begin 49
whose problems could 486
whose problems might 185
whose problems often 71
whose problems ranged 57
whose problems would 244
whose proceeds could 99
whose proceeds would 488
whose processing power 48
whose processing times 70
whose products allow 100
whose products appeal 62
whose products appear 207
whose products carry 57
whose products cause 223
whose products could 935
whose products cover 41
whose products either 167
whose products enjoy 119
whose products enter 311
whose products found 184
whose products might 349
whose products never 50
whose products offer 52
whose products often 260
whose products ranged 123
whose products serve 142
whose products still 63
whose products would 1038
whose profiles appear 88
whose profiles match 88
whose profound depths 130
whose profound learning 828
whose profound roots 60
whose profound sense 79
whose profound study 74
whose programs could 60
whose programs might 50
whose programs would 210
whose progress could 359
whose progress might 54
whose progress seems 50
whose progress spread 59
whose progress would 227
whose projecting crags 60
whose projects could 67
whose projects might 50
whose projects would 113
whose prolific brain 42
whose prolific works 57
whose prolific writing 90
whose promised visit 63
whose promises could 79
whose promises never 98
whose promotion would 103
whose promptings human 63
whose property abuts 342
whose property alone 58
whose property comes 42
whose property could 360
whose property every 124
whose property falls 158
whose property might 907
whose property right 149
whose property shall 529
whose property stood 64
whose property taxes 166
whose property value 212
whose property within 54
whose property would 1265
whose proposal shall 74
whose proposal would 55
whose prostate gland 52
whose protecting folds 49
whose protecting power 77
whose protecting shade 179
whose protecting walls 45
whose protruding tongue 41
whose proudest boast 880
whose proudest claim 61
whose proudest title 185
whose province alone 208
whose province would 58
whose prudence seems 143
whose prudence would 42
whose publishing house 360
whose pulitzer prize 312
whose purchase could 71
whose purchase might 53
whose purchase money 72
whose purchase price 597
whose purchase would 163
whose purchasing power 6771
whose purposes could 350
whose purposes might 91
whose purposes shall 52
whose purposes would 257
whose pursuits might 47
whose putative father 82
whose qualifying event 165
whose quantity could 58
whose quantity would 45
whose quarrels often 71
whose questions about 323
whose questions could 42
whose questions might 52
whose questions often 48
whose questions would 64
whose rapacity could 40
whose realistic plays 61
whose realistic style 60
whose receipts shall 60
whose receipts would 54
whose reception would 54
whose reckless driving 178
whose recorded voice 54
whose recorded words 53
whose recovery could 55
whose recovery might 49
whose recovery would 217
whose reduction would 151
whose reflecting power 99
whose refracting angles 192
whose refracting power 131
whose refreshing shade 149
whose rejection would 231
whose relations could 117
whose relations lived 74
whose relations might 41
whose relations still 97
whose relations would 113
whose relative costs 84
whose relative earnings 74
whose relative error 104
whose relative growth 46
whose relative index 47
whose relative labor 45
whose relative lengths 120
whose relative level 55
whose relative motion 335
whose relative order 184
whose relative phase 124
whose relative power 285
whose relative price 2538
whose relative ranking 40
whose relative rates 64
whose relative share 257
whose relative sizes 106
whose relative social 65
whose relative speed 78
whose relative stock 133
whose relative value 649
whose relative wages 72
whose relevant facts 48
whose relevant works 73
whose religious ardor 96
whose religious books 40
whose religious creed 301
whose religious faiths 73
whose religious feeling 241
whose religious ideals 115
whose religious leader 50
whose religious leanings 79
whose religious lives 159
whose religious needs 338
whose religious order 56
whose religious piety 57
whose religious poetry 135
whose religious rites 299
whose religious roots 140
whose religious sense 140
whose religious state 98
whose religious teaching 473
whose religious thinking 181
whose religious value 77
whose religious views 2950
whose religious vision 77
whose religious wants 175
whose religious works 135
whose religious world 117
whose remnants still 144
whose reported earnings 62
whose repulsion alone 145
whose requests could 47
whose reserves would 66
whose resolute action 44
whose resonant voice 144
whose response could 93
whose response curve 121
whose response might 59
whose response rates 55
whose response times 104
whose response would 193
whose restless tides 133
whose restless waves 86
whose retarded child 68
whose retention times 130
whose retention would 296
whose revenues added 42
whose revenues belong 43
whose revenues could 136
whose revenues might 64
whose revenues would 383
whose reversal would 49
whose rhetoric about 54
whose rhetoric could 51
whose rhetoric often 55
whose rhetoric would 56
whose righteous cause 66
whose righteous deeds 159
whose righteous souls 42
whose rightful cause 268
whose rightful claim 77
whose rightful owner 61
whose rightful place 443
whose rightful title 43
whose robinson crusoe 295
whose romantic beauty 68
whose romantic dreams 80
whose romantic fancy 60
whose romantic story 1049
whose romantic vision 63
whose roofless walls 56
whose rotatory power 51
whose royalist hopes 63
whose sagacity could 86
whose sagacity never 47
whose salaries could 180
whose salaries might 72
whose salaries ranged 351
whose salaries shall 399
whose salaries would 489
whose salvation could 54
whose salvation jesus 43
whose salvation would 75
whose sanctity could 72
whose sanctity would 59
whose sardonic humor 54
whose saturday evening 44
whose saturday night 98
whose scarcity value 55
whose scattering power 71
whose scimitar could 45
whose scottish father 58
whose scruples about 76
whose scruples would 112
whose secession would 48
whose secretion forms 101
whose secretion rates 41
whose security alone 54
whose security could 133
whose security level 124
whose security might 81
whose security needs 169
whose security ranks 209
whose security rests 138
whose security would 389
whose seizures began 218
whose seizures begin 102
whose seizures could 70
whose seizures occur 71
whose selected works 44
whose selection could 51
whose selection might 44
whose selection seems 54
whose selection shall 129
whose selection would 363
whose semantic field 127
whose semantic value 318
whose seniority would 67
whose sentence shall 146
whose sentence would 75
whose separate action 46
whose separate fires 63
whose separate lives 53
whose separate parts 433
whose separate units 69
whose sequence could 48
whose serrated edges 81
whose servants could 51
whose servants durst 57
whose servants would 121
whose services appear 73
whose services could 2803
whose services cover 44
whose services might 1395
whose services often 72
whose services ought 175
whose services shall 354
whose services stand 78
whose services under 147
whose services would 2954
whose severity could 42
whose severity would 161
whose shadowed sides 92
whose sheltering edges 84
whose sheltering walls 45
whose shoulder amelia 42
whose shoulder rests 50
whose shoulder shall 62
whose shoulder would 73
whose shuddering echoes 46
whose silvered locks 41
whose sinister looks 204
whose sinister power 55
whose situation after 48
whose situation calls 80
whose situation could 249
whose situation gives 165
whose situation makes 157
whose situation might 429
whose situation often 44
whose situation ought 57
whose situation seems 145
whose situation still 40
whose situation would 528
whose skeletal growth 48
whose sketches appear 134
whose skillful editing 228
whose skillful hands 103
whose slippery sides 100
whose sluggish blood 41
whose sluggish though 67
whose smallest change 139
whose smallest fault 42
whose smallest parts 131
whose smallest value 49
whose socialist leanings 46
whose socialist party 70
whose socialist views 78
whose soldiers could 166
whose soldiers fight 40
whose soldiers would 256
whose solitary beauty 56
whose solitary grave 141
whose solutions appear 86
whose solutions could 176
whose solutions might 103
whose solutions often 44
whose solutions would 436
whose solutions yield 128
whose somewhat tardy 43
whose sonorous tones 105
whose sonorous voice 129
whose specialty seems 79
whose specialty under 65
whose specific action 104
whose specific cause 46
whose specific focus 97
whose specific forms 146
whose specific goals 60
whose specific meanings 68
whose specific names 90
whose specific needs 443
whose specific roles 48
whose specific speed 77
whose specific tasks 47
whose specific terms 47
whose specific value 129
whose spectral lines 295
whose spectral power 115
whose spectral shape 51
whose spectral types 116
whose spectrum level 65
whose spectrum shows 643
whose speeches appear 40
whose speeches could 58
whose speeches might 55
whose speeches often 65
whose speeches would 116
whose spirited action 53
whose splendid beauty 52
whose splendid court 175
whose splendid gifts 84
whose splendid halls 47
whose splendid house 93
whose splendid ruins 111
whose splendid voice 53
whose splendid works 61
whose splendor hides 62
whose splendor shall 99
whose splendor would 83
whose spotless white 52
whose sprained ankle 124
whose stagnant depths 85
whose stagnant water 97
whose stalwart forms 57
whose stalwart frame 64
whose standard bearer 123
whose standard error 289
whose standard score 62
whose standard works 46
whose standard would 81
whose statutes allow 46
whose stimulus meanings 72
whose stomachs could 222
whose stomachs never 58
whose stomachs would 65
whose straight black 131
whose straight edges 43
whose straight lines 158
whose straight sides 76
whose straight stems 48
whose strategy would 44
whose strident tones 60
whose strident voice 91
whose strongest appeal 63
whose strongest claim 49
whose strongest feeling 82
whose strongest point 76
whose strongest weapon 70
whose struggle fills 44
whose struggle would 71
whose stubborn pride 50
whose students could 168
whose students might 83
whose students often 75
whose students score 148
whose students would 511
whose subjects belong 47
whose subjects could 95
whose subjects enjoy 88
whose subjects lived 77
whose subjects loved 55
whose subjects might 123
whose subjects never 47
whose subjects often 57
whose subjects ranged 251
whose subjects shall 53
whose subjects would 238
whose sufferings could 117
whose sufferings might 163
whose sufferings ought 55
whose sufferings under 282
whose sufferings would 298
whose suffrage would 45
whose suffused cheek 49
whose supplies could 49
whose supplies might 47
whose supplies would 81
whose supposed danger 55
whose supposed works 48
whose surfaces bound 66
whose surfaces could 43
whose surfaces would 65
whose surgical skill 117
whose surnames appear 46
whose surnames began 320
whose surnames begin 544
whose surnames start 66
whose surpassing beauty 174
whose survival after 54
whose survival could 99
whose survival might 148
whose survival needs 129
whose survival often 90
whose survival rates 74
whose survival seems 68
whose survival times 73
whose survival value 130
whose survival would 329
whose sustaining power 113
whose sweetest notes 123
whose syllabic times 85
whose symbolic action 48
whose symbolic force 51
whose symbolic meanings 100
whose symbolic names 44
whose symbolic power 126
whose symbolic value 799
whose symmetry group 171
whose symptoms appear 320
whose symptoms arise 97
whose symptoms began 435
whose symptoms begin 149
whose symptoms cause 49
whose symptoms could 269
whose symptoms dated 42
whose symptoms first 217
whose symptoms might 187
whose symptoms mimic 101
whose symptoms occur 195
whose symptoms often 104
whose symptoms point 119
whose symptoms recur 125
whose symptoms remit 48
whose symptoms start 57
whose symptoms would 145
whose synthesis would 82
whose systolic blood 792
whose tactical skill 73
whose tattered dress 48
whose temporal lobes 112
whose temporal order 52
whose temporal parts 60
whose temporal power 403
whose tenacious grasp 54
whose tendency comes 79
whose tendency might 187
whose tendency would 235
whose terminal cells 73
whose terminal nodes 292
whose terminal point 211
whose terminal value 53
whose terminus would 41
whose terraced sides 44
whose terrible deeds 58
whose terrible power 154
whose terrible right 77
whose terrible story 42
whose terrible voice 41
whose thickness could 119
whose thickness grows 41
whose thickness ranged 47
whose thickness ranges 479
whose thickness tends 43
whose thickness would 84
whose threadbare dress 46
whose threadbare tunic 80
whose threshold limit 40
whose threshold value 66
whose tireless hands 62
whose torments would 52
whose tortoise motion 77
whose tortured shore 120
whose tortures cause 77
whose totality forms 116
whose totality hegel 58
whose totality makes 65
whose tradition dates 85
whose tradition still 50
whose tragical story 71
whose tranquil beauty 82
whose tranquil bosom 197
whose transfer books 45
whose transfer would 82
whose treasures shall 45
whose treasures would 40
whose treatment began 175
whose treatment costs 160
whose treatment could 152
whose treatment might 144
whose treatment needs 155
whose treatment often 40
whose treatment plans 101
whose treatment seems 55
whose treatment under 50
whose treatment would 297
whose triangular shape 65
whose triumphs every 74
whose troubled lives 43
whose troubled reign 73
whose troubled waves 44
whose troubles arise 86
whose troubles began 108
whose troubles could 59
whose troubles ought 58
whose troubles would 63
whose trustees would 66
whose tuberous roots 77
whose turnover rates 66
whose tutelary deity 214
whose ugliness would 52
whose ultimate appeal 129
whose ultimate basis 167
whose ultimate cause 272
whose ultimate defeat 101
whose ultimate goals 248
whose ultimate issue 79
whose ultimate limit 61
whose ultimate logic 64
whose ultimate meanings 46
whose ultimate model 41
whose ultimate owner 60
whose ultimate point 82
whose ultimate power 183
whose ultimate reason 58
whose ultimate right 77
whose ultimate roots 95
whose ultimate sense 49
whose ultimate shape 107
whose ultimate trust 145
whose ultimate unity 68
whose ultimate value 472
whose ultimate vision 48
whose ultimate weapon 70
whose unbroken ridge 71
whose uncommon beauty 116
whose uncommon merit 48
whose underlying asset 116
whose underlying basis 185
whose underlying cause 256
whose underlying graph 178
whose underlying logic 216
whose underlying model 53
whose underlying stock 71
whose underlying unity 44
whose underlying value 133
whose undulating forms 56
whose unmarked grave 108
whose untimely grave 147
whose untimely passing 246
whose unwearied pains 228
whose uplifted hands 77
whose upturned edges 52
whose upturned faces 194
whose validity could 406
whose validity might 110
whose validity needs 117
whose validity rests 355
whose validity seems 100
whose validity turns 158
whose validity under 40
whose validity would 427
whose valorous deeds 163
whose valuable input 81
whose valuable notes 66
whose valuable paper 160
whose valuable study 44
whose valuable works 303
whose variations could 46
whose variations would 41
whose varicose veins 75
whose vastness might 174
whose velocity could 42
whose velocity field 135
whose velocity would 65
whose veracity could 211
whose veracity might 64
whose veracity would 51
whose verdicts could 52
whose vertical angles 43
whose vertical cross 48
whose vertical edges 75
whose vertical faces 52
whose vertical lines 119
whose vertical motion 70
whose vertical scale 241
whose vertical sides 189
whose vertical trace 249
whose vertical walls 251
whose vestiges still 98
whose viability would 45
whose vibration plane 53
whose vibration rates 194
whose vigorous action 75
whose vigorous frame 75
whose vigorous growth 89
whose vigorous minds 52
whose vigorous style 110
whose vigorous thinking 49
whose villages stood 79
whose villages would 86
whose virginal bosom 40
whose virtuous deeds 63
whose virtuous lives 71
whose visionary brain 156
whose vitality could 76
whose vitality falls 70
whose vitality makes 41
whose vitality might 40
whose vitality seems 55
whose vitality would 86
whose vivacity could 53
whose wanderings never 49
whose wavelength falls 83
whose wavelength ranges 93
whose whiskers might 50
whose whispers still 65
whose whitened bones 115
whose whitened locks 134
whose whitened walls 44
whose wondrous beauty 227
whose wondrous deeds 58
whose wondrous might 49
whose wondrous power 101
whose wondrous works 92
whose wretched state 101
whose wrinkled faces 84
whose wrinkled sides 50
whose yellowed pages 59
wider academic world 495
wider activity which 59
wider american scene 58
wider american world 95
wider approach which 91
wider approach would 48
wider argument about 379
wider argument which 57
wider artistic world 44
wider atlantic world 378
wider attention after 47
wider audience about 159
wider audience after 162
wider audience appeal 106
wider audience aware 40
wider audience could 214
wider audience might 137
wider audience rather 58
wider audience since 94
wider audience still 93
wider audience thanks 77
wider audience today 40
wider audience until 111
wider audience which 415
wider audience while 127
wider audience whose 76
wider audience within 198
wider audience would 242
wider bargaining units 45
wider benefits which 72
wider business world 354
wider caribbean basin 111
wider caribbean region 1076
wider category which 50
wider chemical shift 45
wider christian unity 63
wider christian world 365
wider concerns about 1170
wider concerns which 71
wider concerns within 63
wider conflict which 130
wider contacts which 163
wider contacts within 43
wider contexts which 73
wider contexts within 167
wider coverage would 48
wider cultural arena 112
wider cultural change 236
wider cultural field 472
wider cultural forms 91
wider cultural frame 67
wider cultural group 63
wider cultural level 220
wider cultural links 40
wider cultural meanings 174
wider cultural norms 161
wider cultural order 54
wider cultural scene 94
wider cultural sense 213
wider cultural setting 280
wider cultural shift 200
wider cultural space 64
wider cultural terms 63
wider cultural themes 44
wider cultural trend 77
wider cultural unity 50
wider cultural value 68
wider cultural world 252
wider currency after 73
wider currency within 87
wider depletion layer 77
wider depletion region 183
wider developing world 142
wider disputes about 42
wider divisions within 43
wider economic basis 46
wider economic change 118
wider economic costs 71
wider economic field 89
wider economic goals 48
wider economic growth 149
wider economic needs 53
wider economic order 40
wider economic sense 68
wider economic setting 99
wider economic space 82
wider economic units 51
wider economic world 126
wider education based 42
wider education which 119
wider extension under 46
wider external world 49
wider functions which 130
wider horizons opening 100
wider horizons where 51
wider horizons which 137
wider interest arose 63
wider interest group 63
wider interest which 215
wider latitude given 65
wider literary field 41
wider literary scene 49
wider literary world 182
wider movement known 44
wider movement which 443
wider movement within 99
wider original sense 41
wider paradigm shift 56
wider physical world 51
wider platonic sense 73
wider problems faced 55
wider problems which 302
wider problems within 43
wider purposes which 73
wider questions about 1719
wider questions posed 41
wider questions which 362
wider relations which 60
wider religious world 218
wider semantic field 218
wider situation which 88
wider societal change 110
wider societal goals 87
wider societal level 284
wider societal needs 132
wider societal norms 125
wider spectral region 96
wider spectrum which 56
wider strategy aimed 103
wider strategy which 80
wider struggle which 61
wider suffrage would 63
wider synaptic cleft 93
wider systemic change 56
wider teleology which 163
wider tendency within 41
wider tradition which 48
wider turnpike began 47
wider universe which 55
wider variations occur 44
wider variations under 43
wider wavelength ranges 44
wider wavelength region 48
widow mentioned above 138
widow survived until 828
wield absolute power 2317
wield authority within 143
wield bargaining power 69
wield complete power 55
wield cultural power 48
wield decisive power 170
wield despotic power 167
wield dominant power 116
wield economic power 3572
wield emotional power 125
wield enormous clout 84
wield enormous power 9822
wield enormous social 43
wield financial power 159
wield informal power 79
wield military force 48
wield military power 415
wield monopoly power 193
wield personal power 190
wield symbolic power 48
wield temporal power 582
wield ultimate power 254
wield whatever power 56
wilds scarcely known 45
willing licensee would 121
willing prisoner within 50
willing whatever seems 42
willing wretches daily 44
wills executed after 181
wills executed under 129
winding arkansas river 40
winding brisbane river 59
winding brooklet found 40
winding chambers which 221
winding channels which 133
winding colorado river 64
winding corridor which 57
winding driveway lined 86
winding driveway which 43
winding filament winding 43
winding footpaths which 51
winding hillside roads 43
winding inclined plane 125
winding induction motor 106
winding machines which 156
winding magnetic field 107
winding missouri river 57
winding mountain roads 2660
winding mountain stream 122
winding mountain track 183
winding mountain trail 592
winding passages until 69
winding passages where 62
winding passages which 379
winding spirally round 392
winding stairway which 185
winding stealthily about 154
winding suddenly round 40
winds backward beneath 41
winds generate waves 87
winds mentioned above 47
winds remained light 48
winds spirally about 210
winds spirally round 372
winds uprooted trees 83
winds whistled about 60
winds whistled round 198
windy december morning 45
windy december night 132
windy february morning 47
windy mountain roads 65
windy november evening 106
windy november morning 102
windy november night 101
windy rhetoric about 71
windy saturday morning 133
windy saturday night 52
windy speeches about 43
wines commonly drunk 44
wines marketed under 53
wines mentioned above 131
wines produced under 112
wines produced within 69
winning american author 198
winning american beauty 129
winning animated short 196
winning articles about 43
winning attitude about 113
winning baseball games 493
winning biologist george 60
winning business model 295
winning campaign issue 69
winning coalition could 202
winning coalition forms 98
winning coalition which 281
winning coalition within 65
winning coalition would 352
winning cookbook author 227
winning courtesy which 295
winning economic gains 51
winning eighteen games 65
winning elections rather 326
winning elections under 48
winning elections which 50
winning elections would 93
winning football coach 372
winning football games 1814
winning football season 730
winning fourteen games 55
winning historian arthur 190
winning historian david 187
winning historian james 143
winning immortal glory 52
winning kindness which 45
winning military glory 250
winning nineteen games 66
winning novelist alice 90
winning novelist thomas 44
winning personal charm 63
winning personal glory 71
winning personal honor 56
winning positions which 43
winning strategy could 42
winning strategy shows 46
winning strategy which 94
winning strategy would 157
winning youngster found 108
wiped soldered joint 208
wired networks where 231
wires embedded within 42
wires enclosed within 40
wires mentioned above 55
wiser approach would 207
wiser audience would 54
wiser councils would 41
wiser counsels began 45
wiser counsels might 379
wiser counsels would 503
wiser decisions about 615
wiser respecting eagles 45
wiser selection could 70
wiser strategy would 88
wishing everyone would 171
wishing mutually sweet 95
wishing somebody would 345
withal produces honey 53
withal somewhat ruddy 41
within absolute space 84
within absolute value 76
within academic halls 47
within academic ranks 67
within academic social 83
within academic study 45
within academic texts 49
within academic units 119
within academic walls 348
within academic writing 248
within accepted legal 59
within accepted norms 247
within accepted ranges 68
within accepted rules 125
within accepted social 211
within accounting firms 114
within accounting group 45
within activity which 43
within adjacent cells 89
within affected cells 96
within agencies where 43
within agencies which 86
within american civil 238
within american ethnic 47
within american firms 58
within american grasp 56
within american homes 51
within american indian 1024
within american jewry 2830
within american labor 385
within american legal 116
within american lines 199
within american music 46
within american poetry 49
within american ports 67
within american power 58
within american racial 47
within american samoa 101
within american social 449
within american unions 51
within american urban 77
within american walls 43
within apparent change 46
within apparent chaos 116
within apparent scope 55
within apparent unity 59
within approved social 64
within assigned times 48
within australia about 48
within australia where 51
within australia which 100
within australia would 64
within bacterial cells 642
within bargaining units 167
within barriers which 141
within biblical texts 142
within biblical times 43
within boundary layer 127
within boundary lines 170
within boundary walls 60
within bourgeois social 58
within brackets above 61
within brackets added 77
within brackets after 290
within brackets below 104
within brackets refer 652
within brackets under 74
within brackets which 83
within buddhism which 71
within budgeted costs 136
within business ethics 120
within business firms 573
within business hours 552
within business units 774
within calendar months 246
within catalyst pores 105
within cerebral blood 43
within cervical canal 44
within cervical lymph 175
within cervical mucus 144
within channels which 57
within chemical bonds 61
within christian dogma 63
within christian ethics 368
within christian moral 46
within christian ranks 57
within christian social 53
within christian spain 58
within christian teaching 154
within christian terms 45
within christian thinking 232
within christian times 100
within churches which 40
within circular walls 58
within clerical ranks 101
within climatic zones 95
within clinical nursing 74
within clinical trials 367
within cloister walls 112
within clusters which 44
within cohabiting unions 150
within colorado water 46
within commends daily 61
within compound walls 70
within compound words 114
within computer files 40
within computer games 62
within computer vision 68
