tea i went upstairs 52
to a young clerical 43
to a young colleague 391
to a young collegian 59
to a young companion 126
to a young composer 477
to a young corporal 100
to a young countess 59
to a young courtier 438
to a young customer 51
to a young daughter 409
to a young designer 81
to a young diplomat 135
to a young director 131
to a young disciple 755
to a young divinity 41
to a young divorcee 49
to a young dutchman 72
to a young elephant 73
to a young employee 120
to a young enthusiast 115
to a young feminist 415
to a young filipino 48
to a young follower 57
to a young gardener 55
to a young geologist 96
to a young graduate 752
to a young grandson 72
to a young handsome 48
to a young hispanic 83
to a young historian 121
to a young industry 133
to a young innocent 40
to a young inquirer 47
to a young irishman 206
to a young japanese 673
to a young lecturer 71
to a young listener 86
to a young literary 154
to a young mechanic 116
to a young merchant 263
to a young methodist 55
to a young military 89
to a young minister 1421
to a young neighbor 127
to a young newcomer 57
to a young nobleman 5306
to a young norwegian 87
to a young novelist 213
to a young offender 314
to a young organism 50
to a young patrician 82
to a young physician 3280
to a young pregnant 57
to a young princess 480
to a young prisoner 68
to a young producer 54
to a young relative 2616
to a young religious 94
to a young reporter 526
to a young republic 80
to a young resident 92
to a young reviewer 737
to a young salesman 103
to a young scotsman 109
to a young scottish 446
to a young sculptor 200
to a young shepherd 528
to a young socialist 46
to a young specimen 50
to a young teenager 190
to a young viennese 114
to a young violinist 53
to a young virginian 273
to a young waitress 59
to a young welshman 65
to a youth audience 249
to a youth authority 75
to a youth detention 118
to a youth educated 44
to a youth facility 78
to a youth immersed 48
to a youth ministry 65
to a youth movement 251
to a youth offender 374
to a zero baseline 57
to a zero exponent 111
to a zero inflation 114
to a zero interest 265
to a zero marginal 79
to a zero potential 286
to a zero pressure 249
to a zero quantity 105
to a zero thickness 41
to a zero velocity 105
to a zeta potential 130
to a zinc sulphide 108
to a zone adjacent 42
to a zone boundary 87
to a zone containing 51
to b cell lymphoma 93
to i have received 85
to n free monomers 56
to t cell depletion 52
to t cell receptor 281
to t wave inversion 48
to z marc campbell 132
