tang of faintly scented 554
that the results plotted 77
that the results pointed 82
that the results present 146
that the results provide 639
that the results reflect 1315
that the results regarding 164
that the results related 62
that the results require 108
that the results revealed 107
that the results satisfy 134
that the results secured 592
that the results strongly 157
that the results suggest 662
that the results support 867
that the results usually 125
that the results warrant 85
that the results yielded 225
that the retarding effects 93
that the retinal function 43
that the retinal picture 87
that the retinal pigment 243
that the retinal process 40
that the retinal surface 49
that the retinal vessels 504
that the retired emperor 199
that the retired general 134
that the retired officer 54
that the retired partner 124
that the retreating british 63
that the retreating germans 401
that the returning british 91
that the returning officer 2861
that the returning soldier 113
that the returning veteran 160
that the returning warriors 50
that the returns justify 49
that the revealed religion 183
that the revenue account 135
that the revenue accrued 111
that the revenue cutters 76
that the revenue deficit 116
that the revenue derived 2146
that the revenue effects 66
that the revenue exceeds 76
that the revenue farmers 60
that the revenue figures 82
that the revenue function 247
that the revenue increase 79
that the revenue officer 422
that the revenue position 44
that the revenue realized 53
that the revenue records 52
that the revenue resulting 43
that the revenue returns 58
that the revenue service 660
that the revenue sources 75
that the revenue suffers 377
that the revenue surplus 60
that the revenue systems 57
that the revenue yielded 100
that the reverse applied 42
that the reverse applies 130
that the reverse channel 66
that the reverse current 1484
that the reverse happens 156
that the reverse obtains 63
that the reverse osmosis 73
that the reverse pattern 131
that the reverse position 65
that the reverse problem 45
that the reverse process 2027
that the reverse reactions 99
that the reverse relation 357
that the reverse voltage 220
that the reviewing officer 183
that the reviewing process 70
that the revised account 46
that the revised article 123
that the revised criteria 53
that the revised figures 141
that the revised formula 71
that the revised language 65
that the revised national 42
that the revised program 95
that the revised project 61
that the revised statute 98
that the revised treaties 58
that the revised uniform 42
that the revised versions 94
that the revision process 259
that the revolts against 68
that the rewarding effects 154
that the rewards offered 281
that the rhythmic element 80
that the rhythmic pattern 326
that the rhythmic quality 42
that the richest blessings 141
that the richest citizen 48
that the richest country 534
that the richest harvest 55
that the richest material 108
that the richest members 66
that the richest portions 61
that the richest rewards 76
that the richest romance 120
that the richest sources 105
that the riemann surface 56
that the rivalry between 3919
that the romance between 286
that the romance language 106
that the romance writers 46
that the romanian economy 88
that the romanian language 152
that the romanian orthodox 200
that the romanov dynasty 322
that the rotated factors 77
that the rotation between 51
that the rougher element 75
that the rounded corners 65
that the rounded pebbles 66
that the routine aspects 40
that the routine screening 101
that the royalty payable 196
that the royalty payment 144
that the rubella vaccine 65
that the ruinous effects 70
that the ruinous expense 52
that the rumanian foreign 72
that the rumanian language 94
that the rupture between 812
that the rupture process 80
that the rupture surface 56
that the russians adopted 75
that the russians allowed 81
that the russians appeared 189
that the russians arrived 64
that the russians behaved 80
that the russians believe 227
that the russians brought 151
that the russians carried 64
that the russians claimed 114
that the russians crossed 58
that the russians decided 204
that the russians desired 171
that the russians enjoyed 60
that the russians entered 122
that the russians finally 170
that the russians invaded 61
that the russians managed 45
that the russians marched 52
that the russians offered 86
that the russians ordered 49
that the russians perhaps 96
that the russians planned 267
that the russians possess 155
that the russians provide 47
that the russians realized 81
that the russians refused 164
that the russians retired 47
that the russians started 153
that the russians stopped 49
that the russians trained 41
that the russians usually 63
that the russians withdraw 155
that the russians withdrew 142
that the ruthless pursuit 69
that the ruthless tyrants 69
that the safavid dynasty 54
that the sailors brought 60
that the sailors refused 46
that the salient aspects 74
that the salient factors 41
that the salient features 1269
that the salient question 44
that the salvage service 96
that the sampled function 52
that the samples annealed 44
that the samples consist 94
that the samples contain 359
that the samples include 60
that the samples measured 44
that the samples reflect 54
that the samples studied 243
that the sanction against 80
that the sanction imposed 212
that the sarcasm derived 48
that the satiric impulse 50
that the scansion exactly 78
that the scatter between 46
that the scenery becomes 71
that the scenery outside 43
that the scholar himself 54
that the schooling process 159
that the schooling variable 44
that the schools attempt 65
that the schools belonged 54
that the schools council 348
that the schools develop 72
that the schools educate 80
that the schools existed 62
that the schools founded 192
that the schools function 101
that the schools furnish 40
that the schools offered 139
that the schools operate 62
that the schools perform 43
that the schools prepare 94
that the schools produce 149
that the schools promote 53
that the schools provide 540
that the schools receive 85
that the schools receiving 71
that the schools reflect 96
that the schools require 73
that the schools studied 50
that the schools usually 45
that the science adviser 142
that the science citation 72
that the science content 126
that the science council 212
that the science courses 129
that the science faculty 61
that the science officer 48
that the science program 211
that the science student 65
that the science teachers 220
that the screening criteria 111
that the screening function 126
that the screening process 901
that the screening program 226
that the scripting language 409
that the scrolls belonged 43
that the scrolls contain 48
that the seamless garment 56
that the searches violated 52
that the seasonal average 54
that the seasonal decline 83
that the seasonal effects 110
that the seasonal factors 122
that the seasonal increase 95
that the seasonal indexes 78
that the seasonal pattern 945
that the seasonal variation 1480
that the seasonal workers 71
that the secrets revealed 47
that the sections between 68
that the sections devoted 54
that the secular affairs 52
that the secular aspects 44
that the secular culture 100
that the secular decline 381
that the secular decrease 44
that the secular element 51
that the secular equation 339
that the secular history 53
that the secular increase 174
that the secular masters 72
that the secular parties 64
that the secular priests 290
that the secular princes 180
that the secular process 59
that the secular purpose 154
that the secular schools 81
that the secular society 100
that the secular variation 414
that the secular zionists 56
that the seemingly bizarre 40
that the seemingly chaotic 114
that the seemingly complex 76
that the seemingly diverse 54
that the seemingly endless 481
that the seemingly natural 82
that the seemingly neutral 85
that the seemingly private 50
that the seemingly radical 53
that the segment address 121
that the segment between 198
that the segment density 102
that the seismic signals 56
that the seizure violated 139
that the selfish avarice 41
that the selfish conduct 40
that the selfish desires 50
that the selfish motives 49
that the selfish passions 125
that the selfish pursuit 94
that the seminal vesicle 205
that the seminal vessels 52
that the seminar members 44
that the semiotic function 64
that the semiotic process 48
that the semitic dialects 42
that the semitic element 98
that the semitic language 77
that the senator finally 45
that the senator himself 244
that the sensory aspects 71
that the sensory content 218
that the sensory effects 108
that the sensory element 68
that the sensory function 116
that the sensory impulse 65
that the sensory material 48
that the sensory nervous 87
that the sensory neurons 253
that the sensory pathways 153
that the sensory portions 43
that the sensory process 65
that the sensory quality 120
that the sensory signals 75
that the sensory stimuli 262
that the sensory surface 87
that the sensory systems 346
that the sensual passions 66
that the sensual pleasure 188
that the sermons preached 166
that the serpent assured 79
that the serpent seduced 66
that the serpent tempted 133
that the servant assumed 58
that the servant assumes 140
that the servant becomes 46
that the servant brought 50
that the servant carried 79
that the servant himself 76
that the servant injured 63
that the servant problem 148
that the servant question 51
that the service account 344
that the service auditor 162
that the service becomes 92
that the service between 77
that the service centers 148
that the service charges 572
that the service claimed 47
that the service company 318
that the service concept 83
that the service demands 181
that the service economy 201
that the service element 109
that the service engineer 68
that the service expects 47
that the service function 128
that the service intends 100
that the service manager 255
that the service members 66
that the service offered 644
that the service partner 151
that the service process 148
that the service product 54
that the service program 125
that the service provide 73
that the service quality 568
that the service records 129
that the service remains 108
that the service request 269
that the service routine 244
that the service sectors 130
that the service started 61
that the service stations 70
that the service suffers 91
that the service workers 96
that the servile classes 66
that the settled purpose 88
that the settled revenue 105
that the seventy thousand 93
that the several amounts 142
that the several aspects 256
that the several british 214
that the several buildings 42
that the several charges 114
that the several circles 80
that the several classes 538
that the several clauses 117
that the several columns 70
that the several courses 40
that the several decades 43
that the several degrees 64
that the several devices 45
that the several effects 168
that the several entries 58
that the several estates 167
that the several european 48
that the several factors 327
that the several features 90
that the several figures 125
that the several hundred 1635
that the several islands 46
that the several letters 139
that the several matters 421
that the several measures 207
that the several members 1177
that the several national 95
that the several natural 42
that the several numbers 77
that the several objects 133
that the several offices 85
that the several opinions 93
that the several parcels 72
that the several parties 587
that the several passions 121
that the several persons 1118
that the several planets 74
that the several poorest 54
that the several portions 542
that the several princes 89
that the several pulpits 76
that the several regional 47
that the several reports 119
that the several results 48
that the several samples 47
that the several schemes 42
that the several schools 72
that the several sections 356
that the several sources 47
that the several species 1375
that the several stories 40
that the several strands 42
that the several studies 80
that the several systems 174
that the several thousand 824
that the several tissues 109
that the several treaties 42
that the several versions 63
that the several vessels 66
that the several virtues 98
that the several volumes 128
that the several writers 149
that the shadowy figures 106
that the shallow channel 45
that the shannon entropy 201
that the shantung question 160
that the shantung railway 61
that the sharply defined 207
that the sharply focused 53
that the sharply pointed 44
that the shawnee prophet 60
that the shelter program 50
that the sheriff coveted 45
that the sheriff deliver 57
that the sheriff execute 45
that the sheriff finally 51
that the sheriff himself 276
that the sheriff refused 59
that the shielding material 45
that the shorter duration 160
that the shorter segment 47
that the shorter stature 46
that the shorter versions 46
that the shorter workday 123
that the shrinking process 83
that the shutter remains 100
that the shuttle program 151
that the siberian peasants 59
that the siberian railway 259
that the siberian species 86
that the sicilian monarch 42
that the sicilian tyrants 48
that the sicilian vespers 85
that the sigmoid function 79
that the signaling pathways 322
that the signaling process 48
that the signals applied 62
that the signals between 44
that the signals carried 49
that the signals emanating 53
that the signals emitted 83
that the signals measured 60
that the silence between 304
that the silence imposed 141
that the silicon carbide 289
that the silicon content 653
that the silicon nitride 257
that the silicon surface 135
that the similar behavior 104
that the similar effects 77
that the similar features 52
that the similar language 50
that the similar pattern 42
that the similar problem 40
that the similar results 79
that the simpler animals 77
that the simpler equation 48
that the simpler formula 78
that the simpler science 45
that the simpler solution 64
that the simpler systems 43
that the simpson verdict 42
that the sincere efforts 73
that the singapore chinese 291
that the singapore economy 142
that the sistine madonna 175
that the sixteen hundred 77
that the sixteen thousand 175
that the skilled artisan 346
that the skilled laborer 60
that the skilled workers 875
that the skilled workman 191
that the skilled workmen 175
that the slander against 63
that the slavery endured 42
that the slavery problem 202
that the slavery question 7827
that the slender columns 40
that the slothful servant 67
that the sloughing process 46
that the slovene language 109
that the slovene national 42
that the slowest glacier 54
that the slowest process 50
that the smaller amounts 112
that the smaller animals 421
that the smaller average 89
that the smaller british 43
that the smaller bronchi 64
that the smaller buildings 82
that the smaller centers 42
that the smaller circles 48
that the smaller classes 123
that the smaller college 63
that the smaller company 281
that the smaller country 174
that the smaller craters 52
that the smaller current 43
that the smaller details 73
that the smaller diameter 293
that the smaller division 44
that the smaller element 44
that the smaller estates 52
that the smaller european 398
that the smaller farmers 270
that the smaller figures 104
that the smaller fraction 68
that the smaller increase 67
that the smaller islands 189
that the smaller machine 92
that the smaller mammals 51
that the smaller members 218
that the smaller numbers 269
that the smaller objects 86
that the smaller parties 322
that the smaller partner 60
that the smaller planets 67
that the smaller private 95
that the smaller protein 60
that the smaller samples 44
that the smaller schools 337
that the smaller sections 43
that the smaller segment 85
that the smaller species 493
that the smaller spheres 62
that the smaller systems 55
that the smaller tenants 71
that the smaller traders 40
that the smaller vessels 382
that the smartly dressed 54
that the smithson bequest 44
that the smothers brothers 118
that the socially defined 193
that the socially imposed 43
that the socially inferior 85
that the socially optimal 882
that the socially optimum 108
that the socially superior 41
that the society accepts 91
that the society adopted 50
that the society assumed 42
that the society becomes 168
that the society decided 189
that the society defines 94
that the society demands 46
that the society desires 56
that the society enjoyed 60
that the society existed 192
that the society expects 128
that the society founded 40
that the society imposes 76
that the society islands 177
that the society members 144
that the society offered 135
that the society prefers 43
that the society publish 50
that the society refused 41
that the society regards 122
that the society remains 103
that the society sponsor 93
that the society started 40
that the society studies 66
that the softening process 132
that the softest language 94
that the softest whisper 73
that the soldering process 59
that the soldier becomes 50
that the soldier carried 52
that the soldier carries 44
that the soldier defends 44
that the soldier himself 177
that the soldier stopped 68
that the solomon islands 542
that the soluble antigen 248
that the soluble calcium 49
that the soluble enzymes 55
that the soluble fraction 347
that the soluble material 139
that the soluble organic 132
that the soluble portions 43
that the soluble protein 151
that the solution absorbs 46
that the solution adopted 540
that the solution appeared 62
that the solution applied 40
that the solution applies 69
that the solution arrived 246
that the solution assumes 65
that the solution becomes 1566
that the solution behaves 133
that the solution behavior 44
that the solution carries 64
that the solution concept 82
that the solution contain 106
that the solution depends 690
that the solution derived 110
that the solution finally 113
that the solution follows 81
that the solution function 67
that the solution implies 52
that the solution involving 52
that the solution matches 59
that the solution offered 586
that the solution process 474
that the solution quality 141
that the solution quickly 46
that the solution rapidly 41
that the solution reduces 71
that the solution remains 936
that the solution resides 43
that the solution resulting 52
that the solution results 63
that the solution satisfy 66
that the solution usually 55
that the solution vectors 53
that the solvent affects 42
that the solvent content 114
that the solvent effects 114
that the solvent mixture 74
that the solvent quality 50
that the somatic antigen 79
that the somatic effects 70
that the somatic element 42
that the somatic mutation 136
that the somatic nervous 51
that the somatic sensory 129
that the somatic tissues 60
that the sonnets contain 44
that the sources contain 86
that the sources present 91
that the sources provide 101
that the southern advance 66
that the southern african 885
that the southern alliance 71
that the southern animals 42
that the southern baptist 1796
that the southern borders 56
that the southern brethren 57
that the southern buildings 44
that the southern capital 54
that the southern cavalry 52
that the southern channel 52
that the southern chinese 204
that the southern circuit 46
that the southern climate 306
that the southern coastal 88
that the southern command 247
that the southern company 84
that the southern congress 47
that the southern country 131
that the southern culture 51
that the southern dialects 58
that the southern division 283
that the southern economy 446
that the southern element 99
that the southern european 364
that the southern express 46
that the southern farmers 100
that the southern general 138
that the southern germans 40
that the southern islands 148
that the southern italians 216
that the southern members 655
that the southern pacific 6828
that the southern planter 384
that the southern portions 150
that the southern position 113
that the southern poverty 59
that the southern problem 161
that the southern quarter 57
that the southern question 107
that the southern railway 1502
that the southern regional 292
that the southern rhodesia 364
that the southern segment 58
that the southern society 127
that the southern soldier 117
that the southern species 80
that the southern suburbs 46
that the southern textile 42
that the southern uplands 194
that the southern writers 55
that the soviets adopted 54
that the soviets allowed 62
that the soviets appeared 148
that the soviets believe 358
that the soviets brought 61
that the soviets claimed 72
that the soviets decided 209
that the soviets desired 176
that the soviets enjoyed 110
that the soviets favored 61
that the soviets finally 88
that the soviets invaded 71
that the soviets managed 45
that the soviets offered 96
that the soviets opposed 51
that the soviets planned 399
that the soviets possess 118
that the soviets provide 55
that the soviets pursued 48
that the soviets quickly 40
that the soviets realized 111
that the soviets receive 51
that the soviets refused 175
that the soviets respect 111
that the soviets started 80
that the soviets support 157
that the soviets violated 45
that the soviets withdraw 243
that the soviets withdrew 69
that the spanish academy 41
that the spanish account 45
that the spanish admiral 930
that the spanish alliance 234
that the spanish arrived 76
that the spanish basques 72
that the spanish bishops 345
that the spanish brought 752
that the spanish cabinet 237
that the spanish capital 90
that the spanish captain 637
that the spanish carried 40
that the spanish catholic 220
that the spanish cavalry 141
that the spanish claimed 105
that the spanish climate 47
that the spanish colonial 1479
that the spanish company 61
that the spanish council 181
that the spanish cruiser 41
that the spanish culture 93
that the spanish customs 40
that the spanish division 84
that the spanish dominion 81
that the spanish economy 372
that the spanish element 68
that the spanish embargo 56
that the spanish embassy 194
that the spanish example 55
that the spanish foreign 515
that the spanish founded 42
that the spanish frigate 88
that the spanish galleons 229
that the spanish galleys 83
that the spanish general 2530
that the spanish gunners 47
that the spanish imperial 57
that the spanish imposed 56
that the spanish invasion 220
that the spanish jesuits 150
that the spanish language 4604
that the spanish marriage 237
that the spanish missions 78
that the spanish monarch 801
that the spanish muslims 56
that the spanish national 97
that the spanish officer 145
that the spanish official 104
that the spanish painter 99
that the spanish patriots 60
that the spanish peasants 63
that the spanish pioneers 64
that the spanish planned 61
that the spanish position 110
that the spanish priests 295
that the spanish princes 96
that the spanish problem 126
that the spanish question 362
that the spanish regency 154
that the spanish sailors 165
that the spanish scholar 100
that the spanish soldier 313
that the spanish speakers 177
that the spanish surname 127
that the spanish torpedo 258
that the spanish tragedy 655
that the spanish treasure 250
that the spanish treasury 115
that the spanish vessels 428
that the spanish viceroy 300
that the spanish workers 182
that the spanish writers 141
that the sparingly soluble 102
that the sparkling diamonds 61
that the sparrow uttered 151
that the spartan admiral 114
that the spartan general 137
that the speakers express 43
that the species appeared 113
that the species arrived 64
that the species attains 106
that the species barrier 105
that the species becomes 151
that the species belonged 72
that the species composing 101
that the species concept 256
that the species differs 73
that the species evolved 167
that the species existed 148
that the species extends 87
that the species figured 43
that the species occurring 113
that the species prefers 157
that the species present 643
that the species problem 82
that the species remains 108
that the species studied 177
that the species suffers 45
that the species survive 55
that the species usually 114
that the species winters 125
that the specious present 395
that the speckle pattern 188
that the spectra consist 55
that the spectra contain 72
that the spectra measured 53
that the spindle rotates 43
that the spirits appeared 45
that the spirits brought 42
that the spirits present 137
that the spirits refused 42
that the spirits resorting 43
that the splitting between 359
that the splitting pattern 45
that the splitting process 104
that the sponsor intends 99
that the sponsor provide 53
that the spousal support 131
that the spurious gospels 44
that the squared deviation 59
that the squared modulus 93
that the squatting position 94
that the stadium project 49
that the stained material 64
that the starter culture 49
that the startle pattern 94
that the stately edifice 57
that the stately jupiter 47
that the statute accords 51
that the statute affects 100
that the statute affords 124
that the statute against 413
that the statute alleged 40
that the statute allowed 247
that the statute amounts 50
that the statute applied 1617
that the statute applies 1941
that the statute becomes 54
that the statute compels 67
that the statute confers 237
that the statute covered 239
that the statute declaring 42
that the statute defined 60
that the statute defines 284
that the statute demands 42
that the statute directs 119
that the statute enacted 156
that the statute exempts 61
that the statute extends 251
that the statute forbade 144
that the statute forbids 255
that the statute furthers 46
that the statute governing 239
that the statute governs 126
that the statute granted 108
that the statute impairs 72
that the statute imports 91
that the statute imposed 529
that the statute imposes 1092
that the statute infringed 227
that the statute infringes 157
that the statute intends 177
that the statute invaded 110
that the statute invades 117
that the statute invoked 49
that the statute limited 234
that the statute nowhere 54
that the statute offends 122
that the statute permits 1440
that the statute plainly 107
that the statute providing 410
that the statute reduced 40
that the statute regarding 71
that the statute related 68
that the statute relates 66
that the statute renders 68
that the statute requiring 652
that the statute secures 123
that the statute violated 4127
that the statute violates 1180
that the steadily decreasing 42
that the steadily expanding 42
that the steadily increasing 656
that the stellar content 117
that the stellar density 88
that the stellar material 84
that the stellar radiation 81
that the stellar spectra 57
that the stellar surface 67
that the stellar systems 61
that the sterner beliefs 52
that the steroid hormone 422
that the steroid nucleus 136
that the steroid yielded 59
that the stimuli applied 56
that the stimuli present 62
that the stimuli producing 48
that the stirrup partook 90
that the stomach absorbs 91
that the stomach becomes 313
that the stomach digests 234
that the stomach empties 516
that the stomach muscles 100
that the stomach rejects 245
that the stomach remains 54
that the stomach trouble 52
that the storage battery 529
that the storage charges 58
that the storage company 116
that the storage density 57
that the storage devices 71
that the storage function 123
that the storage location 147
that the storage material 169
that the storage modulus 562
that the storage overhead 50
that the storage problem 85
that the storage process 87
that the stories appeared 47
that the stories contain 131
that the stories current 84
that the stories hitherto 86
that the stories present 48
that the stories provide 52
that the stories reflect 150
that the stories regarding 79
that the stories related 205
that the stories written 165
that the strains between 82
that the strains imposed 121
that the strains measured 43
that the strains resulting 59
that the straits between 80
that the straits chinese 205
that the straits question 299
that the stranger appeared 228
that the stranger becomes 48
that the stranger belonged 81
that the stranger brought 77
that the stranger captain 56
that the stranger carried 118
that the stranger desired 67
that the stranger himself 242
that the stranger pointed 158
that the stranger removed 55
that the streets appeared 49
that the streets belonged 48
that the streets between 56
that the streets outside 149
that the stretch between 148
that the striated muscles 169
that the strikes against 56
that the strikes evinced 55
that the stringent measures 82
that the striped muscles 42
that the striped pattern 65
that the stripping process 93
that the strolling players 73
that the stronger current 85
that the stronger depends 47
that the stronger language 70
that the stronger members 142
that the stronger partner 85
that the stronger position 64
that the stronger species 62
that the student accepts 118
that the student acquire 331
that the student affairs 209
that the student analyze 67
that the student answers 232
that the student appeared 63
that the student applies 105
that the student arrived 49
that the student arrives 83
that the student assumed 56
that the student assumes 81
that the student athletes 57
that the student attains 52
that the student attempt 214
that the student attends 262
that the student becomes 1106
that the student beginning 64
that the student behavior 52
that the student brought 91
that the student carries 138
that the student chooses 306
that the student conduct 49
that the student consult 190
that the student council 1027
that the student culture 114
that the student decides 75
that the student demands 127
that the student derives 102
that the student desires 211
that the student develop 329
that the student devotes 107
that the student discuss 42
that the student editors 77
that the student emerges 43
that the student enjoyed 54
that the student entered 69
that the student examine 145
that the student expects 118
that the student finally 65
that the student follows 141
that the student forgets 44
that the student herself 96
that the student himself 761
that the student intends 157
that the student masters 83
that the student members 112
that the student numbers 92
that the student observe 128
that the student obtains 242
that the student perform 157
that the student possess 77
that the student prefers 100
that the student prepare 141
that the student preparing 90
that the student present 55
that the student proceed 47
that the student produce 111
that the student protest 264
that the student provide 78
that the student quickly 49
that the student realizes 222
that the student receive 238
that the student receiving 63
that the student records 69
that the student regards 49
that the student remains 269
that the student reports 52
that the student respond 57
that the student retains 64
that the student returns 58
that the student revolts 103
that the student selects 194
that the student studied 47
that the student studies 266
that the student submits 41
that the student suffers 52
that the student teachers 1430
that the student trained 42
that the student usually 186
that the student violated 57
that the student writers 84
that the studied samples 75
that the studies carried 207
that the studies involve 43
that the studies provide 68
that the studies pursued 123
that the studies reporting 76
that the studies usually 48
that the studious perusal 94
that the stuffed animals 83
that the subject accepts 166
that the subject affords 153
that the subject annoyed 41
that the subject answers 65
that the subject appealed 97
that the subject appeared 180
that the subject applies 109
that the subject aroused 85
that the subject arouses 46
that the subject assigns 95
that the subject assumed 224
that the subject assumes 208
that the subject attains 49
that the subject attends 94
that the subject becomes 1505
that the subject behaves 215
that the subject believe 51
that the subject belonged 170
that the subject brought 107
that the subject carried 63
that the subject carries 164
that the subject catalog 105
that the subject chooses 268
that the subject claimed 40
that the subject company 387
that the subject concept 66
that the subject content 460
that the subject covered 64
that the subject decided 76
that the subject decides 66
that the subject demands 1292
that the subject denotes 128
that the subject depends 108
that the subject derives 112
that the subject desires 346
that the subject divides 55
that the subject dropped 75
that the subject emerges 136
that the subject employs 59
that the subject encodes 50
that the subject enjoyed 49
that the subject entered 75
that the subject excited 58
that the subject excites 45
that the subject existed 64
that the subject expects 157
that the subject finally 65
that the subject follows 209
that the subject forgets 57
that the subject function 71
that the subject guesses 102
that the subject herself 138
that the subject himself 916
that the subject implies 56
that the subject imposes 126
that the subject indexes 48
that the subject insured 272
that the subject intends 80
that the subject invests 50
that the subject manages 64
that the subject material 344
that the subject matters 930
that the subject merited 73
that the subject notices 44
that the subject obtains 95
that the subject offered 58
that the subject perform 86
that the subject permits 113
that the subject position 1321
that the subject possess 45
that the subject prefers 105
that the subject pressed 44
that the subject product 56
that the subject pronoun 722
that the subject provide 42
that the subject realizes 88
that the subject recalls 46
that the subject receive 75
that the subject refuses 204
that the subject regards 194
that the subject rejects 61
that the subject relates 487
that the subject remains 718
that the subject reports 370
that the subject resists 60
that the subject respond 139
that the subject retains 128
that the subject returns 59
that the subject samples 88
that the subject searches 61
that the subject selects 184
that the subject settles 54
that the subject somehow 91
that the subject started 72
that the subject strives 53
that the subject studied 91
that the subject suffers 371
that the subject touched 46
that the subject usually 176
that the subject variable 62
that the subject vehicle 66
that the sublime mystery 71
that the sublime ottoman 44
that the sublime suffers 209
that the sublime thoughts 41
that the subpoena include 88
that the subpoena violated 59
that the subsidy element 136
that the subsidy granted 256
that the subsidy payment 67
that the subsidy program 237
that the suburbs offered 47
that the success against 45
that the success attending 325
that the success criteria 72
that the success depends 170
that the success enjoyed 117
that the success factors 107
that the success stories 314
that the sucrose content 316
that the sucrose solution 47
that the suffering endured 206
that the suffering imposed 135
that the suffering millions 78
that the suffering patient 69
that the suffering resulting 60
that the suffering servant 1070
that the suicide attacks 134
that the suicide attempt 530
that the suicide bombers 279
that the sulfate content 93
that the sulfate radical 72
that the sumerian culture 100
that the sumerian language 220
that the summary account 57
that the summary figures 52
that the summary justice 40
that the summary measures 186
that the summary process 55
that the summary records 114
that the superior ability 200
that the superior british 99
that the superior classes 185
that the superior control 52
that the superior council 377
that the superior culture 100
that the superior dignity 68
that the superior economy 48
that the superior function 45
that the superior general 1005
that the superior himself 52
that the superior laryngeal 630
that the superior members 41
that the superior nervous 55
that the superior numbers 300
that the superior oblique 822
that the superior officer 473
that the superior official 43
that the superior orbital 104
that the superior planets 202
that the superior position 228
that the superior product 46
that the superior quality 629
that the superior results 179
that the superior returns 65
that the superior segment 55
that the superior spirits 150
that the superior student 171
that the superior surface 225
that the supplying company 89
that the supplying country 64
that the supplying division 71
that the support derived 59
that the support function 132
that the support material 103
that the support measures 54
that the support network 116
that the support offered 297
that the support program 107
that the support reactions 81
that the support service 45
that the support surface 58
that the support systems 253
that the supreme arbiter 135
that the supreme artists 57
that the supreme brahman 1257
that the supreme command 2977
that the supreme concern 116
that the supreme control 264
that the supreme council 3769
that the supreme creative 46
that the supreme decision 166
that the supreme dignity 67
that the supreme dominion 84
that the supreme element 41
that the supreme essence 53
that the supreme example 84
that the supreme federal 106
that the supreme function 314
that the supreme goddess 41
that the supreme governing 230
that the supreme judicial 835
that the supreme loyalty 58
that the supreme majesty 93
that the supreme national 313
that the supreme penalty 127
that the supreme pleasure 110
that the supreme pontiff 3034
that the supreme position 75
that the supreme problem 123
that the supreme purpose 543
that the supreme quality 133
that the supreme question 216
that the supreme service 59
that the surface absorbs 130
that the surface acidity 70
that the surface against 69
that the surface antigen 179
that the surface appeared 102
that the surface assumes 56
that the surface barrier 244
that the surface becomes 1257
that the surface behaves 88
that the surface behavior 43
that the surface between 257
that the surface charges 190
that the surface complex 64
that the surface contact 100
that the surface content 87
that the surface contour 175
that the surface covered 172
that the surface current 1332
that the surface defects 103
that the surface defined 94
that the surface density 1771
that the surface deposit 54
that the surface details 63
that the surface effects 347
that the surface element 192
that the surface exchange 52
that the surface exposed 283
that the surface extends 40
that the surface features 1219
that the surface follows 41
that the surface friction 141
that the surface geometry 85
that the surface grammar 144
that the surface gravity 661
that the surface horizon 53
that the surface lattice 156
that the surface location 43
that the surface material 1036
that the surface normals 221
that the surface pattern 115
that the surface position 173
that the surface profile 431
that the surface quality 221
that the surface radiates 131
that the surface reactions 101
that the surface remains 1139
that the surface renewal 47
that the surface retains 48
that the surface samples 50
that the surface species 163
that the surface strains 44
that the surface subject 772
that the surface tensions 425
that the surface texture 361
that the surface traction 85
that the surface usually 41
that the surface vessels 41
that the surplus account 226
that the surplus amounts 55
that the surplus belonged 77
that the surplus capital 141
that the surplus country 77
that the surplus estates 143
that the surplus material 55
that the surplus problem 117
that the surplus produce 1086
that the surplus product 500
that the surplus profits 247
that the surplus remaining 115
that the surplus reserve 48
that the surplus resulting 46
that the surplus revenue 1132
that the surplus tumbled 40
that the surplus workers 52
that the surveying parties 58
that the surviving animals 61
that the surviving brothers 51
that the surviving buildings 66
that the surviving company 142
that the surviving fraction 115
that the surviving friends 95
that the surviving husband 293
that the surviving letters 81
that the surviving material 86
that the surviving members 677
that the surviving partner 1304
that the surviving portions 55
that the surviving records 257
that the surviving remains 131
that the surviving remnant 103
that the surviving sources 97
that the surviving species 62
that the surviving trustee 95
that the surviving versions 47
that the surviving written 44
that the suspect himself 41
that the suspect knowingly 55
that the suspect vehicle 68
that the sutures between 129
that the swahili language 94
that the swedish academy 1040
that the swedish captain 40
that the swedish chemist 130
that the swedish company 111
that the swedish economy 380
that the swedish embassy 58
that the swedish example 40
that the swedish foreign 304
that the swedish general 138
that the swedish language 386
that the swedish legation 65
that the swedish lutheran 68
that the swedish monarch 172
that the swedish national 257
that the swedish peasants 61
that the swedish position 70
that the swedish scholar 58
that the swedish society 68
that the swedish welfare 529
that the swedish workers 105
that the sweetly suffering 46
that the swinish quality 87
that the switching between 130
that the switching circuit 59
that the switching element 50
that the switching function 245
that the switching network 66
that the switching process 135
that the switching voltage 53
that the sympathy between 402
that the sympathy excited 69
that the symptom complex 830
that the symptom pattern 65
that the symptom picture 112
that the symptom profile 49
that the synapse between 54
that the synergy between 282
that the systems adopted 95
that the systems analyst 1467
that the systems composing 76
that the systems concept 183
that the systems devised 44
that the systems engineer 365
that the systems function 179
that the systems manager 52
that the systems operate 85
that the systems operating 82
that the systems perform 66
that the systems provide 104
that the systems studied 184
that the systems support 55
that the tablets contain 100
that the tactics adopted 228
that the tactics pursued 84
that the tagalog language 43
that the takeover process 46
that the taliban emerged 43
that the tallest buildings 80
that the tallest persons 367
that the tammany machine 54
that the tammany society 131
that the tangible results 168
