act providing compensation for 104
and voltage fluctuations are 50
and voltage fluctuations that 46
and voltage measurements are 142
and voltage measurements can 40
and watched impatiently for 112
and welcome opportunity for 115
and welcoming environment for 284
and welfare arrangements for 80
and welfare departments and 219
and welfare departments are 110
and welfare institutions and 356
and welfare institutions are 169
and welfare institutions for 132
and welfare institutions run 82
and welfare institutions that 189
and welfare recommended that 120
and welfare responsible for 60
and western christendom and 54
and western christendom had 50
and western christendom was 122
and western christianity and 118
and western christianity are 59
and western christianity had 65
and western christianity that 40
and western christianity was 52
and western civilization and 380
and western civilization are 312
and western civilization can 72
and western civilization had 86
and western civilization has 177
and western civilization that 62
and western civilization was 152
and western civilization with 56
and western extremities and 55
and western extremities are 58
and western governments and 194
and western governments are 118
and western governments for 55
and western governments had 56
and western governments that 69
and western hemispheres and 149
and western hemispheres are 141
and western hemispheres was 85
and western institutions and 82
and western instruments and 69
and western journalists and 41
and western pennsylvania and 382
and western pennsylvania are 48
and western pennsylvania for 47
and western pennsylvania had 58
and western pennsylvania that 49
and western pennsylvania was 83
and western scholarship has 46
and willingly acknowledge that 133
and willingly surrendered his 52
and windows applications and 57
and windows applications are 102
and windows applications can 76
and windows applications that 104
and windows applications use 46
and womanly devotedness than 61
and workers responsible for 137
and worship perpetuates and 52
and worthier instruments for 43
and writers responsible for 40
and written assignments and 74
and written assignments are 74
and written assignments that 108
and written authorization for 67
and written compositions are 45
and written descriptions and 80
and written descriptions are 92
and written descriptions that 45
and written examinations and 150
and written examinations are 165
and written examinations for 186
and written exclusively for 46
and written explanations and 45
and written extensively for 80
and written instructions and 269
and written instructions are 272
and written instructions can 43
and written instructions for 802
and written instructions that 127
and written instructions with 51
and written interactions with 41
and written transmission and 40
and wrought deliverance for 82
and wrought exclusively for 57
any advance consultation with 53
any adverse implications for 56
any amorous intercourse with 48
any apology unnecessary for 42
any capital expenditure and 40
any capital expenditure for 102
any capital expenditure that 120
any central organization for 49
any deceased personality does 52
any defined geographical area 74
any desired consistency and 58
any desired temperature and 452
any desired temperature can 274
any desired temperature for 74
any desired temperature may 272
any dietary restrictions that 89
any especial pilgrimages and 41
any express authorization for 95
any express requirement that 162
any familiar intercourse with 160
any federal commodities law 82
any foreign intervention and 86
any foreign jurisdiction and 50
any foreign jurisdiction had 85
any foreign legislature that 50
any general arrangements for 51
any general intercourse with 40
any general organization set 80
any general practitioner can 40
any general practitioner who 103
any general requirement that 458
any general sovereignty that 103
any genetic differences that 47
any genetic relationship with 62
any genuine relationship with 79
any gradual improvement and 51
any limited partnership and 44
any linearly independent set 126
any literal requirement that 181
any manager responsible for 78
any marital relationship with 52
any material compensation for 62
any material consequence was 47
any material improvement can 55
any material improvement for 40
any material modification that 62
any material relationship that 85
any material relationship with 158
any material transactions with 68
any meaningful comparisons with 67
any meaningful consultation with 54
any meaningful conversation with 78
any meaningful involvement with 44
any meaningful opportunity for 126
any meaningful relationship with 616
any medical emergencies that 162
any medical intervention and 48
any medical intervention can 57
any medical intervention that 145
any medical practitioner who 429
any medical professional who 46
any morally significant way 83
any mystery unexplained had 41
any national organization and 57
any national organization for 47
any national organization that 92
any natural philosopher who 46
any natural relationship with 43
any occasion entertained with 96
any officer accountable for 73
any officer responsible for 114
any official intercourse with 220
any official involvement with 53
any official notification that 45
any official relationship with 165
any official responsible for 67
any organic relationship with 144
any outside intervention and 82
any pacific arrangements with 49
any peculiar predilection for 47
any persons responsible for 165
any previous consultation with 1056
any previous differences with 72
any previous experiences with 136
any previous intercourse with 71
any previous involvement with 92
any previous pregnancies and 72
any previous relationship with 139
any previous understanding with 220
any private conversation with 704
any private individuals who 69
any private intercourse with 160
any private organization can 60
any private organization that 185
any private relationship with 62
any purpose unconnected with 289
any regional differences that 48
any regular intercourse with 76
any regular relationship with 46
any relayed conversation and 52
any remaining possibility that 149
any respect responsible for 65
any respect significant for 57
any sociable contentment can 71
any subject unconnected with 197
any trouble communicating with 81
any trouble understanding each 43
any trouble understanding him 48
any trouble understanding how 88
any trouble understanding that 104
any trouble understanding this 70
any trouble understanding why 85
any unusual experiences that 47
any unusual occurrences that 93
any workers compensation act 61
any written authorization for 65
any written instructions for 58
any written instructions that 72
arc largely responsible for 158
area becomes infiltrated with 62
area between afghanistan and 140
area between connecticut and 47
area between philadelphia and 112
are accepting applications for 59
are adapted exclusively for 40
are allowed compensation for 45
are ambient temperature and 46
are applied arbitrarily and 48
are applied differently for 65
are applied effectively and 78
are applied selectively and 73
are applied universally and 58
area roughly corresponding with 46
area roughly coterminous with 61
are arranged alternately and 171
are arranged alternately with 199
are arranged differently and 156
are arranged differently for 73
are arranged differently than 124
are arranged haphazardly and 67
are arranged irregularly and 154
are arranged irregularly with 41
are arranged numerically and 85
are arranged sequentially and 122
are arranged thematically and 83
are assumed independent and 265
are assumed responsible for 48
are attending conferences and 41
are awarded compensation for 66
are behavior modification and 75
are besides politically shy 48
are between individuals and 106
are between individuals who 142
are british corporations and 55
are broader implications for 42
are broadly distributed and 172
are broadly responsible for 102
are capable individuals who 56
are capital expenditure and 46
are capital investments and 53
are certain adjustments that 141
are certain applications for 100
are certain applications that 114
are certain arrangements that 89
are certain combinations that 198
are certain commodities that 107
are certain comparisons that 54
are certain constraints and 56
are certain constraints that 320
are certain differences and 92
are certain differences that 458
are certain differences with 66
are certain disciplines that 45
are certain dispositions and 63
are certain distinctions that 140
are certain expectations and 51
are certain expectations for 48
are certain expectations that 324
are certain experiences and 96
are certain experiences that 416
are certain experiments that 40
are certain formalities that 178
are certain fundamental and 180
are certain fundamental things 204
are certain geographical and 61
are certain implications for 152
are certain implications that 118
are certain individuals and 95
are certain individuals that 147
are certain individuals who 1546
are certain individuals with 80
are certain institutions and 96
are certain institutions that 85
are certain instructions that 94
are certain observations and 87
are certain observations that 310
are certain preparations that 47
are certain propositions that 201
are certain restrictions and 186
are certain restrictions for 72
are certain restrictions that 402
are certain transactions that 46
are certain unalienable and 66
are checked periodically and 51
are checked periodically for 114
are chiefly accountable for 104
are chiefly conspicuous for 52
are chiefly descriptive and 41
are chiefly distinguished for 185
are chiefly lymphocytes and 63
are chiefly responsible for 9858
are chiefly significant for 114
are chronic complainers and 49
are chronic inflammation and 42
are chronic obstructive lung 45
are civilly responsible for 94
are closely articulated with 212
are closely competitive with 62
are closely coordinated and 176
are closely coordinated with 2251
are closely identifiable with 42
are closely interlinked and 688
are closely interlinked with 598
are closely interlocked and 134
are closely interlocked with 228
are closely intertwined and 1312
are closely intertwined but 74
are closely intertwined for 43
are closely intertwined with 7085
are closely scrutinized and 369
are closely scrutinized for 112
are colored differently and 42
are colored differently than 67
are competing applications for 47
are competing effectively with 69
are competing explanations for 182
are complex individuals who 69
are complex individuals with 76
are complex institutions and 65
are complex institutions that 102
are complex institutions with 44
are complex interactions and 42
are complex interactions that 106
are complex interactions with 47
are context independent and 41
are covered exclusively with 47
are covered extensively with 55
are covered principally with 50
are creative individuals who 84
are crudely constructed and 43
are defined analogously for 76
are defined analogously with 55
are defined differently and 137
are defined differently for 389
are defined differently than 171
are defined identically for 53
are demanding compensation for 158
are densely cytoplasmic and 44
are densely distributed and 54
are densely infiltrated with 212
are derived empirically and 57
are dietary supplements that 45
are dilated capillaries and 53
are dressed differently and 79
are elderly individuals who 109
are endowed genetically with 46
are enzymes responsible for 143
are equally accountable for 207
are equally advantageous for 71
are equally advantageous with 68
are equally comfortable and 85
are equally comfortable with 274
are equally complicated and 71
are equally conspicuous and 78
are equally conspicuous for 105
are equally conventional and 65
are equally destructive and 69
are equally disagreeable and 43
are equally distinctive and 61
are equally distinguished for 351
are equally distributed all 47
are equally distributed and 262
are equally distributed with 83
are equally experienced and 41
are equally extravagant and 40
are equally fundamental and 170
are equally fundamental for 47
are equally illuminated and 94
are equally impertinent and 43
are equally impregnated with 42
are equally independent and 128
are equally indifferent and 82
are equally ineffective and 74
are equally informative and 80
are equally instructive and 127
are equally instructive for 98
are equally intelligent and 225
are equally involuntary and 117
are equally problematic and 54
are equally problematic for 165
are equally represented and 284
are equally represented with 92
are equally respectable and 76
are equally responsible and 154
are equally responsible for 5942
are equally responsible with 278
are equally significant and 408
are equally significant but 52
are equally significant for 557
are equally significant with 68
are equally susceptible and 52
are equally troublesome for 46
are equally unconcerned with 55
are equally unconnected with 254
are equally undesirable and 53
are equally unfavorable for 48
are equally unnecessary and 89
are equally unqualified for 45
are equally unreasonable and 50
are exactly compensated for 109
are exactly neutralized with 77
are exactly simultaneous with 71
are exactly symmetrical with 61
are exactly synchronous with 66
are exceeding circumspect and 81
are factors responsible for 372
are finally acknowledging that 144
are finally established and 41
are finally responsible for 422
are foreign competitors and 43
are foreign corporations and 52
are foreign governments and 40
are forever responsible for 40
are fourier transformed and 124
are frankly speculative and 45
are gaussian distributed and 82
are gaussian distributed with 143
are general descriptions and 42
are general descriptions that 41
are general instructions for 164
are general observations and 57
are general observations that 112
are general propositions that 51
are genetic differences that 85
are granted exclusively for 44
are grossly exaggerated and 320
are grossly exaggerated for 72
are grossly inefficient and 102
are grossly overcrowded and 92
are grossly underfunded and 50
are grouped thematically and 48
are habitat generalists and 47
are handled differently and 140
are handled differently for 137
are handled differently than 431
are handled effectively and 69
are handled efficiently and 162
are handled sensitively and 59
are hastily constructed and 54
are herewith transmitted for 74
are however responsible for 60
are humanly constructed and 59
are increasing expectations that 95
are infants regenerated who 40
are inferior substitutes for 107
are jointly accountable for 136
are jointly constructed and 68
are jointly distributed with 92
are jointly responsible and 60
are jointly responsible for 6942
are jointly responsible with 218
are jointly significant and 52
are jointly significant for 46
are lagrange multipliers and 132
are lagrange multipliers for 90
are lagrange multipliers that 88
are language independent and 91
are largely accountable for 254
are largely adulterated with 78
are largely biographical and 56
are largely carnivorous and 50
are largely compensated for 272
are largely conjectural and 83
are largely conventional and 131
are largely coterminous with 111
are largely descriptive and 458
are largely fragmentary and 46
are largely hypothetical and 95
are largely impregnated with 219
are largely independent and 393
are largely ineffective and 220
are largely ineffective for 97
are largely ineffectual and 40
are largely instinctive and 68
are largely involuntary and 98
are largely nonspecific and 46
are largely predictable and 128
are largely preventable and 122
are largely preventable with 75
are largely professional men 43
are largely qualitative and 153
are largely represented and 46
are largely responsible and 42
are largely responsible both 43
are largely responsible for 46048
are largely speculative and 267
are largely statistical and 44
are largely substituted for 85
are largely substitutes for 50
are largely unaccounted for 79
are largely unavailable and 51
are largely unavailable for 184
are largely unconcerned with 289
are largely unconnected with 54
are largely undeveloped and 136
are largely uninhabited and 75
are largely unnecessary and 137
are largely unorganized and 111
are largely unpublished and 42
are largely unregulated and 192
are legally accountable for 378
are legally constituted and 59
are legally established and 62
are legally independent and 128
are legally independent but 57
are legally permissible and 91
are legally responsible and 98
are legally responsible for 4899
are lightly anesthetized with 78
are lightly constructed and 54
are linearly distributed with 139
are linearly independent and 2050
are linearly independent but 122
are linearly independent for 264
are linearly independent then 112
are linearly independent with 94
are listening attentively and 109
are locally constructed and 51
are locally destructive and 90
are locally distributed and 54
are locally impregnated with 40
are locally responsible for 55
are logical explanations for 200
are loosely articulated and 44
are loosely constructed and 140
are machine independent and 90
are machine instructions that 106
are managed differently and 43
are managed differently than 109
are managed effectively and 177
are managed efficiently and 253
are matters exclusively for 60
are measured differently and 45
are measured differently than 46
are measured periodically and 47
are medical emergencies and 121
are medical emergencies that 219
are morally accountable and 41
are morally accountable for 327
are morally indifferent and 110
are morally permissible and 176
are morally questionable and 42
are morally responsible and 217
are morally responsible for 3963
are morally significant and 95
are morally significant for 58
are moreover fragmentary and 173
are moreover responsible for 46
are musical instruments and 84
are musical instruments that 172
are national governments and 63
are national institutions and 64
are natural antioxidants that 50
are natural applications for 51
are natural competitors for 49
are natural explanations for 75
are natural occurrences and 85
are natural occurrences that 154
are notable differences that 40
are notable principally for 47
are offered tentatively and 70
are official declarations that 1811
are official publications and 47
are operating effectively and 239
are operating efficiently and 232
are optical instruments that 46
are ordered differently than 45
are painted alternately red 120
are parents responsible for 108
are perfect complements and 47
are perfect complements for 65
are perfect instruments for 69
are perfect substitutes and 683
are perfect substitutes for 2552
are perfect substitutes with 58
are perhaps entertained with 86
are perhaps responsible for 763
are persons responsible for 78
are plainly responsible for 52
are planted alternately with 81
are pleasant temporarily but 42
are plotted graphically and 62
are plotted graphically with 48
are poisson distributed and 196
are poisson distributed with 365
are popular destinations for 428
are popular instruments for 42
are popular investments for 45
are precious commodities and 41
are present bilaterally and 68
are present participles and 62
are primary dislocations and 60
are private corporations and 87
are private corporations that 85
are private enterprises and 148
are private enterprises that 141
are private experiences that 40
are private individuals and 267
are private individuals thus 64
are private individuals who 219
are private individuals with 51
are private institutions and 163
are private institutions that 211
are product development and 69
are providing opportunity for 50
are quickly assimilated and 50
are quickly constructed and 43
are quickly established and 119
are quickly metabolized and 43
are radially symmetrical and 339
are radially symmetrical with 78
are rapidly assimilated and 53
are rapidly inactivated and 59
are rapidly metabolized and 455
are rapidly neutralized and 50
are rapidly progressive and 171
are rapidly proliferating and 86
are rational explanations for 164
are rational individuals who 71
are receiving chemotherapy and 79
are receiving chemotherapy for 84
are receiving compensation for 71
are regional differences and 162
are regional differences that 163
are regional differences with 46
are regular occurrences and 48
are related genetically and 64
are removed aseptically and 110
are removed periodically and 100
are removed periodically for 72
are reverse transcribed and 68
are revised periodically and 123
are rightly interpreted and 42
are riskier investments than 93
are roughly coterminous with 114
are roughly cylindrical and 70
are roughly symmetrical and 48
are roughly symmetrical with 58
are sampled periodically and 45
are sensory experiences that 270
are serially independent and 133
are settled cultivators and 81
are several adjustments that 122
are several alternative and 67
are several applications for 351
are several applications that 497
are several arrangements for 100
are several arrangements that 131
are several campgrounds and 43
are several centimeters long 220
are several combinations that 172
are several competitors for 81
are several constraints that 404
are several departments and 63
are several departments that 88
are several designations for 43
are several differences and 63
are several differences that 448
are several differences with 62
are several directories that 142
are several distinctions that 179
are several experiments that 314
are several explanations and 40
are several explanations for 6570
are several explanations that 474
are several explanations why 218
are several implications for 800
are several implications that 397
are several individuals and 134
are several individuals who 419
are several individuals with 65
are several inscriptions and 98
are several institutions and 81
are several institutions for 95
are several institutions that 250
are several institutions with 63
are several instructions that 110
are several instruments and 62
are several instruments for 161
are several instruments that 359
are several measurements that 137
are several millimeters long 156
are several monasteries and 57
are several observations and 71
are several observations that 1536
are several presumptive and 52
are several propositions that 42
are several publications and 51
are several publications that 677
are several restaurants and 552
are several restaurants that 158
are several restaurants with 50
are several restrictions and 49
are several restrictions that 199
are several significant and 48
are several significant things 67
are several substitutes for 112
are several transactions that 65
are several translations and 58
are sharply distinguished and 148
are similar arrangements for 89
are similar differences for 41
are similar implications for 59
are similar institutions for 50
are similar publications for 43
are socially constituted and 412
are socially constructed and 5495
are socially constructed but 87
are socially constructed does 103
are socially constructed for 73
are socially constructed has 52
are socially constructed out 48
are socially constructed with 68
are socially destructive and 50
are socially disapproved and 80
are socially distributed and 56
are socially established and 91
are socially incompetent and 45
are socially maladjusted and 94
are socially responsible and 325
are socially responsible for 118
are socially significant and 154
are socially stigmatized and 108
are socially transmitted and 113
are socially undesirable and 200
are solidly constructed and 106
are solidly established and 69
are somehow compensated for 70
are somehow intertwined with 44
are somehow responsible for 1768
are soundly constructed and 83
are species differences and 77
are species differences with 70
are spelled differently and 1485
are spelled differently are 73
are spelled differently but 385
are spelled differently than 75
are spelled identically but 50
are stacked alternately with 75
are steadily apprehended and 56
are stirred continually with 155
are strongly anisotropic and 108
are strongly articulated and 42
are strongly competitive and 50
are strongly competitive with 134
are strongly constructed and 104
are strongly disapproved and 41
are strongly discouraged and 92
are strongly fluorescent and 67
are strongly hydrophobic and 69
are strongly impregnated with 3627
are strongly independent and 54
are strongly intertwined and 58
are strongly intertwined with 114
are strongly recommended and 221
are strongly recommended but 61
are strongly recommended for 1832
are strongly recommended not 106
are strongly represented and 142
are strongly significant and 90
are studied theoretically and 106
are studies demonstrating that 355
are superior competitors for 125
are superior individuals who 40
are teachers responsible for 76
are theoretic absurdities and 111
are tightly constrained and 60
are tightly constructed and 74
are tightly coordinated with 52
are tightly interlocked with 69
are tightly intertwined and 107
are tightly intertwined with 244
are together responsible for 1386
are totally comfortable with 233
are totally impractical for 46
are totally independent and 383
are totally ineffective and 82
are totally ineffective for 53
are totally predictable and 44
are totally responsible for 2157
are totally transparent and 41
are totally unaccounted for 40
are totally unconcerned with 233
are totally unconnected with 695
are totally unnecessary and 199
are totally unnecessary for 155
are totally unqualified for 107
are totally unreasonable and 45
are trained differently and 48
are typical applications for 133
are unknown coefficients and 108
are updated periodically and 181
are updated periodically for 132
are updated periodically with 46
are usually accompanied and 78
are usually accompanied with 1445
are usually accountable for 60
are usually accumulated and 59
are usually affectionate and 51
are usually anticipated and 64
are usually articulated with 56
are usually capitalized and 93
are usually centralized and 42
are usually comfortable and 190
are usually comfortable with 296
are usually commonplace men 69
are usually compensated for 502
are usually compensated with 66
are usually competitive and 79
are usually competitive with 111
are usually complicated and 386
are usually complicated with 208
are usually concomitant with 101
are usually confidential and 77
are usually conspicuous and 187
are usually conspicuous for 59
are usually constipated and 184
are usually constituted and 50
are usually constructed and 224
are usually constructed for 560
are usually constructed near 44
are usually constructed out 130
are usually constructed using 337
are usually constructed with 2253
are usually conventional and 75
are usually cooperative and 171
are usually coordinated with 160
are usually corporations and 41
are usually correctable with 69
are usually coterminous with 86
are usually crystalline and 121
are usually cylindrical and 271
are usually cylindrical with 93
are usually debilitated and 45
are usually descriptive and 101
are usually destructive and 51
are usually disappointing and 74
are usually disregarded and 41
are usually distinctive and 121
are usually distinguished and 77
are usually distinguished for 128
are usually distributed and 59
are usually distributed for 54
are usually distributed with 91
are usually embellished with 172
are usually embroidered with 64
are usually encountered and 86
are usually encountered with 188
are usually established and 214
are usually established for 673
are usually established using 43
are usually established with 301
are usually exaggerated and 193
are usually experienced and 132
are usually experienced with 52
are usually extravagant and 53
are usually filamentous and 50
are usually fragmentary and 178
are usually generalists who 42
are usually generalized and 236
are usually generalized but 79
are usually handwritten and 44
are usually hemorrhagic and 49
are usually highlighted with 70
are usually hydrophobic and 43
are usually identifiable and 59
are usually illuminated with 49
are usually illustrated and 42
are usually illustrated with 225
are usually implemented for 64
are usually implemented using 406
are usually implemented with 377
are usually impractical and 63
are usually impractical for 147
are usually impregnated with 387
are usually incremental and 40
are usually independent and 144
are usually individuals who 572
are usually individuals with 143
are usually ineffective and 428
are usually ineffective for 167
are usually inefficient and 176
are usually inexpensive and 392
are usually infiltrated with 120
are usually informative and 75
are usually intelligent and 244
are usually interlocked with 44
are usually interpreted and 49
are usually interpreted with 93
are usually intertwined and 61
are usually intertwined with 122
are usually involuntary and 57
are usually lightweight and 60
are usually longitudinal and 75
are usually microscopic and 107
are usually neutralized with 42
are usually nonspecific and 598
are usually nonspecific but 62
are usually overcrowded and 88
are usually overwhelmed with 138
are usually predictable and 200
are usually professional men 82
are usually progressive and 322
are usually prohibitive for 61
are usually proprietary and 97
are usually qualitative and 86
are usually recommended and 59
are usually recommended for 3463
are usually recommended with 44
are usually represented and 78
are usually represented using 160
are usually represented with 619
are usually responsible and 100
are usually responsible for 7980
are usually rudimentary and 57
are usually significant and 121
are usually significant for 55
are usually substituted and 75
are usually substituted for 359
are usually substituted with 43
are usually substitutes for 76
are usually symmetrical and 624
are usually symmetrical but 40
are usually symmetrical with 53
are usually symptomatic and 148
are usually symptomatic with 59
are usually symptomless and 140
are usually symptomless but 53
are usually synchronous with 60
are usually translucent and 68
are usually transmitted with 60
are usually transparent and 348
are usually transported and 58
are usually troublesome and 58
are usually unassociated with 168
are usually unavailable and 59
are usually unavailable for 124
are usually unconcerned with 84
are usually unconnected with 44
are usually undecorated and 49
are usually underfunded and 48
are usually underground and 63
are usually understanding and 47
are usually underweight and 74
are usually undesirable and 75
are usually undesirable for 92
are usually unfavorable for 105
are usually unicellular and 99
are usually unimportant and 64
are usually unimportant for 54
are usually uninteresting and 53
are usually unnecessary and 490
are usually unnecessary but 41
are usually unnecessary for 231
are usually unnecessary with 41
are usually unorganized and 41
are utterly discouraged and 40
are utterly incompetent for 48
are utterly overwhelmed and 63
are utterly unconcerned with 77
are utterly unconnected with 51
are utterly unqualified for 81
are utterly unreasonable and 44
are venture capitalists who 60
are vitally significant for 41
are weighting coefficients and 60
are willingly interrupted for 163
are woefully underfunded and 47
are written differently and 52
are written differently but 86
are written differently than 64
are written exclusively for 176
are written instructions for 61
are written instructions that 134
are written principally for 72
