tail functions 151 tail
those concerns 82 those
creatures 56 those delights
160 those elements 285
those energies 124 those
entities 95 those essences
75 those functions 274
those guardians 69 those
impulses 114 those insights
83 those pleasures 67
those problems 95 those
realities 545 those relations
55 those supplies 46
those treasures 163 those
verities 71 those required
69 those requires 65
those functions 43 those
decisions 129 those locations
50 those materials 61
those outposts 45 those
positions 135 those exertions
46 those elements 120
those executed 73 those
banquets 56 those edifices
65 those directly 66
those entirely 59 those
glimpses 51 those eligible
52 those required 65
those advances 87 those
colleges 53 those elements
95 those problems 335
those questions 133 those
services 98 those solutions
81 those subjects 104
those messages 55 those
channels 51 those pictures
53 those preachers 46
those programs 312 those
relations 54 those seizures
42 those supplies 78
those beginnings 45 those
creatures 52 those devotees
86 those bastards 41
those concepts 59 those
disputes 227 those positions
49 those problems 59
those quarrels 72 those
questions 178 those students
82 those advances 40
those branches 52 those
concepts 215 those concerns
48 those elements 75
those entities 62 those
insights 59 those positions
230 those premises 42
those problems 127 those
questions 111 those citizens
57 those concerning 70
those business 275 those
pleasures 40 those sufferings
40 those elements 63
those services 74 those
memories 98 those pyramids
65 those elements 51
those pleasures 67 those
prelates 46 those achieved
83 those american 74
those ascribed 56 those
assigned 49 those employed
408 those excluded 49
those expected 53 those
included 119 those involved
102 those observed 571
those obtained 283 those
produced 143 those provided
171 those reported 339
those required 169 those
thousands 62 those creatures
53 those garments 272
those servants 49 those
plebeians 52 those servants
49 those wretches 137
those concepts 148 those
elements 180 those geniuses
183 those personal 72
those problems 75 those
questions 57 those relations
62 those sufferings 57
those alliances 47 those
attempts 41 those memories
210 those realities 66
those symptoms 129 those
creatures 152 those questions
91 those gestures 53
those mountain 51 those
children 50 those visitors
234 those involved 55
those elements 163 those
actually 63 those containing
71 those selected 76
those products 193 those
chambers 92 those edifices
49 those pilgrims 52
those prelates 76 those
obtained 55 those possible
83 those abortions 584
those agencies 214 those
champions 87 those divorces
59 those exertions 54
those visitors 122 those
officers 41 those counsels
41 those precepts 61
those symptoms 56 those
accounts 42 those american
224 those articles 83
those benefits 46 those
chapters 84 those children
183 those creatures 435
those displays 67 those
edifices 102 those elements
42 those examples 93
those exploits 107 those
journeys 47 those lectures
41 those machines 253
those melodies 53 those
memories 356 those miracles
65 those musicians 58
those occasions 72 those
officers 56 those passages
127 those patterns 41
those pictures 456 those
promises 113 those religious
45 those romances 70
those saturday 62 those
services 42 those sketches
62 those soldiers 54
those speeches 100 those
students 43 those treasures
82 those weekends 55
those deprived 45 thread
attached 41 thread execution
80 threat seriously 67
threat credited 48 three
children 70 three villages
43 three segments 4428
three pipettes 149 three
journals 145 three services
66 three happened 100
three occurred 74 three
energies 219 three aircraft
78 three american 70
three articles 438 three
attempts 56 three bedrooms
269 three benefits 141
three branches 163 three
brigades 175 three carriers
54 three chambers 49
three channels 156 three
chapters 703 three children
600 three churches 96
three circuits 62 three
clinical 51 three colleges
59 three commands 98
three comments 100 three
complete 46 three concepts
187 three concerns 77
three contacts 47 three
controls 78 three counties
217 three critical 50
three decisions 47 three
district 493 three divisions
451 three elements 848
three entities 46 three
episodes 81 three equations
479 three examples 694
three families 198 three
frigates 54 three functions
411 three guilders 49
three holidays 57 three
infantry 105 three justices
62 three laborers 46
three languages 126 three
lectures 87 three locations
135 three machines 76
three messages 46 three
military 52 three musicians
53 three neutrons 125
three occasions 119 three
officers 158 three outcomes
49 three passages 95
three patients 683 three
patterns 78 three payments
126 three pictures 94
three positions 145 three
possible 60 three potential
86 three precepts 63
three problems 467 three
products 61 three programs
179 three projects 182
three proteins 136 three
purposes 101 three questions
970 three relations 87
three residues 48 three
respects 41 three scenarios
51 three segments 78
three services 77 three
soldiers 47 three solutions
45 three specific 105
three standard 42 three
students 162 three subjects
331 three symptoms 127
three trumpets 45 three
trustees 93 three unknowns
75 three variables 910
three variations 50 three
villages 66 three chapters
42 three examples 42
three pictures 45 three
isotherms 50 three agencies
575 three colleges 117
three counties 61 three
churches 356 three churches
42 three equations 1227
three solutions 66 three
currents 327 three voltages
165 three believed 53
three believes 41 three
remained 124 three reported
48 three creatures 92
three circuits 57 three
regimens 95 three respecting
62 three articles 108
three referees 2214 three
regimens 103 three officials
56 three revolver 80
three divisions 152 three
elements 73 three functions
204 three advanced 211
three concerning 83 three
mentioned 59 three outlined
48 three supporting 149
three problems 137 three
branches 61 three surfaces
822 three horizons 50
three variables 55 three
brigades 754 three divisions
343 three officers 356
three district 153 three
engineers 541 three managers
273 three elements 84
three reformed 81 three
variables 46 three indicate
249 three suicides 91
three children 42 three
officers 130 three unipolar
156 three branches 87
three brigades 57 three
colonies 97 three cruisers
115 three divisions 333
three officers 62 three
services 66 three soldiers
105 three machines 61
three channels 108 three
equations 78 three positions
102 three symptoms 55
three missiles 128 three
distinct 47 three advanced
117 three attacked 58
three deployed 59 three
remained 53 three stationed
66 three attached 50
three equations 174 three
outcomes 49 three patterns
144 three programs 98
three sciences 99 three
variables 70 three problems
84 three programs 84
three relations 51 three
children 641 three functions
56 three generals 572
three channels 50 three
networks 2153 three churches
71 three emperors 46
three counties 359 three
colleges 85 three scholars
66 three materials 77
three variables 86 three
balanced 109 three designed
118 three prepared 258
three selected 518 three
residues 60 three subunits
156 three afforded 50
three american 80 three
believes 66 three christian
53 three concerning 95
three dictates 73 three
europeans 53 three followed
66 three occurred 42
three posterior 46 three
produced 110 three provided
60 three remained 174
three required 80 three
scholars 45 three separate
384 three separating 131
three succeeding 148 three
thereafter 588 three threatened
42 three occasions 98
three questions 46 three
extension 550 three positions
249 three sketches 512
three variables 115 three
holidays 45 three presents
84 three lighters 71
three divisions 90 three
elements 83 three examples
112 three functions 63
three languages 267 three
problems 283 three symptoms
92 three elements 76
three functions 114 three
variables 103 three chapters
64 three churches 117
three chambers 162 three
aircraft 115 three airlines
88 three airports 64
three channels 207 three
networks 4114 three products
232 three recordings 45
three services 56 three
software 49 three chairmen
600 three deputies 77
three divisions 123 three
agencies 161 three colleges
1486 three councils 121
three languages 169 three
problems 44 three projects
180 three property 47
three acquired 48 three
advanced 53 three assigned
51 three combined 133
three competed 48 three
composed 46 three declared
52 three deployed 55
three detached 44 three
directly 48 three dominate
105 three embarked 44
three employed 133 three
followed 69 three included
54 three increased 62
three involved 1024 three
maintain 50 three mentioned
309 three occupied 136
three operated 112 three
produced 177 three provided
81 three received 106
three referred 96 three
remained 157 three reported
199 three returned 64
three selected 84 three
stationed 96 three advanced
56 three declared 60
three followed 217 three
listened 49 three remained
132 three returned 146
three traveled 57 three
wandered 111 three citizens
87 three engineers 61
three chapters 56 three
financial 90 three projects
57 three analysis 77
three branches 55 three
currents 57 three elements
1001 three equations 1416
three functions 488 three
matrices 213 three mixtures
504 three questions 44
three rotations 63 three
segments 67 three services
49 three solutions 59
three variables 188 three
velocity 55 three voltages
157 three mentioned 40
three materials 60 three
variables 173 three containing
109 three involved 41
three mentioned 118 three
produced 74 three citizens
51 three actually 47
three attached 74 three
coincide 43 three combined
99 three commonly 53
three concerning 67 three
demanded 43 three designed
42 three destroys 55
three differed 108 three
essential 364 three included
55 three indicate 48
three involved 243 three
mentioned 1286 three normally
44 three obtained 91
three occurred 52 three
outlined 265 three pertaining
48 three prevails 69
three probably 43 three
produced 81 three proposed
59 three provided 59
three referred 106 three
required 674 three requires
43 three accounts 111
three elements 87 three
positions 56 three variables
93 three diameters 132
three elements 46 three
problems 56 three questions
93 three cysteine 114
three residues 65 three
sequence 69 three clusters
191 three phonemes 56
three elections 231 three
variables 170 three fearfully
64 three monarchs 291
three involved 57 three
elements 40 three examples
128 three habitats 71
three patterns 77 three
positions 76 three scenarios
53 three accounts 113
three variables 54 three
agencies 148 three entities
157 three officers 230
three officials 100 three
partners 44 three absorbed
50 three accepted 56
three accounting 51 three
achieved 116 three actually
62 three admitted 42
three affected 59 three
amounted 63 three analyzed
146 three attended 89
three averaged 44 three
combined 383 three compared
178 three competed 42
three comprise 46 three
comprising 102 three concerning
90 three consider 42
three continue 160 three
declared 93 three depended
41 three differed 162
three directly 104 three
embarked 45 three examined
642 three exported 46
three followed 163 three
included 290 three increased
200 three indicate 106
three involved 2609 three
maintain 77 three mentioned
1226 three occupied 106
three probably 66 three
produced 159 three proposed
53 three provided 167
three provides 89 three
received 142 three recently
40 three recorded 48
three referred 94 three
reflects 41 three rejected
43 three remained 203
three reported 171 three
resulted 46 three reviewed
88 three selected 238
three suffered 173 three
suggests 166 three supplied
58 three surveyed 251
three therefore 67 three
matrices 157 three entitled
58 three accepted 66
three containing 42 three
attended 102 three elizabeth
104 three followed 209
three insisted 103 three
mentioned 48 three outlived
87 three received 196
three remained 141 three
returned 60 three survived
1005 three positions 136
three attended 97 three
selected 44 three children
2101 three relations 41
three variables 7365 three
patients 163 three outcomes
55 three assaults 283
three attempts 302 three
children 63 three divisions
146 three elements 96
three variables 58 three
questions 192 three children
78 three abstract 50
three academic 289 three
accounting 440 three accounts
2114 three acoustic 157
three activity 261 three
adaptive 41 three advanced
41 three agencies 1322
three aircraft 200 three
airlines 164 three airports
106 three alcohols 56
three aluminum 122 three
american 815 three analysis
159 three analysts 154
three analytic 104 three
anatomic 57 three antennas
67 three antibody 75
three antigens 374 three
aperture 50 three approach
49 three archives 70
three aromatic 45 three
articles 813 three artistic
78 three assaults 56
three assembly 83 three
attempts 759 three attitude
47 three auditory 54
three averages 127 three
bacterial 217 three balances
66 three bargaining 55
three baseline 64 three
beginnings 121 three behaviors
352 three benefits 47
three biblical 59 three
booklets 63 three boroughs
53 three boundary 325
three branches 1921 three
brigades 64 three browsers
86 three buddhist 41
three builders 54 three
business 884 three cabinets
97 three calendar 213
three calibers 121 three
campuses 186 three capacity
72 three capitals 111
three captains 86 three
carriers 197 three catalyst
74 three cellular 178
three cerebral 59 three
chairmen 51 three chambers
162 three channels 1531
three chapters 528 three
chemical 1850 three chemists
73 three children 598
three christian 457 three
churches 1399 three circuits
343 three circular 65
three climates 200 three
climatic 324 three clinical
752 three clustering 84
three clusters 525 three
coalition 68 three collagen
51 three colleges 885
three collision 82 three
colonies 250 three commands
321 three comments 57
three commonly 92 three
complete 70 three compound
61 three computer 1155
three concepts 2534 three
concerns 219 three concerts
50 three concrete 265
three conflict 112 three
constant 267 three consumer
111 three contacts 78
three contents 94 three
contests 75 three contexts
3158 three contours 48
three contract 108 three
contrast 177 three controls
136 three convents 41
three cortical 79 three
costumes 164 three councils
76 three counters 49
three counties 961 three
couriers 95 three creatures
102 three criminal 61
three criterion 44 three
critical 187 three crystals
191 three cultural 1094
three cultures 1951 three
currents 485 three customer
139 three cylinder 191
three database 192 three
decisions 185 three delivery
166 three deposits 110
three desserts 87 three
detection 156 three detector
112 three developing 49
three diagnoses 217 three
diameters 919 three diffusion
171 three dilutions 354
three direction 47 three
discount 143 three discrete
163 three displays 134
three distance 174 three
distinct 101 three district
153 three divisions 1305
three document 64 three
domestic 76 three dominant
56 three drainage 76
three dramatic 56 three
durations 250 three dynamics
96 three economic 755
three education 81 three
effector 45 three elections
191 three electric 193
three electron 746 three
elements 3664 three emotional
142 three emperors 83
three emphases 243 three
employee 56 three emulsions
110 three energies 711
three engineering 84 three
engineers 48 three entities
1063 three episodes 385
three equations 620 three
essences 70 three essential
46 three examples 1896
three exchanges 52 three
execution 50 three exercise
173 three expansion 50
three expected 111 three
exposure 353 three external
194 three extracts 87
three families 3043 three
feedback 207 three feminist
143 three ferments 49
three filament 95 three
financial 255 three finishes
97 three fluoride 47
three formulas 519 three
founders 42 three fractions
512 three fracture 134
three functions 3522 three
furnaces 53 three garments
51 three generals 136
three geometric 157 three
gestures 63 three graduate
54 three grammars 50
three graphics 60 three
habitats 434 three hardware
122 three harmonic 152
three headlines 52 three
historic 45 three horizons
246 three hormones 198
three hospital 93 three
husbands 223 three hydrates
52 three hydrogen 137
three identity 55 three
imprints 48 three impulses
58 three incident 253
three induction 50 three
industry 276 three infantry
54 three inflation 136
three injection 194 three
instants 202 three integers
83 three interest 835
three internal 249 three
internet 71 three interval
120 three ionization 63
three isolates 162 three
isomeric 78 three isotopes
373 three isotopic 149
three japanese 129 three
journals 264 three journeys
101 three keyboard 43
three kitchens 57 three
languages 8526 three lawsuits
42 three lectures 145
three linguistic 901 three
literary 396 three locations
9017 three machines 973
three magnetic 408 three
mammalian 256 three managers
278 three marriages 154
three materials 2468 three
matrices 252 three maturity
59 three melodies 238
three membrane 453 three
memories 56 three messages
549 three metallic 68
three metrical 57 three
migration 130 three military
312 three minerals 325
three minority 49 three
mixtures 410 three moisture
482 three momentum 47
three monarchs 53 three
monetary 118 three monitoring
102 three monitors 70
three monomers 219 three
mountain 140 three movement
94 three multiple 88
three musicians 49 three
mutations 255 three mutually
40 three negative 96
three networks 540 three
neuronal 175 three nitrogen
292 three nonlinear 75
three notations 236 three
nutrient 129 three occasions
19668 three offenses 108
three officers 277 three
officials 215 three olympics
50 three operation 102
three orbitals 54 three
original 116 three outcomes
770 three outlines 63
three outlooks 44 three
oxidation 455 three packages
344 three painters 151
three parallel 378 three
parental 59 three parishes
296 three particle 1076
three partners 380 three
passages 765 three patients
1179 three patterns 4989
three payments 135 three
peptides 115 three personal
150 three petitions 75
three phonemes 132 three
phonetic 112 three phosphor
41 three physical 2188
three pictures 872 three
pigments 367 three pitchers
126 three plasmids 93
three policies 679 three
pollution 49 three polymers
211 three positions 9001
three positive 158 three
possible 2221 three postures
194 three potential 760
three practice 101 three
preachers 74 three prefixes
60 three premises 93
three pressure 671 three
printers 215 three problems
1410 three processing 678
three products 1945 three
profiles 364 three programs
1766 three projects 982
three pronouns 63 three
property 128 three prophets
76 three proposed 162
three proteins 1065 three
protocol 101 three publishing
102 three purposes 2589
three pursuits 40 three
quarters 1753 three questions
2806 three radiations 92
three radicals 84 three
railroad 134 three railways
92 three rainfall 67
three randomly 101 three
realities 235 three receiver
64 three receptor 236
three recordings 153 three
recovery 69 three reduction
66 three regimens 269
three relations 1046 three
relative 376 three relevant
65 three religions 1388
three religious 1410 three
remedies 137 three renderings
158 three requests 58
three residues 50 three
resource 105 three respects
595 three response 413
three retention 71 three
revisions 40 three reynolds
184 three rotations 107
three routines 133 three
scattering 475 three scenarios
3603 three scheduling 115
three scholars 130 three
sciences 130 three security
498 three sediment 123
three segments 873 three
selection 213 three semantic
290 three seminars 61
three sentence 112 three
sequence 57 three servants
67 three services 659
three skeletal 50 three
sketches 117 three software
261 three soldiers 54
three solutions 2175 three
solvents 606 three specific
590 three specimen 85
three spectral 909 three
speeches 159 three sponsors
49 three standard 935
three statuses 78 three
statutes 147 three stimulus
480 three straight 315
three stresses 124 three
stretching 67 three students
504 three subjects 2034
three subtypes 435 three
subunits 625 three suffixes
93 three supports 67
three surfaces 732 three
surgical 307 three surnames
126 three switches 55
three symbolic 78 three
symmetry 142 three synthetic
149 three tectonic 232
three temporal 728 three
terminal 219 three terraces
68 three terrains 45
three textures 328 three
theatrical 50 three theologies
53 three therapies 87
three thickness 233 three
threshold 143 three transfer
155 three treatises 112
three treatment 1079 three
triplets 42 three truncating
47 three underlying 331
three uniforms 133 three
vaccines 67 three valuation
113 three variables 1257
three variances 48 three
variations 732 three vascular
47 three vehicles 366
three velocity 171 three
verdicts 41 three vertical
553 three vibration 60
three villages 1014 three
vintages 53 three vocations
49 three volcanic 43
three voltages 412 three
wavelength 374 three websites
76 three wireless 43
three problems 277 three
questions 340 three actually
45 three combined 55
three compared 48 three
consists 125 three contains
53 three describe 48
three directly 47 three
included 46 three increases
47 three interact 284
three involved 160 three
involves 153 three mentioned
288 three obtained 53
three outlined 110 three
presents 64 three produced
41 three produces 115
three proposed 86 three
provided 51 three provides
111 three relative 120
three relevant 115 three
required 82 three requires
375 three suggests 46
three underlying 106 three
mentioned 136 three mutually
141 three parallel 311
three relative 40 three
resigned 61 three selected
616 three questions 278
three cultures 69 three
elements 167 three examples
67 three combined 658
three comprising 67 three
containing 58 three included
96 three involved 89
three mentioned 181 three
reported 59 three selected
63 three surveyed 68
three branches 51 three
cultures 46 three generals
156 three managers 44
three mentioned 51 three
concerning 123 three containing
48 three describing 41
three included 87 three
mentioned 120 three prepared
69 three produced 54
three referred 83 three
locations 68 three equations
99 three relations 116
three variables 117 three
occurred 55 three articles
41 three colleges 793
three contests 119 three
divisions 236 three positions
56 three involved 48
three services 86 three
chapters 270 three equations
89 three examples 71
three questions 128 three
involved 48 three children
84 three containing 89
three patients 76 three
churches 790 three positions
94 three valuable 47
three mentioned 51 three
equations 108 three distinct
59 three distinct 101
three functions 57 three
questions 68 three accounts
55 three articles 347
three bedrooms 62 three
chapters 187 three examples
383 three musicians 56
three officers 57 three
pictures 73 three mentioned
175 three occurred 44
three agencies 73 three
branches 52 three engineers
139 three functions 92
three officers 699 three
officials 79 three positions
93 three designed 44
three variables 995 three
occurred 64 three interest
46 three articles 40
three chapters 45 three
journeys 48 three revivals
69 three variables 76
three beautiful 104 three
powerful 110 three talented
46 three valuable 93
three proteins 177 three
mentioned 54 three children
1176 three outcomes 49
three elements 75 three
mentioned 41 three surfaces
40 three churches 52
three villages 50 three
velocity 76 three elements
116 three convents 64
three positions 114 three
villages 75 three directed
116 three elements 48
three vertebrae 54 three
channels 91 three polygons
53 three response 60
three attempts 351 three
branches 77 three divisions
512 three elements 404
three entities 122 three
managers 54 three patterns
51 three positions 52
three relations 72 three
segments 106 three employed
113 three provided 56
three accepted 1522 three
distinct 65 three received
85 three extended 58
three families 1145 three
pedigree 130 three possible
69 three followed 69
three hastened 46 three
mentioned 176 three referred
69 three remained 53
three repaired 52 three
retreated 82 three returned
160 three selected 56
three divisions 337 three
locations 238 three receptor
65 three residues 47
three mentioned 49 three
received 45 three romances
45 three servants 217
three patterns 134 three
advanced 61 three concerning
728 three mentioned 110
three outlined 107 three
pertaining 43 three possible
54 three proposed 170
three channels 78 three
circuits 48 three elements
103 three equations 51
three machines 117 three
parallel 62 three pictures
54 three subunits 298
three triplets 71 three
powerful 50 three families
196 three branches 84
three elements 68 three
accounting 73 three accounts
76 three additions 303
three advances 154 three
agencies 166 three american
449 three articles 1154
three attempts 59 three
barriers 85 three benefits
755 three branches 626
three buddhist 139 three
business 256 three cavities
68 three channels 146
three chapters 170 three
chemical 228 three christian
52 three churches 157
three clinical 213 three
comments 55 three concepts
1650 three concerns 300
three contexts 130 three
controls 61 three critical
64 three cultural 136
three currents 90 three
decisions 933 three deposits
45 three divisions 377
three economic 500 three
elements 5690 three entities
77 three episodes 136
three equations 63 three
examples 651 three external
75 three families 225
three financial 217 three
functions 5422 three highways
65 three historic 46
three holidays 46 three
hormones 79 three insights
320 three internal 61
three journals 70 three
journeys 55 three languages
106 three lectures 53
three legacies 87 three
linguistic 48 three literary
134 three locations 58
three materials 67 three
medieval 41 three messages
298 three military 206
three minerals 131 three
mistakes 42 three mountain
68 three negative 153
three occasions 421 three
officers 115 three officials
148 three omissions 81
three outcomes 210 three
passages 212 three pathogens
47 three patterns 183
three personal 56 three
physical 245 three pictures
97 three policies 96
three positions 437 three
positive 45 three possible
52 three potential 71
three premises 117 three
problems 1497 three products
199 three programs 84
three projects 265 three
proteins 75 three provisos
100 three purposes 1361
three questions 6263 three
railroad 41 three railways
66 three realities 107
three relations 151 three
religions 86 three religious
443 three respects 5944
three security 59 three
segments 184 three services
291 three specific 60
three speeches 149 three
statutes 91 three subjects
459 three symptoms 288
three treatises 151 three
underlying 42 three variables
1396 three variations 227
three villages 75 three
visitors 54 three warships
55 three programs 45
three involved 57 three
mentioned 63 three occurred
285 three recorded 80
three reported 59 three
attempts 45 three detailed
42 three powerful 40
three variables 1051 three
branches 269 three clusters
55 three concerns 156
three engineers 121 three
partners 56 three products
133 three projects 194
three relations 67 three
essential 99 three mentioned
85 three required 72
three problems 46 three
mentioned 293 three observed
46 three occurred 131
three recorded 157 three
referred 59 three reported
73 three agencies 55
three policies 936 three
variables 111 three elements
277 three variables 187
three articles 131 three
chapters 106 three children
152 three churches 64
three examples 231 three
passages 40 three patterns
72 three pictures 61
three problems 70 three
questions 341 three variations
53 three involved 241
three statutes 88 three
variables 855 three questions
388 three passages 55
three elements 53 three
accounts 3666 three valuation
45 three projects 369
three justices 118 three
musicians 77 three preachers
194 three junctions 131
three elements 50 three
painters 75 three functions
79 three positions 410
three emperors 74 three
mentioned 44 three reported
61 three cerebral 49
three distinct 367 three
possible 395 three separate
84 three agencies 62
three functions 110 three
elements 58 three children
62 three pictures 51
three incisors 45 three
segments 64 three variables
63 three containing 52
three enveloping 85 three
examples 104 three occasions
205 three returned 141
three informed 113 three
involved 42 three mentioned
52 three remained 50
three resigned 200 three
solemnly 42 three counties
58 three creatures 56
three musicians 55 three
villages 46 three wretches
45 three families 191
three journeys 2412 three
religions 188 three variables
96 three diameters 128
three orbitals 544 three
involved 50 three decisions
40 three occasions 58
three questions 56 three
religions 289 three children
59 three children 2093
three divisions 709 three
infantry 551 three combined
55 three composed 44
three entitled 72 three
mentioned 54 three boroughs
110 three councils 329
three elections 201 three
officers 370 three officials
97 three entities 46
three strangers 164 three
visitors 131 three elements
80 three segments 46
three consumer 96 three
networks 41 three distinct
65 three channels 64
three controls 57 three
articles 50 three branches
42 three divisions 42
three elements 1248 three
functions 145 three servants
77 three children 46
three churches 80 three
counties 313 three families
79 three parishes 49
three villages 383 three
accounts 72 three articles
1003 three officials 78
three felonies 57 three
sciences 268 three containing
79 three attempts 51
three examples 65 three
invented 48 three positions
169 three residues 119
three sequence 105 three
marriages 42 three examples
374 three solutions 53
three variables 177 three
commonly 47 three elements
119 three functions 1449
three remained 64 three
involved 198 three mentioned
126 three required 68
three requires 40 three
elements 58 three combined
163 three churches 261
three counties 50 three
cartesian 99 three diameters
61 three gradient 41
three magnetic 98 three
surfaces 107 three velocity
130 three american 119
three children 66 three
citizens 48 three elements
94 three examples 722
three painters 49 three
problems 334 three questions
120 three scholars 171
three students 85 three
symptoms 45 three warrants
65 three questions 146
three ashtrays 45 three
circular 45 three clusters
59 three concepts 57
three concerns 54 three
contexts 71 three elements
119 three functions 144
three networks 47 three
patterns 53 three segments
92 three brigades 53
three nationals 92 three
soldiers 168 three entitled
79 three ferments 75
three brigades 58 three
divisions 84 three infantry
74 three logistic 474
three matrices 126 three
divisions 41 three involved
59 three alighted 43
three mentioned 70 three
questions 45 three balanced
92 three distinct 760
three innocent 56 three
straight 93 three arteries
245 three branches 184
three articles 43 three
elements 69 three officers
59 three officials 88
three carriers 58 three
articles 48 three examples
41 three questions 556
three mentioned 123 three
radicals 337 three residues
127 three quartets 47
three hormones 124 three
scenarios 151 three involved
44 three advisers 145
three agencies 55 three
cartoons 103 three contexts
45 three cultures 385
three currents 78 three
divisions 1259 three elements
134 three entities 941
three families 62 three
functions 95 three journals
115 three officers 191
three positions 108 three
problems 123 three questions
75 three refugees 110
three speeches 139 three
variables 520 three equations
55 three strangers 97
three segments 85 three
censuses 479 three pyramids
42 three segments 69
three examples 291 three
functions 47 three problems
400 three purposes 73
three questions 243 three
sciences 55 three solutions
62 three mentioned 48
three functions 65 three
proteins 162 three equations
206 three variables 4098
three positions 42 three
children 1748 three programs
155 three approved 65
three distinct 86 three
mentioned 2481 three outlined
48 three proposed 44
three recorded 69 three
reported 173 three selected
55 three separate 312
three produces 52 three
required 176 three cerebral
125 three concepts 105
three cultures 105 three
divisions 75 three elements
117 three families 65
three functions 88 three
languages 166 three methodist
96 three segments 51
three elements 203 three
accounting 47 three accounts
79 three advisers 159
three agencies 286 three
american 311 three apostles
67 three arteries 110
three articles 358 three
attempts 46 three barriers
116 three bedrooms 71
three benefits 253 three
branches 2789 three business
186 three captains 82
three carriers 40 three
cavities 89 three chambers
165 three channels 645
three chapters 113 three
chemical 226 three christian
296 three churches 711
three climatic 81 three
clinical 150 three clusters
128 three colonies 98
three commands 144 three
concepts 244 three concerns
480 three contexts 108
three councils 42 three
counties 43 three culprits
55 three cultural 96
three cultures 67 three
currents 164 three decisions
62 three defenses 53
three deposits 51 three
diameters 233 three divisions
5080 three domestic 64
three doorways 72 three
drainage 48 three economic
268 three elements 5172
three entities 79 three
episodes 94 three examples
106 three extension 80
three external 68 three
families 495 three financial
408 three founders 131
three fractions 75 three
functions 2688 three gateways
76 three generals 57
three highways 201 three
horizons 58 three internal
58 three isotopes 46
three languages 887 three
linguistic 70 three literary
96 three locations 190
three magnetic 101 three
maritime 62 three materials
183 three meridians 58
three military 203 three
minerals 113 three minority
46 three mountain 314
three networks 52 three
occasions 152 three officers
2199 three officials 157
three parallel 89 three
partners 220 three passages
198 three patterns 290
three physical 122 three
policies 52 three positions
466 three precepts 40
three premises 43 three
problems 854 three products
428 three programs 119
three projects 74 three
proteins 52 three purposes
874 three pyramids 105
three quarters 55 three
questions 1328 three railways
51 three relations 112
three religions 520 three
religious 406 three remedies
90 three respects 352
three scenarios 61 three
sciences 119 three scottish
135 three segments 301
three services 169 three
solutions 77 three sponsors
50 three statutes 102
three stresses 5823 three
subjects 712 three subtypes
47 three supports 306
three surfaces 78 three
suspects 47 three symmetry
218 three symptoms 235
three treatises 42 three
trustees 437 three vanities
41 three variables 384
three variations 203 three
vehicles 53 three vibration
195 three villages 177
three divisions 52 three
elements 205 three functions
92 three questions 43
three stresses 114 three
captured 99 three received
43 three operated 54
three employed 43 three
interact 155 three involved
1702 three mentioned 469
three occurred 56 three
outlined 109 three required
62 three underlying 89
three aircraft 48 three
brigades 171 three divisions
48 three functions 236
three managers 42 three
programs 54 three languages
330 three lanterns 177
three american 472 three
business 82 three christian
43 three citizens 745
three elements 76 three
examples 444 three families
167 three generals 42
three japanese 112 three
officers 54 three officials
92 three religious 92
three scholars 160 three
symptoms 184 three religions
141 three concerning 74
three designed 42 three
mentioned 53 three received
49 three officers 50
three cruisers 327 three
aircraft 48 three adjacent
73 three combined 105
three comprising 61 three
directly 40 three included
56 three mentioned 233
three remained 72 three
branches 46 three capitals
870 three colleges 67
three councils 1284 three
divisions 44 three elections
94 three languages 87
three military 91 three
premiers 128 three designed
61 three episodes 58
three patients 123 three
accounts 113 three articles
293 three decisions 64
three examples 66 three
equations 175 three functions
69 three electors 283
three engineers 41 three
combined 84 three essential
201 three inherent 43
three manifest 47 three
mentioned 267 three required
119 three payments 179
three followed 218 three
distinct 116 three connecting
40 three complete 45
three distinct 321 three
mutations 81 three circuits
55 three effigies 50
three problems 59 three
elements 60 three materials
81 three voltages 104
three advanced 110 three
attached 43 three attacked
42 three composed 60
three comprising 46 three
debouching 52 three deployed
50 three encamped 40
three mutinied 84 three
remained 44 three stationed
163 three suffered 71
three equations 3628 three
functions 53 three ordained
94 three concepts 44
three cultures 208 three
citizens 205 three elements
112 three legatees 115
three elements 45 three
indicate 46 three campuses
55 three channels 68
three articles 300 three
journals 144 three soldiers
58 three passages 227
three children 44 three
bedrooms 192 three branches
156 three circuits 127
three functions 65 three
questions 65 three variables
95 three voltages 95
three branches 59 three
included 66 three concerning
130 three containing 930
three contains 52 three
describe 163 three describing
550 three explaining 212
three expressing 56 three
indicate 45 three elements
83 three equations 48
three decisions 46 three
elements 46 three questions
66 three segments 89
three designed 40 three
situated 108 three scenarios
56 three depicted 70
three involved 47 three
mentioned 257 three occurred
42 three outlined 106
three examined 50 three
locations 40 three positions
355 three purposes 42
three subjects 52 three
examined 342 three mentioned
86 three obtained 145
three recorded 69 three
referred 60 three divisions
60 three surfaces 138
three electors 747 three
elements 50 three equipped
52 three mentioned 58
three elections 68 three
solutions 98 three defenses
115 three mitigating 43
three policies 218 three
surfaces 77 three children
90 three alliances 125
three business 381 three
decisions 98 three elements
132 three locations 128
three positions 139 three
problems 41 three questions
239 three variables 104
three functions 249 three
variables 74 three elements
51 three officers 582
three functions 55 three
problems 53 three pyramids
84 three questions 283
three subjects 52 three
solutions 81 three containing
44 three counties 343
three suburban 45 three
villages 129 three accented
