ace and king of diamonds 308
any row of the periodic 113
any run of the program 44
any say in the affairs 239
any say in the conduct 93
any say in the control 107
any say in the decision 274
any say in the election 50
any say in the process 73
any sin in my conduct 48
any six of the following 226
any tax on the capital 61
any tax or the payment 232
any tax to be imposed 71
any tax to the british 148
any team in the country 349
any team in the history 93
any team in the national 72
any ten of the following 195
any that the king himself 78
any tinging of the national 46
any two of an exactly 79
any two of the circles 74
any two of the columns 47
any two of the council 59
any two of the criteria 44
any two of the factors 378
any two of the following 13855
any two of the foregoing 89
any two of the general 42
any two of the greatest 64
any two of the inclosing 59
any two of the islands 107
any two of the largest 153
any two of the members 253
any two of the numbers 294
any two of the objects 91
any two of the parties 403
any two of the persons 133
any two of the planets 42
any two of the preceding 278
any two of the primary 494
any two of the remaining 292
any two of the samples 67
any two of the several 42
any two of the stations 63
any two of the triangles 65
any two of the vectors 157
any use in the inquiry 50
any use in the present 423
any use in the process 52
any use of an illegal 68
any use of an illicit 96
any use of the channel 78
any use of the claimed 90
any use of the concept 230
any use of the easement 50
any use of the highway 44
any use of the injured 45
any use of the language 104
any use of the letters 60
any use of the library 69
any use of the material 2585
any use of the natural 57
any use of the product 167
any use of the results 74
any use of the surface 84
any use to the british 53
any use to the company 85
any use to the country 248
any use to the deceased 133
any use to the germans 78
any use to the patient 81
any use to the society 56
any use to the student 64
any use to the workers 61
any war in the history 108
any war in the pacific 67
any war or to sanction 41
any way as an attempt 72
any way as the criteria 315
any way at the expense 67
any way at the present 264
any way be of service 288
any way by the absence 118
any way by the addition 52
any way by the british 132
any way by the chinese 46
any way by the company 52
any way by the content 241
any way by the decision 62
any way by the federal 111
any way by the opinions 76
any way by the outcome 69
any way by the passage 62
any way by the present 59
any way by the previous 67
any way by the process 89
any way in an attempt 42
any way in the affairs 312
any way in the conduct 126
any way in the decision 74
any way in the dispute 51
any way in the election 74
any way in the payment 41
any way in the present 177
any way in the process 207
any way in the profits 43
any way in the quarrel 45
any way in the question 49
any way in the service 113
any way of the chuckling 64
any way on my account 57
any way on the material 44
any way on the quality 59
any way on the question 130
any way on the subject 501
any way on the variation 374
any way to be certain 70
any way to be classed 56
any way to be desired 57
any way to be related 45
any way to be shrinking 68
any way to be trusted 46
any way to do justice 77
any way to go against 42
any way to the benefit 47
any way to the british 101
any way to the comfort 63
any way to the concept 48
any way to the conduct 56
any way to the content 54
any way to the control 57
any way to the country 52
any way to the decision 51
any way to the efforts 136
any way to the failure 47
any way to the general 114
any way to the material 52
any way to the natural 57
any way to the patient 104
any way to the payment 60
any way to the present 279
any way to the previous 52
any way to the problem 85
any way to the process 49
any way to the product 52
any way to the question 174
any way to the solution 87
any way to the subject 1538
any way to the success 167
any way to the support 166
any way to the welfare 89
any who be my friends 67
any year in the history 404
any year in the previous 82
any year is the average 225
any year of the century 46
any year of the interim 246
any year of the preceding 60
any year of the previous 60
any year of the tenancy 69
any zeal in the service 50
ape than to the european 44
arc due to the following 40
arc not to be trusted 81
arc now in the british 48
arc out of the question 113
area and in the absence 47
area and in the adjoining 126
area and in the anterior 101
area and in the central 304
area and in the coastal 50
area and in the control 44
area and in the country 158
area and in the extreme 44
area and in the following 102
area and in the general 40
area and in the interior 48
area and in the lateral 81
area and in the northern 271
area and in the pacific 144
area and in the process 125
area and in the southern 512
area and in the suburbs 72
area and in the western 250
area and is the largest 98
area and it is assumed 81
area and it is usually 102
area and of the country 56
area and on the northern 68
area and on the pacific 51
area and on the southern 55
area and on the western 46
area and to the general 53
area are in the process 65
area are to be avoided 69
area due to an increase 52
area due to the absence 59
area due to the increase 56
area east of the capital 45
area east of the cascade 97
area east of the central 87
area east of the dnieper 80
area east of the highway 50
area east of the present 229
area east of the railway 67
area east of the rockies 426
area east of the salween 70
area east of the southern 73
area east of the village 73
area east of the vistula 183
are age of the patient 52
area had to be carried 42
area had to be covered 128
area had to be crossed 49
area had to be divided 56
area had to be reduced 100
area had to be removed 59
area had to be secured 41
area has to be covered 216
area has to be defined 51
area has to be divided 66
area has to be reduced 55
area has to be removed 40
area led to an increase 43
are all at my command 107
are all at the beginning 199
are all at the command 171
are all at the expense 79
are all at the present 136
are all at the service 144
are all at the surface 42
are all in it together 3887
are all in my thoughts 75
are all in the agonies 44
are all in the british 264
are all in the capital 55
are all in the central 113
are all in the context 122
are all in the correct 115
are all in the country 277
are all in the extreme 114
are all in the general 181
are all in the greatest 287
are all in the highest 504
are all in the interior 200
are all in the kitchen 168
are all in the language 102
are all in the library 168
are all in the national 196
are all in the natural 80
are all in the northern 313
are all in the passage 46
are all in the passive 43
are all in the perfect 42
are all in the picture 168
are all in the position 417
are all in the present 942
are all in the private 123
are all in the process 1216
are all in the rainbow 44
are all in the service 1191
are all in the southern 247
are all in the streets 75
are all in the suburbs 52
are all in the tropics 48
are all in the village 47
are all in the western 262
are all of an inferior 55
are all of an uniform 47
are all of no account 58
are all of the correct 102
are all of the essence 102
are all of the factors 159
are all of the familiar 47
are all of the following 2042
are all of the general 301
are all of the greatest 381
are all of the highest 872
are all of the intense 91
are all of the members 117
are all of the natural 123
are all of the numbers 44
are all of the pattern 44
are all of the persons 75
are all of the present 151
are all of the remaining 42
are all of the richest 88
are all of the simpler 51
are all of the smaller 42
are all of the species 96
are all of the surface 40
are all of the typical 41
are all of the variety 41
are all of us brothers 75
are all of us bubbles 46
are all of us capable 126
are all of us endowed 92
are all of us equally 120
are all of us exposed 62
are all of us familiar 569
are all of us lawyers 46
are all of us members 115
are all of us obliged 75
are all of us priests 53
are all of us sinners 239
are all of us subject 244
are all of us tempted 65
are all of us together 115
are all of us trapped 96
are all on the decline 59
are all on the horizon 49
are all on the increase 342
are all on the journey 88
are all on the lookout 139
are all on the northern 68
are all on the outside 755
are all on the pacific 52
are all on the shelves 58
are all on the southern 69
are all on the stretch 59
are all on the subject 189
are all on the surface 1023
are all on the western 145
are all to be admired 73
are all to be avoided 334
are all to be brought 161
are all to be brushed 47
are all to be carried 103
are all to be classed 227
are all to be counted 149
are all to be deduced 43
are all to be derived 88
are all to be desired 51
are all to be dressed 71
are all to be drilled 54
are all to be enjoyed 57
are all to be equally 64
are all to be gathered 250
are all to be invited 55
are all to be located 63
are all to be measured 69
are all to be reduced 122
are all to be removed 108
are all to be shunned 43
are all to be studied 96
are all to be subject 99
are all to be trusted 52
are all to be weighed 48
are all to be written 53
are all to no purpose 122
are all to the benefit 42
are all to the purpose 44
are any in the country 44
are any of my friends 42
are any of the following 2270
are any of the members 48
are any of the species 44
area one of the largest 131
area one of the richest 74
are apt at the present 52
are apt to be accused 56
are apt to be adopted 57
are apt to be against 155
are apt to be alarmed 159
are apt to be altered 154
are apt to be annoyed 306
are apt to be applied 147
are apt to be aroused 109
are apt to be arranged 132
are apt to be ashamed 98
are apt to be avoided 40
are apt to be awkward 133
are apt to be baffled 82
are apt to be blinded 131
are apt to be blocked 42
are apt to be blurred 108
are apt to be brittle 206
are apt to be brought 587
are apt to be bruised 47
are apt to be carried 1153
are apt to be cautious 120
are apt to be charged 116
are apt to be checked 45
are apt to be chilled 126
are apt to be chronic 58
are apt to be classed 68
are apt to be clogged 41
are apt to be closely 292
are apt to be colored 153
are apt to be complex 160
are apt to be confusing 977
are apt to be content 204
are apt to be correct 44
are apt to be couched 44
are apt to be counted 134
are apt to be covered 290
are apt to be cracked 81
are apt to be crooked 119
are apt to be crowded 333
are apt to be crushed 97
are apt to be cynical 56
are apt to be damaged 321
are apt to be dazzled 172
are apt to be decided 104
are apt to be defeated 133
are apt to be defined 84
are apt to be delayed 168
are apt to be deluded 268
are apt to be demanding 43
are apt to be deranged 60
are apt to be devoted 53
are apt to be diffuse 66
are apt to be dilated 69
are apt to be diseased 41
are apt to be divided 102
are apt to be dropped 100
are apt to be drowned 77
are apt to be elusive 46
are apt to be enticed 51
are apt to be equally 292
are apt to be erratic 129
are apt to be exactly 49
are apt to be excited 312
are apt to be exposed 222
are apt to be extreme 99
are apt to be familiar 113
are apt to be fatally 101
are apt to be flooded 57
are apt to be foolish 74
are apt to be gathered 45
are apt to be general 52
are apt to be gradual 80
are apt to be greatest 94
are apt to be greeted 76
are apt to be grossly 54
are apt to be grouped 71
are apt to be happier 63
are apt to be harmful 104
are apt to be hastily 55
are apt to be haunted 50
are apt to be highest 73
are apt to be hostile 80
are apt to be hurried 123
are apt to be ignored 511
are apt to be immoral 104
are apt to be imposed 113
are apt to be induced 140
are apt to be inferior 114
are apt to be injured 574
are apt to be intense 94
are apt to be invaded 89
are apt to be jumbled 65
are apt to be kindled 103
are apt to be knocked 55
are apt to be labeled 82
are apt to be largely 146
are apt to be liberal 53
are apt to be lightly 41
are apt to be limited 300
are apt to be located 211
are apt to be loosely 40
are apt to be married 45
are apt to be members 51
are apt to be minimal 91
are apt to be mislaid 44
are apt to be misleading 5932
are apt to be misused 70
are apt to be nervous 215
are apt to be noticed 60
are apt to be obscure 89
are apt to be offered 105
are apt to be omitted 161
are apt to be opposed 66
are apt to be overrun 79
are apt to be painful 216
are apt to be painted 57
are apt to be persons 91
are apt to be present 2888
are apt to be pressed 138
are apt to be pursued 56
are apt to be puzzled 167
are apt to be quicker 43
are apt to be quickly 89
are apt to be rapidly 52
are apt to be reduced 253
are apt to be refused 42
are apt to be related 125
are apt to be removed 74
are apt to be repeated 234
are apt to be revealed 76
are apt to be rounded 68
are apt to be seasoned 63
are apt to be seduced 207
are apt to be selfish 195
are apt to be settled 62
are apt to be several 216
are apt to be shadowy 245
are apt to be shallow 55
are apt to be sharply 44
are apt to be shifted 45
are apt to be shocked 167
are apt to be shorter 143
are apt to be similar 195
are apt to be sketchy 42
are apt to be slurred 40
are apt to be smaller 233
are apt to be snapped 46
are apt to be socially 91
are apt to be spoiled 153
are apt to be spotted 42
are apt to be sterile 187
are apt to be stirred 73
are apt to be stronger 167
are apt to be strongly 264
are apt to be stunted 68
are apt to be subject 175
are apt to be superior 85
are apt to be suspect 152
are apt to be swamped 58
are apt to be swollen 146
are apt to be tainted 57
are apt to be tempted 71
are apt to be totally 122
are apt to be trained 49
are apt to be unaware 119
are apt to be unequal 77
are apt to be unhappy 64
are apt to be unhealthy 45
are apt to be uniform 56
are apt to be unsound 50
are apt to be unusual 48
are apt to be unwilling 51
are apt to be useless 47
are apt to be utterly 44
are apt to be variable 173
are apt to be victims 41
are apt to be violated 47
are apt to be visible 97
are apt to be visited 55
are apt to be vitiated 67
are apt to be waylaid 94
are apt to be weakened 122
are apt to be worried 51
are apt to be written 116
are apt to go together 285
area than at the present 94
area than in the central 117
area than in the control 190
area than in the country 54
area than in the northern 247
area than in the previous 85
area than in the southern 172
area than in the western 88
area that is at present 53
area that is in contact 271
area that is of concern 75
area that is the present 82
area that is the subject 701
area that is to receive 104
area that it is usually 46
area this is the largest 40
area was in the northern 47
area was in the process 146
area was in the southern 62
area was in the western 46
area was to be brought 41
area was to be carried 63
area was to be covered 122
area was to be divided 243
area was to be reduced 47
are bad in the extreme 40
are bad in the respect 52
are being at the present 92
are both at the beginning 107
are both at the service 49
are both in the british 178
are both in the country 56
are both in the decline 118
are both in the highest 69
are both in the kitchen 64
are both in the library 50
are both in the medical 48
are both in the northern 84
are both in the position 86
are both in the present 290
are both in the process 213
are both in the service 257
are both in the southern 50
are both of the essence 69
are both of the greatest 86
are both of the highest 112
are both of us nervous 46
are both on the faculty 81
are both on the horizon 52
are both on the increase 161
are both on the surface 55
are both on the western 54
are both to be applied 48
are both to be avoided 426
are both to be counted 58
are both to be decided 57
are both to be enjoyed 54
are both to be measured 44
are both to the greatest 71
are but as the patient 46
are but at the beginning 1265
are but in the beginning 148
are but in the infancy 108
are but of the present 42
are but on the surface 81
are cut at the beginning 104
are cut at the surface 66
are cut by the revolving 94
are cut by the surface 52
are cut in the country 84
are cut in the following 153
are cut in the forests 100
are cut in the natural 41
are cut in the plaster 46
are cut in the surface 140
are cut on the diagonal 142
are cut on the outside 119
are cut on the surface 117
are cut to the correct 192
are cut to the desired 886
are cut to the minimum 223
are cut to the pattern 55
are dead at the present 65
are dead or in slavery 41
are dear to me because 99
are dear to the british 41
are dear to thy husband 71
are dear to us because 128
are doing at the beginning 40
are doing at the present 2640
are doing in the context 99
are doing in the country 70
are doing in the kitchen 61
are doing in the library 53
are doing in the meantime 50
are doing in the picture 166
are doing in the present 2178
are doing in the process 96
are doing in the program 79
are doing in the schools 124
are doing in the service 40
are doing in the streets 45
are doing is to provide 47
are doing it on purpose 737
are doing it to protect 79
are doing me the greatest 43
are doing so at present 127
are doing so in increasing 74
are doing so to protect 59
are doing to be sociable 44
are doing to my country 41
are doing to the country 182
are doing to the patient 125
are dry in the interior 93
are dry on the outside 40
are dry on the surface 52
are due at the beginning 1405
are due in the current 55
are due on the following 132
are due to an absence 135
are due to an allergy 119
are due to an altered 208
are due to an ascending 91
are due to an attempt 139
are due to an increase 1379
are due to an increasing 137
are due to an intense 61
are due to an invasion 82
are due to an organic 119
are due to an overall 48
are due to an unequal 54
are due to an unknown 83
are due to an unusual 72
are due to be married 40
are due to be released 308
are due to be removed 99
are due to be retired 45
are due to be revised 57
are due to be settled 101
are due to be shipped 54
are due to my country 74
are due to my editors 71
are due to my friends 647
are due to my husband 362
are due to my parents 349
are due to my partner 41
are due to my research 148
are due to my teachers 78
are due to the ability 430
are due to the absence 1994
are due to the addition 426
are due to the adoption 116
are due to the advance 64
are due to the alcohol 116
are due to the alleged 139
are due to the altered 250
are due to the analogy 45
are due to the ancient 47
are due to the applied 57
are due to the arabians 40
are due to the arrival 72
are due to the artists 76
are due to the assumed 131
are due to the attacks 95
are due to the attempt 358
are due to the austrian 51
are due to the bacteria 108
are due to the balance 68
are due to the beginning 42
are due to the behavior 137
are due to the borrowing 67
are due to the british 1080
are due to the canadian 111
are due to the capital 43
are due to the capture 55
are due to the careful 76
are due to the central 323
are due to the charges 42
are due to the chronic 126
are due to the climate 102
are due to the closure 46
are due to the college 42
are due to the company 154
are due to the complex 556
are due to the congress 49
are due to the contact 160
are due to the content 64
are due to the control 133
are due to the copyist 44
are due to the coulomb 57
are due to the council 327
are due to the country 127
are due to the courage 102
are due to the creative 138
are due to the crystal 97
are due to the culture 53
are due to the curator 46
are due to the current 502
are due to the decision 45
are due to the decline 87
are due to the decrease 214
are due to the defects 157
are due to the delayed 41
are due to the demands 92
are due to the density 81
are due to the deposit 115
are due to the descent 53
are due to the deviation 56
are due to the differing 734
are due to the diurnal 91
are due to the diverse 104
are due to the division 105
are due to the doppler 200
are due to the dynamic 128
are due to the editors 4952
are due to the effects 2732
are due to the efforts 753
are due to the egyptian 108
are due to the ejection 53
are due to the elastic 183
are due to the element 103
are due to the eminent 65
are due to the emission 204
are due to the emperor 51
are due to the enzymes 81
are due to the european 59
are due to the example 42
are due to the exchange 193
are due to the expanding 41
are due to the extreme 600
are due to the factors 161
are due to the faculty 154
are due to the failure 1831
are due to the faithful 95
are due to the fatigue 42
are due to the federal 92
are due to the following 25060
are due to the foreign 226
are due to the freedom 44
are due to the friction 177
are due to the friends 272
are due to the function 40
are due to the general 1761
are due to the genetic 103
are due to the geometry 162
are due to the gradual 431
are due to the hardening 96
are due to the harvard 57
are due to the history 48
are due to the hungarian 40
are due to the illness 54
are due to the immense 91
are due to the impacts 69
are due to the impulse 186
are due to the increase 681
are due to the increasing 858
are due to the induced 127
are due to the inferior 44
are due to the ingenuity 90
are due to the intense 195
are due to the invasion 314
are due to the journal 49
are due to the kinetic 87
are due to the language 137
are due to the lateral 160
are due to the lattice 43
are due to the library 322
are due to the limited 957
are due to the location 135
are due to the lowered 50
are due to the machine 86
are due to the manager 40
are due to the massive 55
are due to the material 397
are due to the maximum 112
are due to the medical 150
are due to the members 1138
are due to the mineral 49
are due to the mixture 120
are due to the modifying 65
are due to the national 1107
are due to the natural 1500
are due to the neglect 549
are due to the nervous 43
are due to the network 51
are due to the neutral 47
are due to the novelty 41
are due to the objects 55
are due to the omission 169
are due to the optical 100
are due to the orbital 139
are due to the organic 78
are due to the osmotic 45
are due to the overall 125
are due to the overlap 127
are due to the parents 105
are due to the passage 658
are due to the passive 48
are due to the patient 744
are due to the paucity 48
are due to the peculiar 537
are due to the periodic 181
are due to the persons 117
are due to the placebo 173
are due to the poisons 58
are due to the position 323
are due to the poverty 76
are due to the present 912
are due to the previous 134
are due to the primary 603
are due to the printer 50
are due to the private 61
are due to the problem 51
are due to the process 483
are due to the product 85
are due to the program 224
are due to the project 90
are due to the protein 71
are due to the protons 60
are due to the purpose 76
are due to the quality 202
are due to the quantum 109
are due to the radiation 97
are due to the rapidly 58
are due to the ravages 54
are due to the reactions 158
are due to the rebound 137
are due to the reduced 472
are due to the refusal 43
are due to the regional 45
are due to the regular 136
are due to the relation 179
are due to the remaining 51
are due to the remains 43
are due to the removal 440
are due to the repeated 124
are due to the research 207
are due to the resulting 192
are due to the results 110
are due to the revival 49
are due to the rhythmic 57
are due to the rotation 341
are due to the rupture 332
are due to the science 51
are due to the seasonal 96
are due to the service 85
are due to the several 358
are due to the shadows 49
are due to the shorter 46
are due to the shrinking 92
are due to the similar 62
are due to the smaller 215
are due to the society 152
are due to the solution 94
are due to the solvent 189
are due to the sources 54
are due to the species 63
are due to the spirits 49
are due to the splitting 244
are due to the strains 55
are due to the subject 375
are due to the success 71
are due to the superior 282
are due to the support 86
are due to the supreme 97
are due to the surface 269
are due to the swedish 142
are due to the teachers 85
are due to the typhoid 115
are due to the unequal 490
are due to the uniform 105
are due to the unknown 87
are due to the unusual 124
are due to the variable 539
are due to the variation 461
are due to the variety 247
are due to the violation 119
are due to the vitiation 49
are due to the voltage 43
are due to the weakness 191
are due to the western 40
are due to the workers 98
are due to the writers 136
are dug by the natives 54
are dying by the millions 97
are dying by the thousand 106
are dying in the streets 371
are dying on the streets 97
are each of an unsocial 227
are each of the following 2862
are each of us capable 64
are each to be divided 41
are easy on the stomach 84
are easy to be guessed 50
are easy to be seduced 59
are easy to do because 90
are eating in the kitchen 73
are eating up the country 75
are far in the decline 55
are far in the interior 402
are fear of the unknown 73
are fed at the expense 325
are fed by the parents 750
are fed by the priests 136
are fed by the surplus 185
are fed by the workers 536
are fed in the following 153
are fed on the chimney 231
are fed on the occasion 42
are fed on the patient 55
are fed to the animals 242
are fed to the central 50
are fed to the circuit 52
are fed to the control 152
are fed to the counter 86
are fed to the digital 51
are fed to the furnace 93
are fed to the machine 568
are fed to the network 110
are fed to the primary 92
are fed to the process 67
are few at the present 233
are few in the country 82
are few in the history 59
are few in the present 175
are few of the ancient 52
are few of the moderns 64
are few of the natives 40
are few of the present 103
are few of the smaller 52
are few of the youngest 61
are few or no natural 67
are few or no persons 53
are few or no records 56
are few or no remains 117
are few or no windows 59
are fit to be admired 54
are fit to be brought 84
are fit to be carried 84
are fit to be classed 49
are fit to be gathered 103
are fit to be masters 57
are fit to be members 123
are fit to be offered 67
are fit to be ordered 132
are fit to be parents 46
are fit to be planted 53
are fit to be printed 68
are fit to be pursued 65
are fit to be removed 49
are fit to be teachers 48
are fit to be trusted 674
are fit to be visited 40
are for it or against 307
are for me or against 116
are for us or against 214
are going at the present 127
are going by the wayside 129
are going in the carriage 178
are going in the country 400
are going on at present 1375
are going on at several 114
are going on in america 107
are going on in germany 44
are going on in respect 41
are going on in several 97
are going on in society 111
are going on so rapidly 65
are going on the account 40
are going on to college 1346
are going on to develop 51
are going on to perfect 40
are going to be accessing 86
are going to be accused 131
are going to be adopted 214
are going to be against 154
are going to be allowed 1170
are going to be alright 664
are going to be altered 126
are going to be amended 47
are going to be annoyed 53
are going to be applied 797
are going to be arranged 106
are going to be artists 43
are going to be ashamed 89
are going to be attending 100
are going to be audited 81
are going to be awarded 83
are going to be awesome 69
are going to be awfully 313
are going to be awkward 51
are going to be because 215
are going to be beheaded 56
are going to be between 101
are going to be blessed 816
are going to be blocked 74
are going to be bothered 90
are going to be brothers 69
are going to be brought 1183
are going to be capable 133
are going to be careful 171
are going to be carried 812
are going to be cautious 93
are going to be central 118
are going to be certain 254
are going to be charged 470
are going to be checked 134
are going to be chopped 55
are going to be closely 83
are going to be comparing 52
are going to be competing 190
are going to be complex 79
are going to be content 342
are going to be correct 73
are going to be counted 102
are going to be covered 501
are going to be creations 40
are going to be creative 91
are going to be crossed 51
are going to be crowded 98
are going to be crowned 70
are going to be crushed 218
are going to be damaged 98
are going to be debated 42
are going to be decided 226
are going to be defeated 448
are going to be defined 184
are going to be delayed 231
are going to be deleted 61
are going to be demanding 93
are going to be derived 49
are going to be designing 59
are going to be devoted 102
are going to be divided 245
are going to be doctors 260
are going to be drafted 108
are going to be dragged 335
are going to be dressed 108
are going to be dropped 296
are going to be drowned 221
are going to be elected 268
are going to be enacted 50
are going to be engulfed 53
are going to be entered 109
are going to be equally 272
are going to be erected 142
are going to be everything 41
are going to be evicted 107
are going to be exactly 215
are going to be examining 68
are going to be excited 121
are going to be expecting 77
are going to be exploring 67
are going to be exposed 1090
are going to be extinct 137
are going to be faithful 181
are going to be familiar 63
are going to be farmers 93
are going to be featured 43
are going to be flogged 102
are going to be flooded 115
are going to be focused 108
are going to be following 102
are going to be foolish 77
are going to be forever 113
are going to be founded 55
are going to be friends 1934
are going to be gathered 92
are going to be grabbed 83
are going to be granted 106
are going to be grouped 54
are going to be handled 425
are going to be happening 123
are going to be happier 191
are going to be harmful 61
are going to be healthier 42
are going to be helpful 354
are going to be history 40
are going to be honored 74
are going to be hostile 67
are going to be husband 59
are going to be ignored 166
are going to be immense 49
are going to be imposed 208
are going to be increasing 89
are going to be induced 72
are going to be injured 95
are going to be invaded 147
are going to be investing 62
are going to be invited 345
are going to be knocked 130
are going to be labeled 76
are going to be largely 151
are going to be lawyers 103
are going to be limited 967
are going to be listening 168
are going to be located 289
are going to be lowered 47
are going to be managed 202
are going to be married 13813
are going to be massive 51
are going to be masters 192
are going to be matched 43
are going to be meaningful 119
are going to be measured 418
are going to be members 153
are going to be millions 109
are going to be minimal 46
are going to be moments 120
are going to be mounted 65
are going to be natural 57
are going to be nervous 111
are going to be noticed 77
are going to be obliged 157
are going to be observing 68
are going to be offered 442
are going to be operating 191
are going to be opposed 93
are going to be ordered 80
are going to be outside 375
are going to be overrun 102
are going to be painful 117
are going to be painted 104
are going to be parents 322
are going to be patient 120
are going to be perfect 187
are going to be plagued 52
are going to be planted 150
are going to be pleasant 75
are going to be popular 172
are going to be present 1163
are going to be pressed 109
are going to be priests 43
are going to be printed 403
are going to be private 49
are going to be producing 134
are going to be providing 112
are going to be pursued 85
are going to be puzzled 201
are going to be rational 76
are going to be realized 375
are going to be rebuilt 56
are going to be receiving 137
are going to be recording 63
are going to be reduced 537
are going to be referring 46
are going to be regular 53
are going to be related 263
are going to be released 683
are going to be reliable 40
are going to be removed 592
are going to be renewed 47
are going to be repealed 59
are going to be repeated 209
are going to be reporting 42
are going to be rescued 106
are going to be retired 62
are going to be revealed 199
are going to be revised 70
are going to be revived 59
are going to be roasted 43
are going to be roughly 94
are going to be saddled 89
are going to be screwed 94
are going to be searched 103
are going to be secured 51
are going to be selfish 73
are going to be settled 338
are going to be several 331
are going to be shifted 81
are going to be shipped 192
are going to be shocked 714
are going to be similar 171
are going to be sisters 47
are going to be smaller 136
are going to be smashed 57
are going to be spoiled 51
are going to be started 179
are going to be starved 59
are going to be stepped 79
are going to be stopped 243
are going to be stronger 117
are going to be strongly 75
are going to be studied 273
are going to be stunned 41
are going to be subject 490
are going to be suffering 62
are going to be swamped 142
are going to be tackled 99
are going to be teachers 303
are going to be tempted 311
are going to be thrilled 173
are going to be together 2504
are going to be totally 319
are going to be touched 109
are going to be tougher 79
are going to be trained 349
are going to be trapped 124
are going to be traveling 359
are going to be trouble 66
are going to be unhappy 527
are going to be unwilling 41
are going to be updated 86
are going to be useless 98
are going to be utterly 92
are going to be victims 99
are going to be violated 82
are going to be visible 107
are going to be visited 115
are going to be vitally 50
are going to be wandering 58
are going to be watched 160
are going to be weakened 45
are going to be weighed 63
are going to be whipped 84
are going to be winners 188
are going to be wondering 100
are going to be worried 206
are going to be wrecked 57
are going to be writers 64
are going to be written 322
are going to do because 383
are going to do between 52
are going to do certain 79
are going to do everything 3213
are going to do exactly 402
are going to do justice 122
are going to do research 142
are going to do several 54
are going to do together 709
are going to do tonight 198
are going to do wonders 61
are going to eat together 109
are going to eat tonight 49
are going to go against 82
are going to go forward 460
are going to go outside 203
are going to go together 128
are going to my husband 41
are going to or returning 132
are going to the academy 43
are going to the airport 265
are going to the bahamas 44
are going to the bathroom 216
are going to the british 53
are going to the capital 245
are going to the chamber 55
are going to the concert 260
are going to the convent 61
are going to the country 993
are going to the dentist 127
are going to the emerald 86
are going to the emperor 47
are going to the expense 147
are going to the extreme 67
are going to the funeral 325
are going to the gallows 58
are going to the general 99
are going to the grocery 126
are going to the islands 92
are going to the kitchen 65
are going to the library 312
are going to the national 95
are going to the pacific 137
are going to the private 51
are going to the rectory 43
are going to the riviera 43
are going to the schools 51
are going to the seashore 184
are going to the service 170
are going to the suburbs 43
are going to the trouble 418
are going to the village 328
are going to the western 85
are going up the country 42
are got in an instant 46
are got up in elegant 46
are his in the highest 58
are hung at the windows 78
are hung by the chimney 41
are hung in the solution 47
are hung in the windows 47
are hung on the outside 183
are hung up in bunches 66
are ill or in trouble 179
are ill or on holiday 51
are ill or on vacation 182
are ill to the suffering 191
are key in the process 55
are key to the ability 88
are key to the company 124
are key to the overall 82
are key to the process 166
are key to the program 47
are key to the project 53
are key to the quality 55
are key to the success 1420
are lead to the following 185
are led by an officer 42
are led by the analogy 61
are led by the capital 47
are led by the counter 88
are led by the example 52
are led by the following 180
are led by the foregoing 286
are led by the general 105
are led by the history 41
are led by the impulse 68
are led by the national 40
are led by the pleasure 83
are led by the preceding 57
are led by the private 78
are led to the central 57
are led to the concept 349
are led to the equation 168
are led to the following 6284
are led to the formula 98
are led to the gallows 174
are led to the general 513
are led to the highest 59
are led to the inquiry 51
are led to the outside 52
are led to the position 95
are led to the problem 161
are led to the question 481
are led to the relation 204
are led to the solution 85
are led to the startling 63
are let to the occupying 87
are let to the tenants 46
are lit in the streets 68
are long to be debated 49
are low at the beginning 326
are low in the absence 58
are low in the emotions 52
are low in the newborn 94
are low in the surface 55
are low in the vitamin 54
are low on the average 40
are low on the horizon 77
are low on the priority 115
are lying at the wharves 81
are lying in the streets 186
are lying on the shelves 58
are lying on the surface 329
are mad at me because 120
are mad on the subject 92
are mean in the extreme 105
are men in the cabinet 107
are men in the country 157
are men in the highest 44
are men in the present 219
are men in the service 41
are men in the village 56
are men of no religion 68
are men of the greatest 208
are men of the highest 1368
are men of the present 136
are men to be brought 43
are men to be counted 53
are men to be trusted 58
are met at the airport 421
are met at the beginning 42
are met at the expense 254
are met by an awkward 49
are met by an increase 123
are met by an official 40
are met by the average 43
are met by the central 174
are met by the company 149
are met by the current 68
are met by the federal 51
are met by the following 562
are met by the general 65
are met by the inquiry 62
are met by the national 57
are met by the paradox 68
are met by the parents 68
are met by the patient 52
are met by the present 61
are met by the problem 62
are met by the product 80
are met by the question 478
are met in the context 108
are met in the current 40
are met in the following 329
are met in the present 254
are met in the process 117
are met in the streets 124
are met to the fullest 66
are met to the maximum 45
are mum on the subject 41
are near to the average 44
are near to the surface 263
are net of the effects 85
are new in the context 64
are new in the country 96
are new in the history 159
are new to the british 108
are new to the company 542
are new to the concept 204
are new to the country 565
are new to the culture 65
are new to the current 44
are new to the general 60
are new to the language 330
are new to the library 59
are new to the markets 45
are new to the patient 59
are new to the position 90
are new to the present 50
are new to the process 340
are new to the program 593
are new to the project 88
are new to the research 67
are new to the service 79
are new to the student 174
are new to the subject 1231
are new to the village 46
are new to the windows 139
are not as the egyptian 734
are not as the players 144
are not as the squares 57
are not as the thoughts 80
are not at my command 133
are not at the airport 47
are not at the bedside 65
are not at the beginning 1350
