act imposing taxes for the 234
are better known than the 2145
are better known than to 87
are better liked than the 61
are better looking than the 241
are better people for it 74
are better people than the 157
are better people than we 61
are better poetry than the 79
are better stuff than the 47
are better today than at 57
are better today than in 68
are better value than the 48
are bitter sweet with the 66
are booked solid for the 87
are bright green and the 93
are broken apart and the 82
are buried alive with the 148
are called every day to 52
are called nodes and the 174
are called rules for the 48
are called viler than the 71
are called white and the 60
are caught every year by 51
are caught every year in 108
are caused above all by 72
are caused every year by 183
are causes which may be 64
are changed every day or 45
are changed every two or 155
are changed every year or 46
are changes which aid the 77
are changes which can be 94
are chosen every year by 80
are chosen which can be 73
are claims arising out of 50
are cleaned every day by 42
are clearly aware that the 227
are clearly borne out by 134
are clearly borne out in 54
are clearly drawn and the 64
are clearly faced with the 69
are clearly later than the 242
are clearly liable for the 61
are clearly longer than the 63
are clearly lower than in 107
are clearly lower than the 243
are clearly older than the 272
are clearly ruled out by 49
are clearly shown and the 105
are clearly shown that the 99
are clearly shown with the 44
are closed again and the 41
are common names for the 164
are common sites for the 127
are created equal and the 135
are created equal now we 56
are created which can be 112
are created which lead to 66
are created which may be 89
are curious about how it 53
are curious about how the 215
are curious about how to 90
are curious about why the 41
are currying favor with the 42
are darker brown than the 64
are darker green than the 63
are deeply aware that the 103
are deeply aware that we 60
are deeply sorry for the 62
are driven flush with the 132
are eagerly looking for the 76
are eagerly waiting for the 362
are edible either raw or 55
are engaged every day in 60
are engaged right now in 53
are enough people who do 72
are enough people with the 54
are errors which can be 40
are events which can be 97
are exciting times for the 177
are fairly close and the 43
are fairly happy with the 66
are fairly large and the 190
are fairly large for the 44
are fairly short and the 62
are fairly small and do 46
are fairly small and the 115
are fairly small for the 40
are farther apart and the 272
are farther apart near the 47
are farther apart than in 532
are farther apart than on 61
are farther apart than the 988
are fighting today for the 67
are filled again with the 46
are filled daily with the 43
are findings below that the 799
are firmly armed with the 85
are firmly fused with the 58
are flooding right out of 49
are forced apart and the 157
are forced every day to 85
are forces which can be 64
are forged solid with the 81
are formed either with the 44
are formed first and the 88
are formed later than the 169
are formed rather than the 49
are formed where two or 48
are formed which act as 253
are formed which are as 46
are formed which are in 76
are formed which are of 78
are formed which are the 101
are formed which are to 48
are formed which can be 539
are formed which lead to 104
are formed which may be 417
are freely given for the 41
are freely given him of 197
are freely given them by 59
are freely given them of 78
are freely given you of 44
are further apart and the 136
are further apart than in 283
are further apart than the 386
are further aware that the 94
are further borne out by 283
are further borne out in 50
are further proof that the 170
are further signs that the 59
are glacial lakes now so 57
are golden brown and the 481
are greater evils than the 76
are greater lords than we 42
are greater today than at 92
are greater today than in 77
are greatly taken with the 44
are guided above all by 71
are habits which put an 79
are hardly aware that he 58
are hardly aware that it 120
are hardly aware that the 164
are hardly aware that we 78
are hardly borne out by 266
are hardly known out of 56
are hardly longer than the 93
are hardly older than the 85
are hardly worse than the 43
are heavily laden with the 174
are heavily taxed for the 87
are hedged about with the 62
are hereby thrown out of 84
are higher today than at 55
are higher today than in 104
are highly toxic and the 52
are hooked worse than me 47
are houses built for the 58
are indeed aware that the 64
are indeed borne out by 89
are indeed faced with the 58
are indeed happy that the 46
are indeed lower than the 53
are indeed older than the 41
are indeed signs that the 93
are issued every day in 52
are issued every year by 51
are issued every year in 62
are issues which are of 47
are issues which can be 119
are joined every year by 40
are justly famed for the 59
are keenly aware that if 67
are keenly aware that in 122
are keenly aware that it 149
are keenly aware that the 1131
are keenly aware that we 138
are killed every day by 130
are killed every day in 264
are killed every year as 53
are killed every year by 775
are killed every year in 738
are killed every year on 137
are killed every year to 48
are kindly cared for by 47
are larger birds than the 61
are learned first and the 48
are lifted above all the 47
are lifted level with the 69
are lifted right out of 58
are likely sites for the 60
are limits which they do 41
are linked above all to 43
are linked rather with the 48
are listed below and in 232
are listed below and on 245
are listed below and the 275
are listed below for the 544
are listed below with an 120
are listed below with the 1250
are listed first and the 144
are listed under both the 81
are listed under each of 265
are listed under one of 71
are listed which can be 45
are listed which may be 52
are little aware that the 51
are little known and of 78
are little known and the 61
are little known out of 173
are little longer than the 59
are little lower than the 73
are little older than the 42
are little wider than the 77
are looked after and the 66
are looked after with the 60
are lovingly cared for by 82
are mainly found near the 101
are mainly grown for the 54
are mainly spent not in 84
are marked above all by 121
are marked below with an 62
are marked either with the 62
are merely given for the 57
are merely looking for an 61
are merely looking for the 94
are merely names for the 212
are merely playing with the 42
are merely rules for an 123
are merely rules for the 98
are merely signs that the 56
are merely teaching them to 58
are merely themes for the 75
are merely thrown out as 229
are merely thrown out in 69
are merely tools for the 93
are merely waiting for the 304
are merely white can be 44
are merely words for the 45
are methods which can be 189
are methods which may be 97
are middle class and the 47
are miners working with the 46
are models which can be 67
are mostly found near the 115
are mostly later than the 54
are mostly lower than the 57
are mostly older than the 59
are mostly people who do 49
are mostly small and of 102
are mostly small and the 69
are needed every year to 89
are needed rather than in 47
are needed rather than the 83
are needed rather than to 56
are needed which can be 239
are needed which may be 40
are neither moved nor at 47
are neither willing nor in 50
are obvious links with the 57
are obvious signs that the 97
are partly fused with the 67
are placed about him by 52
are placed above and to 63
are placed above them in 66
are placed below and to 46
are placed first and the 107
are placed flush with the 250
are placed level with the 90
are placed lower than the 97
are placed under one of 64
are placed under them to 58
are placed where they do 49
are places where all the 92
are places where one is 82
are places where they do 106
are places where they eat 131
are places where this is 145
are places where two or 67
are places where you do 45
are places which can be 65
are plants which can be 42
are plants which may be 41
are played either with the 50
are plowed under and the 51
are points arising out of 42
are points which can be 175
are points which may be 125
are poorer today than in 42
are poorly known and the 82
are powers which can be 74
are powers which may be 74
are pretty happy with the 71
are pretty nearly all the 143
are priced lower than the 110
are proper cases for the 47
are proper names for the 48
are pulled apart and the 220
are pulled aside and the 42
are pushed apart and the 102
are pushed aside and the 185
are pushed aside with the 48
are raised about how the 44
are raised above all the 40
are raised above them by 72
are raised every year in 55
are ranked lower than the 72
are rarely faced with the 81
are rarely found and the 57
are rarely found near the 56
are rarely found with the 72
are rarely moved but by 52
are readily found with the 78
are readily thrown out of 43
are reasons given for the 84
are reasons which can be 63
are reasons which may be 41
are recent signs that the 94
are rights issuing out of 75
are rights which can be 70
are rights which may be 75
are ruined every year by 72
are seldom asked for in 52
are seldom aware that the 102
are seldom faced with the 72
are seldom found and the 46
are seldom found but in 159
are seldom found near the 81
are seldom found with the 54
are seldom quite easy to 106
are serious about being in 51
are serious about going to 55
are serious about using the 68
are served either hot or 53
are served every day in 82
are served first and the 43
are silent about how the 40
are silent about things we 40
are simply faced with the 78
are simply learning how to 62
are simply looking for an 170
are simply looking for the 210
are simply mixed with the 86
are simply names for the 151
are simply never going to 53
are simply people who do 52
are simply ruled out of 63
are simply running out of 127
are simply stating that the 50
are simply stuck with the 44
are simply taken out of 86
are simply thrown out of 63
are simply tools for the 47
are simply waiting for an 53
are simply waiting for the 475
are skills which can be 198
are slower growing than the 55
are slowly added and the 52
are slowly changing for the 55
are slowly learning how to 157
are slowly learning that the 136
are slowly passing out of 58
are slowly running out of 56
are something quite new in 94
are something quite out of 42
are something which can be 91
are sooner moved than the 53
are sought after for the 167
are sought after with the 62
are sought shows that the 68
are sounds which can be 63
are special cases for the 43
are special cases that do 51
are special forms for the 51
are special names for the 126
are special rules for the 468
are special terms for the 65
are spending money for the 46
are standing still and the 106
are stolen every year in 52
are stored rather than the 51
are strict rules for the 91
are struck above all by 87
are struck first with the 49
are surely aware that the 112
are surely getting near the 85
are surely right that the 56
are talked about and the 50
are taught about how to 44
are taught every day to 57
are thereby taken out of 60
are thereby thrown out of 110
are thickly lined with the 42
are topics which may be 62
are tossed about with the 42
are traded every day in 54
are traits which can be 66
are treated alike and the 92
are treated alike for the 47
are treated every year in 51
are treated rather than the 59
are treated worse than the 221
are turned every way in 78
are turned under and the 53
are twenty words for the 46
are unclear about any of 87
are unclear about how the 50
are unclear about how to 240
are united again with the 57
are united under one king 55
are unsure about any of 234
are unsure about how the 86
are unsure about how to 1482
are useful tools for the 777
are valued within one or 170
are values which can be 127
are various names for the 187
are various plans for so 50
are various rules for the 48
are various signs that the 56
are various terms for the 48
are vastly fewer than the 90
are vastly older than the 68
are washed twice with the 46
are wasted every day in 50
are wasted every year by 69
are wasted every year in 159
are wasted every year on 89
are weapons which can be 62
are wholly unfit for the 189
are widely known and the 67
are widely known both in 46
are widely known for the 124
are widely spread and the 60
are widely spread out in 62
are without doubt due to 242
are without doubt one of 303
are without doubt two of 57
are without honor and do 69
are without merit and the 48
are without value for the 56
are worked every day to 50
are worrying about how to 139
are worrying signs that the 58
art before every one in 82
art blamed shall not be 176
art itself which you so 43
art should arise out of 77
art should never aim at 67
ask advice about how to 88
ask another human being to 84
ask whether anything can be 148
ass turned aside out of 221
ate without knowing that he 81
