cabaret singer who had 52
counted back his own 60
counted down and out 151
counted from one end 62
counted from that day 93
counted less than his 43
counted less than one 190
counted less than ten 49
counted less than they 58
counted less than two 108
counted more for him 43
counted more than all 136
counted more than any 209
counted more than did 47
counted more than his 127
counted more than its 58
counted more than one 1870
counted more than six 194
counted more than ten 435
counted more than that 174
counted more than two 1750
counted more was that 57
counted more with him 94
counted most for him 76
counted most for them 48
counted most was his 46
counted most was not 96
counted most was that 206
counted most with him 174
counted nothing too dear 146
counted once for each 585
counted only for one 43
counted their dead and 120
counted those who did 47
counted those who had 124
counted three and then 41
counted three men and 55
counted till she got 41
counted unto her for 57
counted unto him for 6203
counted unto them for 319
counted upon and that 124
counted upon for any 393
counted upon for him 45
counted upon for his 92
counted upon for its 91
counted upon for that 82
counted upon for this 42
counted upon her for 54
counted upon him for 80
counted upon his aid 58
counted upon his being 136
counted upon his doing 52
counted upon his own 156
counted upon its being 40
counted upon with any 237
counted what she had 53
counted what they had 52
counted when they are 220
counter along with his 64
counter cold and flu 143
counter those who are 43
counter told her that 40
counter told him that 97
counter what she saw 51
counter what she was 207
counter what they saw 334
counter what they see 471
counter when she saw 64
counter when she was 135
counter when you are 42
country along with all 67
country along with her 79
country along with him 434
country along with his 359
country along with its 147
country along with our 45
country along with them 341
country also can not 46
country also did not 96
country also does not 73
country also had its 171
country also has had 43
country also has its 363
country also has one 323
country also has two 65
country among and near 40
country among his own 96
country among them and 49
country areas are not 41
country bank does not 44
country boys and men 67
country boys are too 49
country boys did not 144
country boys who are 52
country boys who did 42
country boys who had 812
country bringing with them 137
country call for them 128
country came out with 89
country clean and our 87
country club and all 137
country club and had 103
country club and her 48
country club and his 57
country club and its 79
country club and she 51
country club and that 139
country club and then 120
country club and they 78
country club and was 115
country club and you 116
country club are not 47
country club did not 176
country club does not 66
country club for all 68
country club for his 40
country club for its 46
country club one day 44
country club set and 143
country club set that 45
country club that had 119
country club that has 67
country club that was 92
country club was not 95
country club with her 54
country club with him 43
country club with his 122
country club with its 129
country code and area 450
country code and then 166
country code for this 124
country crying out for 202
country crying out that 50
country cute and that 124
country data are not 55
country deals with its 80
country down that way 101
country down with him 65
country down with them 76
country during all its 55
country during all that 43
country during any one 52
country during each year 67
country during his long 379
country during his own 80
country during his son 49
country during its long 51
country during one year 375
country during that era 53
country during that long 58
country during that war 61
country during that year 864
country during this day 76
country during this era 110
country during this long 137
country during this war 301
country during this year 403
country early this year 165
country even than that 68
country even then was 44
country ever had and 84
country ever had for 49
country ever had was 134
country ever has had 68
country ever met with 101
country ever saw did 44
country eyes and ears 69
country fair with its 44
country farm with its 130
country feel that they 297
country feel they are 46
country felt that its 53
country felt that they 186
country felt they had 52
country find out how 40
country find that they 159
country folk and was 41
country folk are not 247
country folk can not 128
country folk did not 431
country folk had not 44
country folk say that 195
country folk that they 141
country folk who are 324
country folk who did 92
country folk who had 1412
country from all its 229
country from any one 134
country from asia and 59
country from her own 48
country from him and 66
country from his own 290
country from his seat 52
country from its foes 96
country from its long 104
country from its old 82
country from its own 340
country from its real 62
country from men who 40
country from off his 57
country from one day 58
country from one end 3119
country from one job 70
country from one that 115
country from one year 101
country from our own 157
country from that day 272
country from them and 118
country from this day 55
country from this new 47
country from this sin 121
country from using its 47
country from war and 163
country from war with 114
country full and gay 139
country gain any real 80
country garb for her 96
country gave him his 100
country girl and had 88
country girl and her 131
country girl and not 41
country girl and she 70
country girl did not 51
country girl does not 50
country girl for her 48
country girl she had 93
country girl she was 173
country girl that she 160
country girl was not 57
country girl who did 149
country girl who does 63
country girl who goes 115
country girl who had 2104
country girl who has 788
country girl who was 388
country girl with her 120
country gone with its 82
country have all but 47
country have any idea 91
country have but one 117
country have had any 68
country have had for 72
country have had one 49
country have had this 108
country have its own 157
country have long ago 51
country have met with 187
country have not all 46
country have not got 81
country have not had 310
country have not yet 3018
country have thus far 128
country having for its 59
country having had its 54
country having its own 631
country held for him 43
country held its own 113
country held out for 44
country here and now 49
country here does not 41
country here for her 44
country here was not 49
country high and dry 47
country high and low 302
country hold its own 41
country home and had 45
country home and her 40
country home and his 125
country home and its 187
country home and then 41
country home and was 62
country home for her 47
country home for his 124
country home for them 40
country home near new 72
country home not far 78
country home she had 73
country home that had 63
country home that was 90
country home was not 65
country home with all 47
country home with her 114
country home with him 42
country home with his 80
country home with its 260
country inns and bed 347
country into any one 47
country into east and 200
country into her own 74
country into his own 602
country into its own 342
country into long and 44
country into new and 71
country into one big 185
country into one that 505
country into one with 85
country into our own 190
country into that war 72
country into this war 87
country into two and 133
country into two new 50
country into war and 674
country into war for 311
country into war had 43
country into war was 79
country into war with 1409
country just can not 202
country just did not 93
country just does not 91
country just then was 67
country just was not 55
country kept its own 57
country knew that its 58
country knew that they 88
country know that they 143
country know that this 112
country know that you 49
country lads who had 143
country lane not far 40
country lane that led 519
country lane that ran 53
country lane that was 41
country lane with his 40
country lass and not 41
country lass who had 85
country last year and 419
country last year had 41
country last year was 135
country last year with 43
country less than one 432
country less than six 276
country less than ten 108
country less than they 103
country less than two 879
country life and all 228
country life and are 103
country life and for 221
country life and had 142
country life and her 135
country life and his 452
country life and its 1502
country life and that 225
country life and was 308
country life and who 115
country life and with 93
country life are not 116
country life are one 89
country life are set 56
country life can not 218
country life did not 445
country life does not 310
country life for its 119
country life for one 202
country life had its 40
country life had not 175
country life has its 116
country life has not 109
country life led him 108
country life she had 91
country life than any 55
country life that are 143
country life that had 74
country life that has 138
country life that she 163
country life that they 125
country life that was 201
country life they had 41
country life was his 47
country life was not 684
country life was that 119
country life with all 210
country life with her 139
country life with his 266
country life with its 596
country like him who 42
country like his own 235
country like our own 3670
country like that and 50
country like that they 96
country like this and 232
country like this are 67
country like this can 247
country like this for 170
country like this has 110
country like this one 850
country like this that 516
country like this they 88
country like this was 99
country like this with 153
country like this you 110
country living was not 106
country living with her 70
country longs for you 67
country look big for 136
country made its own 130
country made its way 70
country make its own 64
country making its own 115
country many men and 45
country many men who 45
country many who are 48
country means that they 50
country means that you 65
country meant for them 41
country meant that they 73
country meet with our 68
country more than all 299
country more than any 1580
country more than did 72
country more than for 92
country more than his 503
country more than its 231
country more than one 3388
country more than our 85
country more than she 177
country more than six 501
country more than ten 684
country more than that 234
country more than they 591
country more than this 115
country more than two 1918
country more than was 170
country more than you 149
country must both buy 371
country must deal with 467
country must ere long 99
country must get rid 52
country must mean for 50
country must now fix 50
country must one day 66
country must pay for 372
country must pay its 60
country must see that 182
country must set its 43
country must use its 81
country name and let 50
country need not fear 204
country north and east 2555
country oaths are not 109
country once and for 861
country once for all 177
country once they are 51
country once they had 120
country only fit for 184
country only for his 54
country only one year 67
country open for sir 62
country other than her 120
country other than his 1428
country other than its 782
country other than new 1657
country other than one 911
country other than our 193
country other than that 8097
country other than this 243
country over all its 64
country over and not 96
country over for his 70
country over for its 58
country over his own 45
country over its own 151
country owed all her 153
country owed all our 64
country owed him for 44
country owes all its 62
country owes him for 45
country owes you and 62
country paid for its 56
country paid for this 43
country pays for all 41
country pays for its 238
country puts its own 41
country reads them and 44
country ready for war 257
country rest with you 61
country road and bay 43
country road and had 79
country road and saw 55
country road and see 45
country road and then 121
country road and was 94
country road and you 69
country road near her 48
country road near his 143
country road near our 44
country road not far 138
country road one day 317
country road that goes 52
country road that had 256
country road that lay 46
country road that led 1733
country road that ran 667
country road that was 507
country road was not 83
country road with her 61
country road with his 179
country road with its 108
country road with two 92
country rock and are 87
country rock and its 93
country rock and ore 63
country rock and that 53
country rock that has 100
country rock that was 93
country said that they 118
country said they had 52
country save his own 102
country save our own 72
country saying that they 64
country send him out 45
country sets its own 190
country show that they 120
country show that this 95
country singer who had 91
country singer who has 59
country singer who was 163
country skiing and ice 575
country skiing and ski 275
country skiing are all 197
country some day and 45
country some men who 48
country south and east 1770
country spring had now 49
country such men are 52
country such things are 79
country take with them 41
country taking with him 71
country taking with them 82
country there are all 65
country there are any 42
country there are big 58
country there are both 61
country there are but 564
country there are far 43
country there are few 1816
country there are men 298
country there are new 41
country there are not 986
country there are now 843
country there are old 66
country there are one 155
country there are six 56
country there are ten 66
country there are things 42
country there are too 146
country there are two 1276
country there can not 220
country there did not 55
country there does not 143
country there had not 48
country there has long 125
country there has not 169
country there was but 149
country there was not 849
country there was now 60
country there was one 227
country there was then 73
country these men had 40
country these things are 87
country thick set with 67
country think that they 91
country think that this 42
country think they are 62
country those who are 261
country those who had 143
country till his death 279
country till she was 73
country till they are 114
country till they had 138
country till this day 51
country till you see 78
country told him that 275
country told them that 51
country took its own 58
country took with him 42
country town and had 88
country town and its 209
country town and then 41
country town and was 161
country town can not 41
country town had its 136
country town has its 128
country town not far 445
country town one can 46
country town that had 105
country town that has 171
country town that was 279
country town was not 86
country town who had 58
country town with her 71
country town with its 342
country town with one 42
country town with two 40
country trip with her 83
country trip with his 148
country unto this day 45
country upon any one 54
country upon earth can 103
country upon earth has 106
country upon his own 81
country upon its own 70
country upon our own 40
country used its own 67
country used now and 42
country uses its own 220
country very long and 71
country vied with each 206
country vied with one 57
country walk for both 53
country walk with her 59
country walk with him 88
country walk with his 89
country want than they 40
country well and are 41
country well and can 61
country well and had 181
country well and has 66
country well and that 215
country well and was 186
country well and who 101
country well but not 135
country went its own 131
country went mad with 137
country were all but 92
country were all that 69
country were and are 120
country were being run 85
country were but too 139
country were cut off 738
country were far too 51
country were few and 224
country were fit for 42
country were lit and 51
country were long and 43
country were men who 77
country were met with 94
country were not all 311
country were not being 188
country were not doing 70
country were not far 60
country were not for 44
country were not going 98
country were not his 55
country were not long 46
country were not put 75
country were not then 82
country were not too 72
country were not yet 384
country were now being 68
country were one and 73
country were things not 42
country were too apt 62
country were too few 45
country were weak and 58
country were with him 73
country were with them 71
country what god has 55
country what she was 41
country what they are 122
country what they can 55
country what they had 173
country what was going 60
country when men are 45
country when one has 61
country when she had 201
country when she has 42
country when she was 1444
country when they are 1218
country when they can 157
country when they did 130
country when they get 105
country when they got 81
country when they had 575
country when they hear 42
country when they saw 188
country when they say 44
country when they see 150
country when this was 146
country when war was 154
country when you are 445
country when you can 248
country when you get 132
country when you got 65
country when you see 172
country whom she had 63
country whom they had 87
country wife but new 59
country will bring you 41
country will deal with 87
country will ere long 386
country will get its 69
country will let them 41
country will mean that 45
country will not bear 255
country will not buy 51
country will not die 67
country will not end 42
country will not get 193
country will not lay 44
country will not lead 42
country will not let 294
country will not long 430
country will not now 47
country will not pay 83
country will not put 122
country will not see 131
country will not sit 929
country will not try 52
country will now for 52
country will now say 47
country will one day 744
country will owe them 47
country will owe you 114
country will pay for 136
country will pay its 120
country will pay this 40
country will run out 260
country will say that 413
country will see how 103
country will see its 51
country will see that 962
country will see this 51
country will use its 94
country will vie with 43
country wine that can 96
country worth dying for 224
country years ago and 86
country young men and 143
country youth who had 51
coupled even that with 66
coupled into and out 468
coupled into one end 45
coupled mass and heat 91
coupled when they are 62
couples coming and going 72
couples feel that they 316
couples feel that this 46
couples feel they are 74
couples feel they can 50
couples felt that they 93
couples felt they had 41
couples find that sex 49
couples find that they 484
couples find that this 54
couples find they are 57
couples find they can 107
couples have not had 59
couples have not yet 86
couples know that they 60
couples like this one 103
couples like you and 49
couples living with one 50
couples must deal with 141
couples pair off and 55
couples said that they 292
couples said they had 131
couples think they are 49
couples went out for 51
couples when they are 205
couples young and old 122
coupons good for one 93
coupons when they are 59
courage along with his 41
courage cost him his 101
courage even for that 44
courage even for this 64
courage from her eye 74
courage from her own 66
courage from him and 55
courage from his eye 98
courage from his own 154
courage from this and 61
courage gave out and 58
courage gave way and 182
courage into his men 211
courage into his own 89
courage into that mob 49
courage into them and 44
courage left her and 51
courage left him and 76
courage like his own 41
courage made him one 43
courage more than all 59
courage more than any 69
courage more than his 57
courage rose with his 61
courage there can not 96
courage were all that 176
courage were not yet 59
courage when she had 114
courage when she saw 96
courage when she was 86
courage when they are 304
courage when they had 44
courage when they saw 403
courage when they see 116
courage when you are 308
courier more than six 47
courier whom they had 41
courier will bring you 43
courier will set out 75
courses along with his 40
courses dealing with this 115
courses during that year 82
courses felt that they 47
courses from one end 102
courses have cut out 46
courses have met with 51
courses have not had 71
courses have not yet 188
courses have you had 159
courses laid out for 87
courses last for one 179
courses last for two 88
courses last one year 61
courses last year and 45
courses like math and 49
courses like this one 313
courses must deal with 40
courses open for him 45
courses teach you how 70
courses were being run 170
courses were few and 55
courses were not being 73
courses were not set 74
courses were not too 42
courses were not yet 54
courses were run for 160
courses were then got 76
courses were then run 78
courses were then set 53
courses when she was 57
courses when they are 298
courses when they had 42
courses when you are 43
courses will deal with 66
courtly dame with her 48
courtly life and its 45
courtly love and its 697
courtly love and that 73
courtly love did not 111
courtly love does not 54
courtly love that was 95
courtly love was not 342
courtly love was that 44
courtly love with its 63
courtly mien and air 44
cousins were with him 43
cousins when she was 100
cousins when they are 41
cousins whom she had 126
cousins whom they had 62
covered adam and eve 140
covered areas that are 172
covered bowl and let 85
covered deep with earth 283
covered deep with mud 42
covered eyes and ears 44
covered fore and aft 182
covered from heat and 86
covered from one end 958
covered half his head 41
covered here and for 45
covered here are not 147
covered here but are 50
covered hers and her 89
covered hers and his 449
covered hers and she 562
covered hers with his 120
covered just now with 51
covered land that had 50
covered less than one 1293
covered less than six 62
covered less than ten 167
covered less than two 674
covered like them with 50
covered more area than 109
covered more than any 47
covered more than her 103
covered more than his 103
covered more than one 4605
covered more than six 680
covered more than ten 782
covered more than that 131
covered more than two 2728
covered most but not 41
covered once and for 46
covered once for all 53
covered only one year 196
covered only two and 94
covered only with dead 50
covered only with dry 51
covered only with heath 60
covered only with her 104
covered only with his 212
covered only with its 55
covered only with long 45
covered only with low 129
covered only with one 116
covered only with thin 254
covered over all with 51
covered over and all 149
covered over and not 127
covered over and that 49
covered over and then 85
covered over but not 85
covered over head and 102
covered over head with 73
covered over his head 46
covered over low heat 1059
covered over now with 56
covered over with all 414
covered over with big 41
covered over with dead 101
covered over with dry 235
covered over with dung 98
covered over with earth 7452
covered over with fat 133
covered over with fog 75
covered over with hay 256
covered over with heath 145
covered over with her 80
covered over with his 173
covered over with hot 191
covered over with ice 730
covered over with its 131
covered over with ivy 429
covered over with lead 210
covered over with long 337
covered over with low 41
covered over with meal 130
covered over with mud 1015
covered over with new 380
covered over with oil 191
covered over with old 183
covered over with one 593
covered over with our 66
covered over with raw 90
covered over with red 439
covered over with seal 58
covered over with sin 58
covered over with sod 232
covered over with tar 156
covered over with that 70
covered over with them 235
covered over with thin 843
covered over with this 221
covered over with tin 118
covered over with two 618
covered over with wax 599
covered over with wet 122
covered road that led 50
covered roof and its 99
covered some but not 45
covered their dead with 94
covered their ears and 686
covered their ears with 353
covered their head and 116
covered their head with 175
covered their rear and 47
covered their rear with 50
covered there with his 80
covered thick with ivy 51
covered thick with oil 44
covered those who had 148
covered three and one 95
covered till they are 88
covered walk that led 55
covered were they with 161
covered what are now 307
covered what was then 59
covered when not being 79
covered when she was 44
covered when they are 413
covered when you are 425
covered your head with 198
coverings from his bed 45
coverings made for lay 141
coverings over dead men 50
coveted more than all 93
coveted more than any 502
coveted nothing that was 64
coveted what was not 166
cowards when they are 147
cowbird lays its egg 49
crabbed text and then 51
crabbed work all day 43
cracked from age and 45
cracked from one end 83
cracked into them with 47
cracked lips and dry 120
cracked lips and his 41
cracked lips with her 40
cracked lips with his 213
cracked nuts and ate 41
cracked open and all 45
cracked open and ate 44
cracked open and his 94
cracked open and its 42
cracked open and out 141
cracked open and she 99
cracked open and that 100
cracked open and then 40
cracked open and you 42
cracked open her head 46
cracked open his head 125
cracked open one eye 441
cracked over her head 89
cracked over his head 391
cracked past his head 66
cracked wheat that has 145
cradles there are now 117
crammed full with all 51
crammed full with that 98
crammed into each car 44
crammed into each one 82
crammed into her head 57
crammed into his head 303
crammed into one car 45
crammed into one day 100
crammed into that one 134
crammed into this area 44
crammed into this dear 107
crammed into this one 210
cramped down his joy 43
cramped hand that was 40
cramped room that was 40
cramped room with its 66
crashed down and was 45
crashed into her and 247
crashed into her car 150
crashed into her head 71
crashed into her with 79
crashed into him and 411
crashed into him with 163
crashed into his car 183
crashed into his ears 47
crashed into his head 205
crashed into his jaw 141
crashed into his own 74
crashed into its rear 50
crashed into our car 52
crashed into them and 143
crashed into them with 46
crashed open and she 40
crashed open and two 84
crashed over her and 119
crashed over her head 123
crashed over her with 42
crashed over him and 107
crashed over his head 201
crashed over them and 88
crashes when you try 109
craters show that they 61
crawled along with her 48
crawled along with his 43
crawled away and hid 152
crawled away and was 51
crawled away with his 40
crawled back and got 93
crawled back and lay 43
crawled back and sat 40
crawled back out and 143
crawled from bed and 68
crawled from her bed 322
crawled from his bed 451
crawled from his den 62
crawled from one end 93
crawled into bed and 3921
crawled into bed but 45
crawled into bed each 43
crawled into bed for 208
crawled into bed she 65
crawled into bed that 1040
crawled into bed with 3616
crawled into her bed 2178
crawled into her car 54
crawled into her head 46
crawled into her lap 502
crawled into her own 259
crawled into his bag 137
crawled into his bed 947
crawled into his box 41
crawled into his car 94
crawled into his cot 40
crawled into his ears 46
crawled into his hut 56
crawled into his lap 596
crawled into his own 263
crawled into his seat 45
crawled into one and 54
crawled into our bed 203
crawled into that den 54
crawled into them and 68
crawled into this and 47
crawled onto her bed 227
crawled onto her lap 145
crawled onto his bed 99
crawled onto his lap 254
crawled over and got 99
crawled over and lay 129
crawled over and put 61
crawled over and sat 104
crawled over her and 147
crawled over him and 212
crawled over them and 137
crawled upon one that 69
crazily over his head 49
creations from his own 55
creations have met with 60
creations when they are 50
creative acts are not 88
creative acts that are 78
creative beings who are 42
creative best you can 88
creative ideas and for 43
creative ideas and his 65
creative ideas and new 149
creative ideas and that 46
creative ideas and then 50
creative ideas are being 47
creative ideas are not 151
creative ideas can not 58
creative ideas for how 76
creative ideas for new 146
creative ideas for our 41
creative ideas for using 147
creative ideas that are 321
creative ideas that can 191
creative ideas that may 76
creative ideas that they 44
creative ideas that you 78
creative ideas you can 85
creative life and his 62
creative life and its 47
creative life and that 60
creative life can not 44
creative life does not 51
creative life for all 63
creative mind and his 68
creative mind and its 147
creative mind and that 49
creative mind and was 69
creative mind can not 127
creative mind does not 155
creative mind that can 63
creative mind that has 55
creative mind that was 54
creative sign that may 80
creative type who can 47
creative union with man 46
creative urge and his 42
creative urge that had 54
creative uses for them 55
creative uses for this 46
creative ways can you 66
creative ways for you 44
creative ways that are 125
creative ways that can 44
creative ways that they 58
creative ways that you 111
creative ways they can 64
creative ways you can 371
creative when they are 554
creative when they can 50
creative when you are 158
creative work and all 102
creative work and are 102
creative work and can 43
creative work and for 286
creative work and has 71
creative work and her 52
creative work and his 414
creative work and how 53
creative work and its 210
creative work and not 114
creative work and our 43
creative work and that 416
creative work and then 65
creative work and thus 61
creative work and was 80
creative work and with 66
creative work are not 109
creative work can not 369
creative work did not 125
creative work does not 264
creative work for all 63
creative work for him 49
creative work for its 61
creative work has its 61
creative work has not 49
creative work may not 59
creative work that are 40
creative work that can 130
creative work that goes 88
creative work that had 65
creative work that has 393
creative work that may 44
creative work that she 60
creative work that they 111
creative work that was 211
creative work that you 151
creative work they are 45
creative work was being 103
creative work was his 73
creative work was not 207
creative work with his 113
creative work you are 46
creative young men and 44
creature along and out 71
creature among them who 42
creature away with his 48
creature born fit for 71
creature came out and 40
creature came that way 86
creature clad with wings 45
creature clinging with its 44
creature ever does see 58
creature from death may 41
creature from god and 40
creature from his own 48
creature from its own 66
creature half man and 309
creature having its own 50
creature home with him 50
creature into his own 55
creature just for you 90
creature kens you too 53
creature leads him and 96
creature left its own 116
creature like her had 44
creature like him than 64
creature like man can 47
creature like that and 55
creature like that being 65
creature like that can 67
creature like that for 42
creature like that was 65
creature like this one 187
creature like you and 41
creature like you can 52
creature like you has 47
creature made its way 121
creature made than this 110
creature making its way 126
creature more than god 461
creature mote she bee 47
creature once and for 56
creature open with his 62
creature other than man 360
creature rise and bring 154
creature said she was 50
creature told him that 50
creature took off her 89
creature upon earth that 43
creature upon this earth 277
creature when she was 183
creature whom any one 48
creature whom god had 96
creature whom god has 209
creature whom her own 91
creature whom one has 46
creature whom she did 80
creature whom she had 487
creature whom she has 45
creature whom she was 64
creature whom they had 126
creature whom you are 46
creature whom you mean 60
creature will not let 87
creature will read him 96
creature will say that 155
creature will set out 41
credits have not yet 61
credits were cut off 67
credits when they are 67
cremate their dead and 393
cremate their dead but 157
cremating their dead and 93
creosote bush and bur 56
crested heads and long 218
cricket ball that had 45
cricket else but fling 41
crimson cloth than any 56
crimson room had two 44
crimson spot that was 44
crimson threw her out 89
crimson when she saw 76
cripple cast his eye 43
criteria have not yet 532
criteria laid out for 83
criteria other than age 378
criteria other than his 72
criteria other than its 118
criteria other than sex 88
criteria other than that 689
criteria range does not 78
criteria such that they 41
criteria there are for 89
criteria there are two 45
criteria used are not 243
criteria used did not 46
criteria used for all 63
criteria used for any 51
criteria used for both 46
criteria used for each 157
criteria used for its 145
criteria used for that 44
criteria used for this 662
criteria used was that 51
criteria vary for each 44
criteria were being met 115
criteria were met and 223
criteria were met for 214
criteria were met with 42
criteria were not being 77
criteria were not met 1060
criteria were set for 313
criteria were set out 204
criteria were that they 113
criteria when they are 259
criteria when you are 50
criteria will they use 62
criteria will you use 692
critics also did not 48
critics also fear that 161
critics also say that 325
critics among his own 108
critics among our own 53
critics feel that his 131
critics feel that she 46
critics feel that they 151
critics feel that this 414
critics felt that her 71
critics felt that his 201
critics felt that its 47
critics felt that she 82
critics felt that they 120
critics felt that this 233
critics felt they had 88
critics felt this was 50
critics find that this 52
critics from his day 43
critics from his own 121
critics from that day 41
critics have all but 61
critics have all too 104
critics have had with 137
critics have long ago 81
critics have not had 232
critics have not read 315
critics have not yet 800
critics have read her 53
critics have read his 47
critics have read that 123
critics have read this 296
critics have set out 76
critics have thus far 124
critics hold that this 138
critics just did not 59
critics made him out 101
critics made them out 69
critics make him out 99
critics make them out 111
critics more than any 99
critics note that this 86
critics once and for 160
critics said she had 40
critics said she was 83
critics said that his 191
critics said that she 114
critics said that they 113
critics said that this 153
critics said this was 75
critics show that they 42
critics there are not 43
critics there are who 48
critics think that his 82
critics think that they 203
critics think that this 248
critics think they are 194
critics think they can 68
critics think they see 57
critics vied with each 199
critics vied with one 125
critics went too far 65
critics were all too 85
critics were and are 53
critics were few and 70
critics were men who 80
critics were not all 128
critics were not far 137
critics were not going 56
critics were not his 40
critics were not too 149
critics were not yet 112
critics were put off 117
critics when they are 188
critics when they say 92
critics when they try 43
critics will not see 70
critics will say that 1654
critics will say this 41
crooked finger and that 68
crooked grin that was 55
crooked nose and his 49
crooked nose that had 82
crooked over her head 113
crooked over his arm 192
crooked over his head 128
crooked ways can not 471
crooked ways that led 45
cropped hair and big 55
cropped hair and her 108
cropped hair and his 163
cropped hair and long 177
cropped hair and thin 128
cropped hair and was 65
cropped hair that had 45
cropped hair that was 121
crossed arms and his 45
crossed arms and lay 51
crossed bull run and 407
crossed bull run with 72
crossed from asia with 78
crossed from east and 49
crossed from one end 291
crossed into asia and 153
crossed into asia with 154
crossed into his own 52
crossed into ohio and 53
crossed legs and his 66
crossed legs and with 60
crossed many seas and 68
crossed more than one 1105
crossed more than two 55
crossed once and for 40
crossed over and are 129
crossed over and did 118
crossed over and got 165
crossed over and had 168
crossed over and met 145
crossed over and now 149
crossed over and put 289
crossed over and ran 45
crossed over and sat 1070
crossed over and saw 50
crossed over and set 64
crossed over and that 44
crossed over and then 155
crossed over and was 532
crossed over her head 140
crossed over her lap 46
crossed over his big 59
crossed over his head 377
crossed over his thin 45
crossed over them and 64
crossed over with all 56
crossed over with her 75
crossed over with him 199
crossed over with his 722
crossed over with them 134
crossed over with two 77
crossed paths with any 58
crossed paths with each 58
crossed paths with her 270
crossed paths with him 1109
crossed paths with his 340
crossed paths with one 161
crossed paths with that 187
crossed paths with them 221
crossed paths with this 153
crossed paths with two 122
crossed paths with you 49
crossed tall peas with 52
crossed their path and 478
crossed their path they 44
crossed their path was 183
crossed their path with 108
crossed there and thus 91
crossed upon her lap 221
crossed what are now 73
crossed what was then 112
crossed when they are 129
crossed your path and 146
crosses from one end 58
crosses like this one 88
crosses love not him 60
crosses more than one 591
crosses over and goes 148
crosses over and then 42
crosses over him that 64
crosses over its own 49
crosses over with his 49
crosses paths with his 43
crosses their path and 212
crosses unit area per 203
crosses your path and 312
crosses your path can 43
crosses your path you 79
crossings there are old 96
crouching down with head 46
crouching down with her 64
crouching down with his 191
crouching there with her 49
crouching there with his 66
crowbar over his head 51
crowded boat this was 87
crowded cars has not 42
crowded city and its 73
crowded city than you 56
crowded city with its 118
crowded dock that she 87
crowded down his own 165
crowded fore and aft 173
crowded from far and 44
crowded from one end 154
crowded from them with 50
crowded into any one 115
crowded into each car 43
crowded into each day 61
crowded into each one 89
crowded into her head 167
crowded into his head 326
crowded into his own 150
crowded into one and 55
crowded into one bed 273
crowded into one car 67
crowded into one day 365
crowded into one end 112
crowded into one long 44
crowded into one seat 57
crowded into one year 167
crowded into our near 40
crowded into that one 669
crowded into them and 84
crowded into them for 53
crowded into this area 103
crowded into this one 808
crowded into too few 42
crowded other things out 134
crowded room and out 67
crowded room and saw 71
crowded room and see 40
crowded room and then 57
crowded room and was 56
crowded room that was 89
crowded room with all 57
crowded room with her 42
crowded room with his 75
crowded room with its 95
crowded there was not 99
crowded upon her all 69
crowded upon her with 45
crowded upon him and 181
crowded upon him that 128
crowded upon him with 79
crowded upon them and 46
crowded were they that 172
crowded were they with 80
crowded when all are 65
crowded when they got 72
crowned along with her 63
crowned along with him 42
crowned along with his 45
crowned during his own 216
crowned felt hat with 155
crowned hats and sad 134
crowned heads and all 92
crowned heads and his 49
crowned heads and ten 107
crowned heads are not 100
crowned heads did not 88
crowned heads had long 40
crowned heads had not 50
crowned heads than any 94
crowned heads who had 166
crowned only with her 52
crowned when she was 42
crowned your head with 48
cruelly beating his own 51
cruelly hard set this 41
cruelly open and with 137
cruelly poor men with 48
cruelly those who had 56
cruelly told her that 40
cruelly told him that 101
cruelly when they are 41
cruelty like this are 55
cruelty more than any 42
cruelty only that had 63
cruelty used with him 42
cruelty what they had 87
cruelty when they are 49
cruelty when they had 44
cruiser into gear and 42
cruiser wears out her 55
crumble away and are 60
crumble from its own 65
crumble when they are 90
crumbling away with age 199
crumbling wall that was 105
crupper were wet with 40
crusading army set out 91
crushed down with his 40
crushed into all that 101
crushed into oil and 43
crushed more than one 159
crushed once and for 464
crushed once for all 133
crushed over his head 48
crushed rock for use 64
crushed those who had 98
crushed when she was 91
crushed when they are 153
crushed worm may yet 107
crushes upon its path 367
crusted over with ice 213
crusted over with raw 59
crusted snow and ice 132
crystal axes are not 73
crystal ball and can 93
crystal ball and saw 136
crystal ball and see 359
crystal ball and she 43
crystal ball and then 75
crystal ball and try 99
crystal ball did not 70
crystal ball does not 153
crystal ball that can 218
crystal ball that had 56
crystal ball that was 77
crystal ball was not 101
crystal blue sky and 66
crystal clear air and 58
crystal clear and can 57
crystal clear and easy 41
crystal clear and has 68
crystal clear and his 57
crystal clear and icy 73
crystal clear and its 57
crystal clear and not 73
crystal clear and she 48
crystal clear and that 184
crystal clear and they 56
crystal clear and you 81
crystal clear for all 40
crystal clear for you 61
crystal clear now that 90
crystal clear that all 325
crystal clear that any 195
crystal clear that both 79
crystal clear that for 96
crystal clear that god 106
crystal clear that her 64
crystal clear that his 223
crystal clear that its 67
crystal clear that not 40
crystal clear that one 216
crystal clear that our 125
crystal clear that she 315
crystal clear that they 597
crystal clear that this 581
crystal clear that you 334
crystal clear was that 224
crystal clear you can 45
crystal fill with mud 73
crystal form and are 52
crystal form and its 51
crystal form does not 43
crystal phial that has 67
crystal radio set and 101
crystal radio set with 64
crystal size does not 60
crystal take off her 57
crystal there are two 224
crystal used for this 57
crystal vase that had 65
