cab the mind felt 52
cut the poor girl 42
cut the pork into 518
cut the pulp into 237
cut the rags into 47
cut the rail line 417
cut the rail link 115
cut the range into 56
cut the rate down 40
cut the rate from 72
cut the rest into 389
cut the ribs into 90
cut the rind from 130
cut the rind into 198
cut the ripe corn 45
cut the road along 50
cut the road from 1385
cut the road into 76
cut the road leading 487
cut the road north 270
cut the road south 199
cut the road west 83
cut the rock into 144
cut the roll into 866
cut the room into 84
cut the root from 46
cut the root into 113
cut the rope away 67
cut the rope free 77
cut the rope from 1163
cut the rope into 215
cut the rope just 86
cut the rope when 178
cut the said duke 131
cut the sail away 60
cut the sail from 93
cut the salt pork 53
cut the same depth 128
cut the same kind 56
cut the same length 1146
cut the same line 62
cut the same size 1900
cut the same width 372
cut the sand away 42
cut the shoes from 51
cut the single cord 129
cut the skin along 295
cut the skin away 205
cut the skin down 190
cut the skin from 910
cut the skin into 823
cut the skin like 96
cut the skin open 170
cut the skin over 91
cut the skin when 67
cut the slab into 69
cut the snow into 77
cut the soap into 183
cut the soil into 58
cut the south into 67
cut the south side 180
cut the steak into 419
cut the stem back 329
cut the stem ends 165
cut the stem from 99
cut the stem into 109
cut the stem just 90
cut the string from 178
cut the string into 186
cut the tail from 135
cut the tail into 41
cut the tape away 43
cut the tape from 243
cut the tape into 373
cut the tart into 66
cut the task down 41
cut the text from 147
cut the text into 62
cut the third time 93
cut the thongs from 211
cut the thread from 73
cut the thread when 213
cut the ties from 54
cut the time axis 66
cut the time down 1088
cut the time from 256
cut the tips from 47
cut the tofu into 123
cut the tops back 128
cut the tops down 41
cut the tops from 218
cut the tops into 46
cut the town into 122
cut the tree back 116
cut the tree down 7986
cut the tree from 107
cut the tree into 814
cut the trip from 158
cut the tube into 101
cut the tube open 129
cut the tuna into 65
cut the turf from 54
cut the turf into 70
cut the union army 302
cut the union line 56
cut the unit cost 93
cut the very heart 393
cut the very life 40
cut the very next 91
cut the very root 269
cut the very wind 104
cut the vine back 85
cut the vine down 224
cut the wage bill 84
cut the wage rate 68
cut the west bank 70
cut the wheat crop 47
cut the wind from 53
cut the wire from 267
cut the wire into 455
cut the wire leading 68
cut the wire when 47
cut the wolf open 122
cut the wood away 160
cut the wood down 152
cut the wood from 211
cut the wood into 1206
cut the wool from 184
cut the work down 123
cut the work week 296
cut the worm into 54
cut the wrong wire 77
cut the yarn into 125
cut the zero line 42
cut the zest into 48
cut to bite size 141
cut to chin length 134
cut to clear land 75
cut to come here 43
cut to five days 143
cut to five years 104
cut to form part 55
cut to four days 88
cut to four years 47
cut to full depth 320
cut to half their 290
cut to have been 133
cut to just over 211
cut to length from 377
cut to length will 118
cut to look like 2238
cut to make more 43
cut to make room 1452
cut to make sure 433
cut to make their 119
cut to only three 40
cut to same size 139
cut to save their 48
cut to save time 255
cut to show their 94
cut to size from 652
cut to size when 196
cut to some depth 118
cut to some other 52
cut to suit their 57
cut to suit your 135
cut to their full 95
cut to their goal 122
cut to their size 70
cut to those worn 94
cut to three days 307
cut to three years 304
cut up india into 63
cut up into areas 87
cut up into bars 115
cut up into bays 109
cut up into beds 56
cut up into bite 472
cut up into bits 1308
cut up into city 248
cut up into deep 724
cut up into dice 96
cut up into fine 530
cut up into five 984
cut up into flat 43
cut up into four 1982
cut up into from 61
cut up into great 63
cut up into half 376
cut up into hams 61
cut up into huge 54
cut up into inch 139
cut up into logs 667
cut up into lots 1543
cut up into many 2309
cut up into more 566
cut up into nine 173
cut up into ruts 85
cut up into single 604
cut up into snug 103
cut up into some 192
cut up into such 512
cut up into their 104
cut up into these 104
cut up into thick 92
cut up into thongs 144
cut up into those 51
cut up into three 2143
cut up into tiny 1167
cut up into town 315
cut up into vast 40
cut up into very 1448
cut up into what 61
cut up just like 45
cut up life into 48
cut up some bread 47
cut up some more 311
cut up some other 50
cut up some wood 213
cut up their corn 63
cut up their food 276
cut up their game 67
cut up their land 99
cut up their prey 86
cut up time into 40
cut up very fine 919
cut up very much 107
cut up very well 47
cut up your body 66
cut up your book 58
cut up your face 56
cut up your food 127
cut us away from 89
cut us down like 130
cut us free from 78
cut vi inch thick 269
