of abject despondency by 109
on better organization of 45
on better understanding of 642
on better understanding the 674
on breeding performance of 53
on building communities of 100
on building construction at 249
on building construction in 197
on building construction is 47
on campus contributed to 50
on campus perpetrated by 46
on cancer development in 49
on carbon assimilation by 58
on carbon assimilation in 49
on cardiac hypertrophy in 65
on cardiac performance in 311
on cardiac recurrences in 336
on career advancement in 49
on career development as 135
on career development in 251
on career development is 79
on career development of 149
on career development or 48
on career development to 52
on caries development in 215
on casual combinations of 45
on casual observations of 133
on causal attributions of 58
on causal explanations of 75
on causes independent of 115
on chairs upholstered in 76
on chance fluctuations in 57
on charge distribution in 41
on church involvement in 79
on client involvement in 40
on cohort differences in 69
on common experiences in 59
on common experiences of 128
on common understanding of 92
on copies distributed to 123
on counting occurrences of 40
on courts constituted by 205
on credit constraints in 64
on credit institutions in 42
on crimes destructive of 89
on crisis intervention in 73
on crisis intervention is 50
on crucial differences in 48
on deeper understanding of 101
on demand accompanied by 81
on dental development in 135
on dental therapeutics of 1286
on device performance is 110
on direct applications of 47
on direct apprehension of 61
on direct assessments of 45
on direct authorization of 76
on direct comparisons of 229
on direct experiences of 78
on direct exploitation of 67
on direct intervention by 82
on direct intervention in 144
on direct intervention to 41
on direct investments by 88
on direct investments in 275
on direct investments of 50
on direct involvement in 335
on direct involvement of 71
on direct manipulation of 328
on direct measurements in 47
on direct measurements of 1002
on direct modification of 69
on direct observations by 62
on direct observations in 119
on direct observations of 1340
on direct observations or 73
on direct transmission of 56
on disease development in 166
on disease development is 60
on divine intervention as 95
on divine intervention in 134
on divine intervention or 49
on divine intervention to 154
on domain controllers in 193
on earlier commitments to 58
on earlier descriptions of 173
on earlier discoveries by 70
on earlier experiences in 108
on earlier experiences of 108
on earlier experiments by 75
on earlier experiments in 67
on earlier formulations of 113
on earlier incarnations of 84
on earlier investments in 77
on earlier observations by 211
on earlier observations of 347
on earlier publications by 56
on earlier publications of 46
on edited transcripts of 52
on embryo development in 164
on enabling individuals to 79
on energy conservation as 150
on energy conservation at 50
on energy conservation by 58
on energy conservation in 1257
on energy conservation is 144
on energy conservation or 64
on energy conservation to 120
on energy development in 104
on energy expenditure by 49
on energy expenditure in 725
on energy expenditure is 51
on energy expenditure of 134
on english colonization in 41
on english investments in 56
on english measurements of 40
on english pronunciation in 45
on english settlements in 80
on english translations of 556
on equating coefficients of 86
on equity investments by 90
on equity investments in 300
on errand disgraceful to 72
on ethical implications of 59
on events experienced by 43
on excess accumulation in 62
on existing differences in 49
on existing governments is 47
on existing institutions as 92
on existing institutions in 52
on existing institutions of 83
on existing institutions to 209
on existing investments in 43
on expert assessments of 53
on expert observations to 45
on export performance in 126
on export performance is 125
on export performance of 111
on export performance or 138
on family interactions in 50
on family involvement in 588
on family organization in 54
on family relationship or 46
on faulty understanding of 64
on feature interactions in 214
on female circumcision in 262
on female criminality in 48
on female emancipation in 41
on female infanticide in 160
on female involvement in 154
on female performance in 48
on female prostitution in 41
on female reproduction in 72
on flight performance of 63
on focusing exclusively on 48
on forest conservation in 87
on forest development in 438
on forest regeneration in 118
on formal descriptions of 71
on formal institutions of 100
on formal institutions to 50
on formal verification of 53
on fossil vertebrates of 44
on french colonization in 47
on french intervention in 217
on french involvement in 67
on french settlements in 58
on french translations of 94
on further applications of 88
on further construction of 101
on further development in 259
on further development of 2617
on further discoveries of 47
on further experiments in 207
on further exploitation of 89
on further explorations in 45
on further explorations of 58
on further improvement in 103
on further improvement of 343
on further investments in 44
on further recruitment of 54
on further refinements of 86
on further understanding of 99
on future acquisitions of 135
on future applications of 147
on future development in 205
on future development of 761
on future expectations of 107
on future investments in 65
on future performance of 164
on galena occurrences in 56
on gender construction in 61
on gender development in 106
on gender differences as 253
on gender differences in 18001
on gender differences is 239
on gender differences of 42
on gender differences to 86
on gender disparities in 130
on gender distinctions in 44
on gender socialization in 43
on german intervention in 42
on german investments in 46
on german involvement in 54
on german settlements in 138
on german translations of 95
on global assessments of 58
on global distribution of 91
on granting citizenship to 46
on greater flexibility in 69
on greater flexibility of 49
on greater involvement in 151
on greater involvement of 107
on greater understanding of 359
on ground consecrated by 96
on ground consecrated to 101
on ground distinguished by 177
on ground intersected by 40
on ground unfavorable to 43
on hidden differences of 59
on higher derivatives of 125
on higher institutions of 144
on higher remuneration in 97
on honest differences of 47
on horses caparisoned in 75
on import restrictions to 68
on import substitution as 351
on import substitution at 44
on import substitution by 41
on import substitution in 414
on import substitution is 105
on import substitution of 140
on import substitution or 125
on import substitution to 230
on imposing restrictions on 45
on income distributed as 82
on income distributed by 52
on income distributed to 235
on income distribution as 552
on income distribution at 112
on income distribution by 430
on income distribution do 50
on income distribution in 3960
on income distribution is 1377
on income distribution of 881
on income distribution on 55
on income distribution or 206
on income distribution the 93
on income distribution to 115
on income maintenance in 96
on income satisfaction to 48
on infant development in 269
on infant development is 90
on infant development of 45
on infant temperament in 95
on initial development of 50
on initial differences in 64
on initial observations of 44
on initial presentation in 86
on initial presentation is 48
on initial presentation of 88
on initial presentation to 60
on innate differences in 77
on insect communities in 72
on insect transmission of 158
on israeli settlements in 492
on israeli settlements on 52
on issues fundamental to 133
on issues significant to 65
on italian antiquities in 42
on jewish colonization in 45
on jewish communities in 598
on jewish emancipation in 93
on jewish involvement in 233
on jewish settlements in 372
on jewish settlements on 42
on kernel development in 62
on larval development in 191
on larval development of 584
on little understanding of 63
on malaria transmission in 98
on managing interactions in 71
on marked differences in 127
on market development in 53
on market expectations of 112
on market performance in 77
on market performance is 113
on market performance of 79
on market transactions in 53
on market transactions to 60
on mature deliberation to 43
on mature performance of 57
on measuring differences in 54
on measuring performance in 44
on meiotic chromosomes of 97
on member governments to 198
on memory development in 110
on memory performance in 359
on memory performance is 46
on memory performance of 43
on mental deterioration in 44
on mental development in 440
on mental development is 150
on mental development of 212
on mental development to 49
on mental measurements of 70
on mental performance in 133
on mental performance of 47
on minute differences in 176
on minute differences of 48
on modern applications of 52
on modern civilization in 41
on modern instruments the 41
on modern translations of 58
on modern understanding of 70
on muscle development in 134
on muslim communities in 242
on mutual expectations of 56
on mutual requisitions by 51
on mutual understanding as 53
on mutual understanding in 70
on mutual understanding is 49
on mutual understanding of 450
on native civilization in 89
on native communities in 43
on nature conservation in 438
on nature conservation is 65
on neural development in 72
on neural organization of 47
on neural progenitors in 122
on normal development in 89
on normal development of 188
on normal distribution of 95
on nuclear development in 58
on nuclear disarmament at 52
on nuclear disarmament by 48
on nuclear disarmament in 197
on nuclear disarmament is 54
on nuclear disarmament or 67
on nuclear disarmament to 69
on obvious differences in 48
on office development in 102
on orders accompanied by 121
on ovarian development in 256
on oxygen permeability of 56
on paired comparisons of 60
on parent involvement in 481
on partial derivatives of 57
on partial replacement of 43
on patent applications in 56
on peasant agriculture in 100
on peasant communities in 103
on peasant development in 170
on planning applications in 59
on plasma cholesterol in 193
on plasma cholesterol is 48
on plasma cholesterol of 103
on points corresponding to 57
on police departments to 119
on police headquarters in 73
on police involvement in 139
on policy development in 242
on policy development is 51
on policy development or 42
on policy implications of 375
on policy instruments to 45
on pollen development in 56
on portal hypertension in 185
on pretty comfortably in 94
on profit maximization as 151
on profit maximization in 68
on profit maximization is 84
on profit remittances by 101
on proper construction of 120
on proper coordination of 41
on proper development of 100
on proper distribution of 54
on proper installation of 51
on proper instructions it 66
on proper maintenance of 179
on proper performance of 155
on proper presentation of 43
on proper understanding of 203
on public conveyances in 67
on public conveyances or 40
on public conveyances to 52
on public corporations in 62
on public distribution of 79
on public enterprises in 406
on public enterprises is 63
on public enterprises to 105
on public expectations of 75
on public expenditure as 262
on public expenditure at 50
on public expenditure by 93
on public expenditure in 536
on public expenditure is 164
on public expenditure of 159
on public expenditure on 334
on public expenditure or 55
on public expenditure to 184
on public institutions in 108
on public institutions of 101
on public institutions or 47
on public institutions to 203
on public intervention in 69
on public investments in 198
on public involvement in 448
on public performance of 49
on public procurement in 252
on public procurement is 47
on public understanding of 1241
on quebec sovereignty in 51
on rabbit lymphocytes in 390
on random distribution of 96
on random fluctuations in 65
on reactor performance is 47
on recall performance in 44
on recent applications of 109
on recent breakthroughs in 53
on recent development in 415
on recent development of 96
on recent discoveries at 53
on recent discoveries in 322
on recent discoveries of 116
on recent experiences in 213
on recent experiences of 106
on recent experiments in 82
on recent measurements of 123
on recent observations in 44
on recent observations of 120
on recent publications by 43
on recent publications in 82
on recent publications of 86
on recent publications on 75
on recent scholarship in 149
on recent scholarship on 174
on recent scholarship to 46
on rectal temperature in 67
on reducing disparities in 69
on removing impediments to 81
on removing restrictions on 41
on rights established by 40
on russian translations of 47
on safety performance in 114
on sample observations to 51
on scales corresponding to 77
on school achievement as 165
on school achievement in 298
on school achievement is 111
on school achievement of 178
on school construction in 57
on school enrollments in 53
on school improvement as 83
on school improvement in 90
on school improvement is 72
on school performance as 52
on school performance in 212
on school performance is 137
on school performance of 265
on school performance or 65
on school performance to 51
on school playgrounds in 46
on screen instructions to 51
on second anniversary of 85
on second derivatives of 90
on seedling development of 53
on senate confirmation of 47
on senate ratification of 40
on settling permanently in 46
on sewage purification at 123
on sexual development in 309
on sexual development is 53
on sexual development of 192
on sexual differences in 702
on sexual differences of 141
on sexual dysfunctions in 76
on sexual experiences of 48
on sexual exploitation by 280
on sexual exploitation in 88
on sexual exploitation of 427
on sexual intercourse as 371
on sexual intercourse at 41
on sexual intercourse in 167
on sexual intercourse is 135
on sexual intercourse on 40
on sexual intercourse or 67
on sexual performance in 89
on sexual performance is 45
on sexual performance of 46
on sexual receptivity in 107
on sexual receptivity of 94
on sexual reproduction in 320
on sexual reproduction of 77
on sexual satisfaction in 63
on sexual transmission of 42
on shared commitments to 79
on shared experiences in 67
on shared experiences of 210
on shared understanding of 142
on signal transduction by 48
on signal transduction in 197
on simple applications of 40
on simple calculations of 70
on simple combinations of 73
on simple comparisons of 149
on simple descriptions of 51
on simple differences in 43
on simple measurements of 79
on simple observations of 216
on skills development in 249
on slight differences in 656
on slight differences of 129
on sodium conductance in 438
on something approximating the 51
on something fundamental to 61
on something independent of 105
on soviet intervention in 621
on soviet involvement in 186
on spatial arrangements of 56
on spatial derivatives of 46
on spatial development in 72
on spatial differences in 93
on spatial distribution of 1668
on spatial organization in 44
on spatial organization of 72
on special applications of 134
on special assignments as 83
on special assignments in 178
on special assignments or 96
on special assignments to 176
on special authorization by 42
on special combinations of 74
on special departments of 131
on special publications of 124
on speech development in 90
on speech understanding in 54
on spelling achievement in 48
on spelling performance of 46
on sprint performance in 62
on starch accumulation in 83
on stopping comfortably at 44
on strain differences in 83
on strain distribution in 55
on strength development in 96
on strength development of 132
on stress distribution in 347
on stress distribution of 57
on strict construction of 211
on strict enforcement of 1004
on strict fulfillment of 47
on strict performance of 153
on stringed instruments as 93
on stringed instruments by 93
on stringed instruments in 83
on stringed instruments is 66
on stringed instruments of 82
on stringed instruments or 52
on subtle differences in 639
on subtle differences of 46
on sundry instruments at 58
on swimming performance of 86
on system performance as 203
on system performance by 77
on system performance if 71
on system performance in 184
on system performance is 532
on system performance of 292
on system performance or 89
on system performance to 74
on talent development in 60
on teacher development in 61
on teacher expectations of 58
on teacher involvement in 66
on teacher performance in 46
on tension development in 58
on theories independent of 44
on thermal conductance of 44
on thermal diffusivity of 50
on thermal inactivation of 189
on thermal performance of 239
on through inheritance to 95
on tissue distribution of 199
on tissue sensitivity to 51
on training individuals to 106
on tribal development in 71
on triple differences is 135
on trusts corresponding to 88
on uneven development in 46
on uneven distribution of 61
on unique combinations of 130
on values corresponding to 259
on various applications of 364
on various arrangements of 98
on various assessments of 65
on various assignments in 98
on various combinations of 2912
on various commodities in 86
on various communities in 40
on various communities of 44
on various departments of 360
on various derivatives of 50
on various descriptions of 135
on various disciplines in 55
on various disciplines of 83
on various experiments in 62
on various formulations of 55
on various governments to 40
on various implications of 55
on various incarnations of 86
on various individuals in 69
on various institutions of 53
on various instruments by 55
on various instruments in 73
on various instruments of 273
on various instruments or 51
on various instruments to 53
on various measurements of 94
on various percentages of 45
on various permutations of 125
on various preparations of 72
on various publications of 71
on various reservations in 85
on verbal descriptions of 268
on visual comparisons of 63
on visual development in 44
on visual observations of 308
on visual performance in 96
on visual performance is 41
on visual performance of 44
on visual presentation of 92
on visual sensitivity to 60
on whether agriculture is 45
on whether development is 70
on whether differences in 307
on whether enforcement of 121
on whether equilibrium is 42
on whether individuals in 40
on whether individuals or 74
on whether intervention is 107
on whether performance is 84
on whether recruitment is 42
on without acknowledging the 95
on without intermission by 163
on without intermission in 118
on without intermission on 41
on without intermission or 120
on without intermission to 143
on without interruption as 107
on without interruption at 155
on without interruption by 279
on without interruption in 728
on without interruption of 62
on without interruption on 97
on without interruption or 660
on without interruption the 182
on without interruption to 809
on without interruption up 44
on without organization by 54
on without participating in 40
on without possibility of 46
on without understanding the 131
on worker involvement in 77
on worker performance in 45
or abrupt development of 71
or absent development of 126
or absent peristalsis in 94
or accept appointment to 41
or accept chimpanzees as 75
or accept instructions in 291
or active exploitation of 262
or active inflammation of 45
or active intervention in 50
or active involvement in 289
or active involvement of 141
or active participant in 182
or actual achievement of 49
or actual authorization of 348
or actual constitution of 72
or actual construction of 62
or actual contribution to 61
or actual cultivators of 77
or actual development of 73
or actual differences in 161
or actual differences of 48
or actual distribution of 53
or actual disturbance of 42
or actual experiences of 107
or actual imperfection of 70
or actual improvement in 55
or actual inflammation of 75
or actual intervention by 60
or actual involvement in 150
or actual involvement of 70
or actual measurements of 112
or actual observations of 41
or actual organization of 43
or actual performance in 40
or actual performance of 308
or actual perpetrator of 85
or actual photographs of 48
or adjust differences in 72
or afford satisfaction to 51
or agency administering the 318
or agency established by 104
or agency established or 60
or agents continually on 50
or allowing individuals to 80
or almost appropriated it 49
or almost exclusively by 210
or almost exclusively in 457
or almost exclusively of 297
or almost exclusively on 277
or almost exclusively the 57
or almost exclusively to 257
or almost independent of 68
or almost nonexistent in 231
or already established in 77
or always accompanied by 94
or always proportional to 80
or angular acceleration of 84
or angular distribution of 82
or annual fluctuations in 84
or another alternative is 89
or another alternative to 66
or another complication of 43
or another constituent of 49
or another constitutes the 92
or another contributed to 1062
or another contributes to 102
or another discredited by 44
or another distribution of 55
or another encyclopedia on 142
or another established in 47
or another experienced an 42
or another experienced the 234
or another modification of 110
or another opportunity to 52
or another organization in 41
or another organization is 49
or another organization of 42
or another organization or 72
or another organization to 129
or another participant in 298
or another participate in 268
or another perspective on 51
or another possibility is 82
or another professional to 52
or another represented in 48
or another represented the 75
or another subordinate to 42
or another understanding of 84
or anxious anticipation of 69
or anyone participating in 83
or arabic translations of 62
or assets denominated in 133
or assets transferred by 42
or assets transferred to 65
or assist individuals in 40
or atomic constitution of 47
or awaits performance by 65
or became established as 42
or became indifferent to 90
or become accelerated in 47
or become assimilated to 69
or become competitive in 51
or become complicated by 52
or become discouraged by 83
or become established in 146
or become immobilized by 46
or become independent of 159
or become indifferent to 402
or become ineffective in 50
or become insensitive to 101
or become instruments of 57
or become overwhelmed by 187
or become subordinate to 165
or become subservient to 218
or become susceptible to 118
or become unavailable to 62
or becoming established in 75
or becoming independent of 42
or becoming indifferent to 60
or becoming overwhelmed by 87
or before arraignment or 192
or behave differently in 123
or belief constitutes an 136
or belonging exclusively to 53
or benign enlargement of 60
or better coordination of 68
or better distribution of 130
or better enforcement of 79
or better improvement in 88
or better maintenance of 58
or better organization of 85
or better particulars of 106
or better performance at 131
or better performance by 64
or better performance in 188
or better performance is 49
or better performance of 91
or better performance on 88
or better probability of 52
or better proportioned in 69
or better represented in 44
or better understanding of 577
or better understanding the 42
or bodies established by 71
or bodily constitution of 43
or boiler manufacture if 131
or boolean combinations of 41
or building construction is 52
or building construction or 56
or burden corresponding to 48
or bushes consecrated to 40
or calmly investigate the 69
or canals constructed by 108
or cancel registration of 107
or canopy constructed of 67
or career advancement in 50
or career development in 43
or career development of 52
or casual distribution of 49
or casual fluctuations in 98
or casual observations of 47
or causal explanations of 103
or causal relationship is 52
or causal relationship of 55
or causal relationship to 142
or causes disturbance to 127
or celtic inhabitants of 56
or chance distribution of 55
or chance fluctuations in 85
or clearer understanding of 90
or climbs excessively in 996
or closer relationship to 41
or cohort differences in 81
or coldly indifferent to 59
or column corresponding to 47
or commit hostilities in 94
or common denominator in 58
or common denominator of 321
or common experiences of 68
or common understanding of 248
or common understanding so 40
or compel individuals to 45
or county departments of 162
or county governments in 52
or county governments or 78
or county governments to 111
or course established by 95
or covert intervention in 67
or cystic degeneration of 281
or dealers participating in 124
or decent genteelness of 113
or deemed distributed to 108
or deemed distribution of 93
or deemed distribution to 48
or deemed unimportant in 118
or deeper understanding of 420
or defend enforcement of 62
or delaying development of 53
or denied universally of 88
or denies opportunity to 101
or dental practitioner or 75
or depend exclusively on 42
or deputy commissioner as 46
or deputy commissioner in 105
or deputy commissioner is 68
or deputy commissioner of 491
or deputy commissioner or 149
or deputy secretaries of 56
or design professional to 43
or deviant development of 111
or direct applications of 50
or direct apprehension of 169
or direct consequence of 163
or direct continuation of 43
or direct contribution to 59
or direct descendants of 303
or direct development of 42
or direct distribution of 57
or direct exploitation of 48
or direct implantation of 50
or direct infiltration of 76
or direct instillation of 45
or direct intervention by 148
or direct intervention in 175
or direct intervention of 72
or direct intervention on 99
or direct introduction of 56
or direct investments in 135
or direct involvement by 61
or direct involvement in 354
or direct involvement of 355
or direct manipulation of 108
or direct measurements of 171
or direct modification of 53
or direct observations of 259
or direct recognitions by 55
or direct relationship to 285
or direct restrictions on 51
or direct solicitation of 104
or direct subscription to 71
or direct transmission of 105
or divine intervention in 135
or divine intervention or 41
or divine intervention to 80
or driven underground by 349
or driven underground in 98
or dwells principally on 48
or earlier development of 46
or effect transactions in 189
or emblem embroidered on 71
or enable individuals to 46
or energy distribution in 49
or energy distribution of 103
or energy expenditure in 58
or energy expenditure is 64
or energy expenditure of 50
or english speculators of 46
or english translations of 319
or enough electricity to 43
or entire abandonment of 69
or entire communities to 47
or entire consecration to 87
or entire obliteration of 55
or equity instruments of 105
or equity investments in 275
or ethical constraints on 56
or ethical implications of 381
or evenly distributed in 77
or events experienced by 47
or events represented by 98
or excess accumulation of 65
or existing independent of 134
or export prohibitions or 64
or export restrictions on 56
or export restrictions or 42
or factor accumulation in 345
or fairer remembrance of 88
or fairly susceptible of 43
or family involvement in 109
or family occurrences to 65
or family practitioner is 80
or family practitioner to 58
or family relationship is 68
or family relationship of 44
or family relationship or 92
or family relationship to 95
or faulty construction of 159
or faulty development of 359
or faulty installation of 48
or faulty performance by 88
or faulty performance of 80
or faulty understanding of 86
or feeble development of 120
or feebly represented in 40
or feelings experienced by 49
or female counterpart of 127
or female descendants of 53
or female progenitors of 125
or figure prominently in 61
or firmly established in 65
or fiscal relationship of 635
or focusing exclusively on 97
or folder represented by 118
or follow instructions on 69
or forced assimilation of 44
or forced construction of 52
or forced resignations of 40
or forged prescription or 48
or formal confirmation of 117
or formal introduction to 62
or formal organization in 41
or formal organization of 114
or formal presentation of 76
or formal relationship to 54
or formal restrictions on 45
or former constituent of 90
or former inhabitants of 81
or freely convertible in 92
or freezing compartment of 47
or french distribution of 108
or french intervention in 72
or french settlements in 45
or french translations of 141
or frosty apprehension of 120
or frozen blueberries or 85
or frozen raspberries or 61
or fuller understanding of 50
or further accumulation of 43
or further complicated by 83
or further confirmation of 60
or further deterioration in 76
or further deterioration of 157
or further development in 96
or further development of 1505
or further development to 42
or further distribution of 64
or further explanations of 56
or further illustration of 126
or further improvement of 57
or further investigate the 53
or further metabolized to 77
or further modification of 45
or further performance of 91
or further reproduction of 202
or further restrictions on 40
or future contribution to 84
or future development of 297
or future differences to 509
or future distribution to 51
or future enforcement of 58
or future expectations of 43
or future performance is 84
or future performance of 255
or future possibility of 81
or gender differences in 654
or gender preferences in 100
or german translations of 62
or global distribution of 46
or global disturbance of 45
or greater contribution to 80
or greater development of 178
or greater differences in 176
or greater flexibility in 138
or greater flexibility of 52
or greater improvement in 448
or greater investments in 66
or greater involvement in 59
or greater involvement of 43
or greater opportunity to 74
or greater possibility of 41
or greater probability of 267
or greater prodigality of 64
or greater remuneration in 94
or greater restrictions on 47
or greater sensitivity to 145
or greater understanding of 156
or greatly accelerated by 47
or greatly contributed to 58
or greatly embellished by 49
or greatly exacerbated by 84
or groups contributes to 53
or groups demonstrating an 61
or groups participate in 88
or groups participating in 156
or groups represented by 51
or groups represented in 109
or hatred independent of 59
or height perturbation of 56
or hessian mercenaries to 55
or higher derivatives of 159
or higher frequencies of 64
or higher institutions of 194
or higher percentages of 142
or higher probability of 224
or higher temperature in 56
or higher temperature of 63
or highly impractical to 213
or highly susceptible to 210
or highly unfavorable to 47
or hinder achievement of 129
or hinder development of 128
or hinder individuals in 44
or hinder performance of 41
or hinder performance on 47
or honest differences in 122
or honest differences of 66
or hybrid combinations of 71
or impair performance of 49
or impede achievement of 43
or impede performance of 65
or impede recruitment of 52
or impeding agriculture in 52
or import prostitutes or 50
or import restrictions in 65
or import restrictions on 91
or import restrictions or 47
or import substitution in 81
or import substitution is 41
or import substitution of 52
or impose constraints on 98
or impose deprivations in 59
or impose restrictions on 961
or impose restrictions or 59
or imposing constraints on 55
or imposing restrictions on 275
or income distribution in 66
or income distribution is 53
or indeed accompanied by 76
or indeed combinations of 55
or indeed possibility of 66
or induce individuals to 42
or ingenious paraphrases on 43
or initial construction of 258
or initial development of 47
or injury experienced by 243
or injury independent of 41
or innate differences in 61
or jewish communities in 58
or lacked jurisdiction to 181
or landed proprietors of 54
or larger capitalists at 139
or larger combinations of 109
or lawful prerogative of 64
or lawful requirement of 370
or lesbian relationship is 47
or lesser contribution to 94
or lesser development of 344
or lesser differences in 67
or lesser fluctuations in 47
or lesser intensities of 58
or lesser involvement in 92
or lesser involvement of 104
or lesser opportunity to 53
or lesser percentages of 55
or lesser possibility of 85
or lesser probability of 304
or lesser resemblance to 153
or lesser sensitivity to 122
or lesser suitability of 45
or lesser understanding of 84
or letter combinations in 58
or letter combinations to 45
or letter corresponding to 141
or likely consequence of 55
or likely modification of 82
or limits established by 56
or listen attentively to 121
or little gallantries of 58
or little involvement in 51
or little opportunity to 126
or little possibility of 48
or little relationship to 53
or little understanding of 183
or losses experienced by 101
or lowest temperature at 48
or manner restrictions on 98
or manual manipulation of 94
or marked differences in 180
or marked enlargement of 95
or marked improvement in 402
or marked improvement of 168
or market development of 65
or marrow replacement by 62
or measure established by 94
or measuring instruments in 54
or member organization of 105
or mental abnormality or 146
or mental aristocrats of 64
or mental constitution of 158
or mental construction of 54
or mental deterioration of 103
or mental deterioration or 57
or mental development in 72
or mental development is 105
or mental development it 55
or mental development of 252
or mental development or 50
or mental development to 42
or mental disturbance in 65
or mental disturbance is 88
or mental disturbance of 44
or mental disturbance on 41
or mental disturbance or 53
or mental examinations of 128
or mental examinations or 90
or mental impairments as 45
or mental impairments of 302
or mental impairments or 155
or mental improvement of 278
or mental institutions or 52
or mental manipulation of 117
or mental mistreatment of 130
or mental organization of 61
or mental preoccupation be 54
or mental reservations as 133
or mental reservations of 46
or merely accompanied by 45
or merely descriptive of 80
or merely differences in 138
or merely indifferent to 132
or merely preparatory to 47
or merely represented by 80
or merely represented the 61
or merely symptomatic of 61
or methods recommended by 49
or minute distinctions in 72
or modify restrictions on 165
or monthly fluctuations in 79
or morbid development of 58
or morbid disturbance of 50
or morbid enlargement of 42
or morbid sensibility of 106
or mutual understanding in 60
or mutual understanding is 65
or mutual understanding of 119
or mutual understanding to 41
or narrow construction of 79
or narrow selfishness of 148
or native commodities of 43
or native inhabitants of 227
or normal development of 165
or normal distribution as 42
or normal distribution in 42
or normal distribution is 156
or normal distribution of 231
or nuclear localization of 59
or number corresponding to 84
or object represented by 101
or obvious consequence of 56
or obvious relationship to 91
or offering inducements to 53
or openly acknowledge the 52
or opinion pertinently to 72
or opinion safeguarded by 436
or oppose legislative or 66
or oppose ratification of 59
or orders promulgated by 67
or oxygen derivatives of 50
or partial abandonment of 279
or partial achievement of 77
or partial alternative to 58
or partial annihilation of 46
or partial appropriation of 52
or partial assimilation of 45
or partial cancellation of 460
or partial compensation of 44
or partial compensation to 55
or partial confiscation of 289
or partial construction of 48
or partial degeneration of 55
or partial derivatives of 60
or partial development of 244
or partial disablement of 143
or partial disapproval of 44
or partial distribution of 180
or partial enforcement of 76
or partial enlargement of 47
or partial explanations of 62
or partial expropriation of 70
or partial forgiveness of 54
or partial fulfillment of 110
or partial impairments to 44
or partial imperfection of 62
or partial inactivation of 103
or partial interruption of 2461
or partial interruption or 60
or partial invalidation so 58
or partial involvement of 54
or partial maintenance of 105
or partial mobilization of 194
or partial modification of 89
or partial obliteration of 374
or partial performance of 232
or partial preservation of 129
or partial purification of 55
or partial replacement by 47
or partial replacement of 845
or partial reproduction of 185
or partial satisfaction of 3737
or partial selfishness of 125
or partial sponsorship of 42
or partial substitution of 277
or partial translations of 316
or partial understanding of 195
or partly compensated by 60
or partly constituted by 76
or partly independent of 208
or partly inoperative or 511
or partly neutralized by 51
or partly obliterated by 42
or partly transferred to 71
or patchy distribution of 132
or patent applications in 46
or peasant proprietors of 45
or permit individuals to 42
or permit maintenance of 44
or person administering the 6609
or person participating in 126
or person represented by 71
or phrase descriptive of 114
or phrase independent or 74
or placed restrictions on 73
or places consecrated to 107
or places restrictions on 48
or plants detrimental to 69
or plasma transfusions or 60
or police departments of 226
or police departments or 42
or policy implications of 158
or policy preferences of 117
or poorly implemented in 43
or poorly represented in 350
or prison jurisdiction of 48
or proper development of 66
or proper distribution of 79
or proper guardianship or 48
or proper maintenance of 61
or proper performance of 66
or proper understanding of 169
or public condemnation of 57
or public conveyances of 48
or public corporations in 81
or public corporations of 78
or public corporations or 82
or public corporations to 57
or public disapproval of 65
or public distribution in 468
or public distribution of 396
or public enterprises in 77
or public enterprises or 65
or public expenditure on 89
or public institutions in 201
or public institutions of 249
or public institutions or 355
or public institutions to 98
or public intervention in 69
or public investments in 53
or public involvement in 80
or public organization or 50
or public performance is 131
or public performance of 338
or public presentation of 65
or public proclamation of 45
or public solemnities of 45
or public solicitation in 261
or public solicitation is 51
or public thoroughfare of 44
or public understanding of 80
or purely mischievous in 43
or random distribution of 206
or random fluctuations in 190
or random fluctuations of 58
or rarely condescends to 84
or readily convertible to 97
or reality independent of 90
or rectal temperature is 51
or rectal temperature of 66
or reduce drastically the 45
or reduce restrictions on 57
or refuse authorization to 61
or refuse compensation as 55
or refuse forgiveness of 52
or refuse performance of 44
or relaxing restrictions on 40
or remain competitive in 97
or remain independent of 100
or remain indifferent to 750
or remain insensitive to 50
or remain permanently in 81
or remote consequence of 70
or remove impediments to 112
or remove obstructions or 47
or remove restrictions if 62
or remove restrictions on 139
or removing obstructions in 61
or removing restrictions on 83
or render ineffective the 219
or render ineffectual the 66
or render inoperative the 66
or render performance to 106
or render superfluous the 60
or render unnecessary the 137
or reside permanently in 51
or residing temporarily in 43
or resold merchandise at 45
or resold merchandize at 42
or retail distribution of 95
or retain jurisdiction of 120
or retain jurisdiction the 60
or retard development of 130
or return transactions to 70
or revoke registration of 60
or reward distribution of 104
or rights transferred or 133
or riotous assemblages of 52
or russian intervention in 75
or sampling distribution of 94
or scanty development of 63
or school environment is 42
or school performance is 64
or school performance or 43
or second derivatives of 135
or second lieutenants in 147
or secret discontents it 62
or secret instructions of 40
or secret intercourse of 118
or secret machinations of 115
or seemed unimportant or 59
or senile degeneration of 49
or senile osteoporosis is 56
or septic inflammation of 65
or serious curtailment of 110
or serious delinquency in 266
or serious deterioration in 77
or serious deterioration of 177
or serious disturbance in 56
or serious disturbance of 219
or serious disturbance to 98
or serious interruption of 49
or serious interruption to 40
or serious modification of 103
or serous infiltration of 77
or settle permanently in 82
or severe curtailment of 137
or severe deterioration in 44
or severe deterioration of 50
or severe disturbance of 84
or severe exacerbation of 42
