waged stubborn fight with 148
wrote articles calling for 73
wrote beautiful music for 42
wrote beautiful poetry and 49
wrote bitterly about this 43
wrote candidly about his 76
wrote copiously about his 61
wrote directly about her 49
wrote directly about his 43
wrote eighteen books and 40
wrote lifeless books and 186
wrote numerous books and 815
wrote numerous books for 64
wrote numerous books that 103
wrote numerous plays and 122
wrote numerous plays for 53
wrote numerous works for 140
wrote original music for 94
wrote original poetry and 43
wrote religious poetry and 103
wrote religious works and 75
wrote robinson crusoe and 52
wrote romantic poetry and 41
wrote somewhat later than 64
wrote somewhat later that 42
